Subject_ID,Factor_1,Factor_2
Subject_1,-0.44141284,0.08898575
Subject_2,-1.2704543,-0.18176067
Subject_3,-0.48765117,0.1534005
Subject_4,0.7813378,-0.56377524
Subject_5,0.47023097,0.27446955
Subject_6,-0.45751294,0.06262425
Subject_7,-0.38379726,0.046613503
Subject_8,-0.21946427,0.01925157
Subject_9,-0.61820424,0.34674343
Subject_10,0.24452662,0.9872445
Subject_11,-0.47034648,-0.026817158
Subject_12,-0.36596188,0.121476114
Subject_13,-0.0020306092,0.706384
Subject_14,-1.1096488,0.12966639
Subject_15,-0.32643527,0.20917273
Subject_16,0.82373685,-0.106676154
Subject_17,-0.13856158,0.67995054
Subject_18,0.06996605,-0.08343898
Subject_19,0.57180744,-0.25761873
Subject_20,1.2221147,0.021474915
Subject_21,0.4364901,-0.53399104
Subject_22,-0.19915038,-0.2898344
Subject_23,0.48222038,-0.6952906
Subject_24,-0.29630098,0.13838619
Subject_25,-0.19132379,0.50009674
Subject_26,-0.28400913,-0.09422929
Subject_27,0.6912633,0.012717219
Subject_28,-0.5720756,0.17048505
Subject_29,-0.1270619,-1.4581735
Subject_30,1.1674693,0.3197345
Subject_31,-0.4038142,-0.3372685
Subject_32,0.33458176,-0.95018476
Subject_33,-0.9802191,-0.8388129
Subject_34,1.066616,-0.34557766
Subject_35,1.0922688,0.36116302
Subject_36,1.0526971,-0.6692919
Subject_37,-0.26199007,0.036724675
Subject_38,-0.23661856,-0.50629395
Subject_39,0.6688507,-0.28629294
Subject_40,0.3788777,0.4469804
Subject_41,0.13849083,-0.19426276
Subject_42,0.114667885,-0.21550228
Subject_43,0.43156445,-0.12251015
Subject_44,0.64958394,-0.019226033
Subject_45,0.011716142,0.5068962
Subject_46,0.42959276,0.59850824
Subject_47,2.1646311,-0.6500864
Subject_48,-0.22525473,1.2531158
Subject_49,2.3909974,0.59824294
Subject_50,-0.16336668,0.27269775
Subject_51,1.6277266,-0.6448669
Subject_52,0.8959991,-1.3857827
Subject_53,0.24092649,-0.62276495
Subject_54,-0.61636305,-0.30095538
Subject_55,0.027999045,-0.19155034
Subject_56,-0.111954994,0.27256596
Subject_57,-0.66468,0.6558456
Subject_58,0.23225676,0.6319825
Subject_59,-0.25946,0.5298064
Subject_60,-0.34433067,-0.8896283
Subject_61,1.2299634,-0.1085479
Subject_62,0.32732025,-0.07174702
Subject_63,0.13371427,-1.29664
Subject_64,1.2275665,-0.06867516
Subject_65,0.42394125,-0.151386
Subject_66,-0.26733163,-0.3435126
Subject_67,4.1870165,0.31980193
Subject_68,0.6339593,-0.22420026
Subject_69,-0.4303865,0.3378508
Subject_70,-0.548027,-0.1509784
Subject_71,-0.18895032,-0.11678019
Subject_72,0.30726272,0.010602093
Subject_73,-0.33327043,0.5801113
Subject_74,0.62107563,-0.72164184
Subject_75,1.7702595,0.07077694
Subject_76,1.2874156,-0.7026817
Subject_77,0.5764198,-1.3214136
Subject_78,0.6184848,0.67117375
Subject_79,-0.58485997,0.29823616
Subject_80,0.2752666,-0.08224586
Subject_81,-0.26749498,0.41918927
Subject_82,-0.6907352,0.36020377
Subject_83,1.8389759,-0.7247319
Subject_84,0.24011734,-0.59352314
Subject_85,-0.33434293,0.14978021
Subject_86,-0.24397342,-0.73784506
