Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.7447989,0.62944084,-0.53036785,-0.04695541
Subject_2,0.13523753,0.8888381,0.68593466,-0.15908526
Subject_3,2.071673,-0.07060982,1.1335775,-0.033715986
Subject_4,0.57493776,0.09715931,-0.4565029,-0.7969568
Subject_5,0.48459473,1.3114254,0.94346476,-1.9153134
Subject_6,-0.96658236,-0.4231409,0.40282267,-1.136742
Subject_7,-0.052482806,0.21405488,-0.20354742,0.18395387
Subject_8,1.3533256,-0.24852978,-1.1472465,1.5895147
Subject_9,-0.4457006,-1.4810263,0.40277314,-0.17356324
Subject_10,-0.7797372,1.6931653,-0.23372455,-0.21727483
Subject_11,-0.76416963,0.2319943,1.5137273,-0.1039931
Subject_12,-1.0121807,-0.9185228,0.52204067,-1.0036716
Subject_13,0.78280675,2.7542517,-0.3977706,2.0827367
Subject_14,-0.89577395,-1.1497434,0.5876279,-1.5602353
Subject_15,1.5504326,-0.45332786,0.09386903,0.3422647
Subject_16,0.044737536,-0.18554045,0.15009445,0.6551978
Subject_17,-0.62716675,1.1643909,1.957892,0.17596824
Subject_18,1.0519999,-3.1494334,0.4436256,0.33221483
Subject_19,0.3670115,-1.3372378,0.8725116,0.4816624
Subject_20,-0.4534215,1.2933683,-0.4362086,1.9663477
Subject_21,0.27875093,-1.0435541,0.14362511,2.073794
Subject_22,0.8297263,0.6606438,0.06275026,-1.3092177
Subject_23,-0.10000252,-1.3963397,0.9157823,0.4987579
Subject_24,-0.3104738,0.27487597,0.54341775,0.79408246
Subject_25,2.9332488,1.3862933,-0.32461223,1.2561117
Subject_26,-0.30205426,-1.1530045,-1.0856463,-0.52575564
Subject_27,0.029617352,1.1396573,0.9802683,-0.11500817
Subject_28,0.094937935,-1.1923771,-0.30156568,-0.018262237
Subject_29,-0.526213,0.12380735,0.19126734,-1.6480603
Subject_30,1.5098765,1.4853112,-0.14202507,-1.1027572
Subject_31,-0.15859957,0.7311509,0.45194378,-0.5970926
Subject_32,-1.6582925,-0.27743667,1.0957946,-0.43399572
Subject_33,-1.1948262,-1.2094817,0.1563001,0.6589308
Subject_34,-0.6814172,-1.4244328,1.2237936,-0.20127791
Subject_35,0.4635429,-0.09908923,-0.6733911,1.5233561
Subject_36,1.3658453,1.1150643,-0.49736166,-0.78405255
Subject_37,0.6292703,0.7652941,-1.3621786,-2.3349602
Subject_38,2.4724298,1.7414323,-0.90211934,-1.9872034
Subject_39,-0.8375411,0.64622265,-0.009706076,0.06692434
Subject_40,1.5298413,0.49727723,0.12702547,-0.54785186
Subject_41,0.8434608,0.97240734,-1.728466,1.0395166
Subject_42,1.8900937,0.51075464,0.5920923,-0.4313047
Subject_43,0.56154484,0.86538553,0.11643522,0.32521692
Subject_44,-1.298424,0.19735281,-0.10044954,0.7819118
Subject_45,-0.5922348,1.028829,-1.1265541,1.9540385
Subject_46,0.5960297,1.766881,1.2915214,-0.2934272
Subject_47,0.19553876,-0.40741953,-0.093041,-0.6945573
Subject_48,-0.3836786,1.3965914,-0.58692884,-1.1662235
Subject_49,-0.590697,0.5618967,-0.1537187,0.11098041
Subject_50,0.75308967,-1.9201473,-0.08337449,-1.7294797
Subject_51,-0.0043451297,1.2611147,0.68109787,-2.5598288
Subject_52,0.061657336,1.0889958,1.9645411,-0.775221
Subject_53,0.4644869,-0.9935289,1.1803125,-1.2925161
Subject_54,-1.0391538,-1.3819817,-0.70588446,0.40556875
Subject_55,-0.8613111,2.475243,1.4879333,0.46107706
Subject_56,-0.80070055,-0.6725546,-0.6270982,1.2079102
Subject_57,-1.3999106,-0.5834516,-0.87728214,0.075655915
Subject_58,0.19794601,2.625114,-0.35815603,-0.43126455
Subject_59,-0.10385303,-2.2201927,0.83060664,-0.6507026
Subject_60,-0.8829174,-0.10979307,0.8568856,-0.16150993
Subject_61,-0.17326649,0.38755402,0.3433036,-0.7103405
Subject_62,-0.7552336,-1.8711518,-0.1541755,-0.16399391
Subject_63,-2.2686281,-0.61540633,0.47519493,1.2972803
Subject_64,-0.33180407,1.720398,0.27515996,-1.2281018
Subject_65,-0.7133913,-0.65051746,1.1956016,-0.062518544
Subject_66,-1.8376306,-0.326511,1.7852348,1.0417863
Subject_67,-0.7916534,0.21616316,-0.08003924,-1.136689
Subject_68,-2.150518,-1.8212956,0.057388205,1.0002439
Subject_69,-1.1349777,-2.4757042,-0.98858094,0.054578725
Subject_70,0.9175435,0.48937395,-2.238123,0.22013403
Subject_71,0.05571546,0.071017124,-0.47430864,0.36684272
Subject_72,1.1062679,0.8970026,1.7702708,0.25915074
Subject_73,-1.7029171,-0.5701541,0.9106521,-0.7812029
Subject_74,-1.5071778,0.6802772,0.3044455,0.6669959
Subject_75,0.6091221,1.1362921,-1.0561012,1.4249157
Subject_76,0.74713206,1.5803193,0.025432246,1.3648968
Subject_77,-1.4919274,1.6796739,1.1364391,0.23197101
Subject_78,-0.86357933,0.83403116,0.6029468,0.33650202
Subject_79,-1.4146771,-2.4401677,0.9190019,0.47700635
Subject_80,1.6261133,2.810561,-1.2095258,1.0638725
Subject_81,0.6612579,-0.5315419,-0.6238184,-0.5592041
Subject_82,-0.04335091,-0.679552,1.111453,-1.2931792
Subject_83,-0.23197052,-1.2244254,-0.7607822,-0.80588794
Subject_84,-0.9732349,0.43965963,-1.480712,0.91630864
Subject_85,0.72983634,2.2254722,0.41257423,0.19887394
Subject_86,-2.3761806,-0.5864293,-1.2690386,0.55646855
