Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,1.0472187,0.21834245,-0.2403547,-0.5538363,0.68945307
rigidity_right,-0.8110066,-0.03347722,0.6921698,0.7439973,-0.98317575
tremor_rest_left,0.6739284,0.5408665,-1.3040447,-0.10234269,-0.65093124
tremor_rest_right,0.11043109,0.66071665,-0.8128122,0.8341291,-1.1505296
tremor_postural_left,1.243788,-0.8106704,-0.83449566,0.6772529,-0.9074334
tremor_postural_right,0.19508325,0.16883142,0.17071949,1.0727996,-1.339553
bradykinesia_speed_left,0.8232156,0.41471973,-0.038717892,-0.7607425,0.69338703
bradykinesia_speed_right,-0.7550907,0.015774079,0.9303081,1.0286518,-0.9227565
bradykinesia_amplitude_left,1.1483489,0.31305528,0.15878798,-0.41167757,0.41674307
bradykinesia_amplitude_right,-0.59836054,0.020293375,1.0537013,1.0331018,-0.6669343
bradykinesia_rhythm_left,1.1639278,0.093434274,0.6391849,0.18001087,-0.054018565
bradykinesia_rhythm_right,-0.062967695,0.42836797,1.2903459,0.61061424,-0.55216974
mirrormovement_left,0.08642112,-0.13064604,0.20048192,1.4069158,-0.7643135
mirrormovement_right,1.2518336,-0.115780994,-0.26698184,0.36676285,0.16409947
