Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,-0.16992041,-2.4005995,-0.16309994,0.065394856,0.010084219
Feature_1,0.04908148,0.030248152,-0.62048584,0.028523622,-0.18012258
Feature_2,-0.116734676,0.06589485,-0.04648431,0.014218153,0.21201433
Feature_3,-0.06934142,-0.081487805,-0.09883554,-0.58557713,-0.27707455
Feature_4,-0.55434835,0.036880832,0.19546765,1.0314808,-0.26714608
Feature_5,0.44061795,0.042806342,0.7595751,0.021295788,0.541583
Feature_6,-0.4646423,-0.03518727,0.76791084,-0.02641134,-0.3789341
Feature_7,0.062647596,0.005617682,0.15924272,-0.048860084,0.10517446
Feature_8,0.22114575,-0.10045374,-0.1809871,-0.1432012,0.18929091
Feature_9,0.018702636,-0.094017975,-0.04661634,0.20719382,-0.07867867
Feature_10,0.10169333,-0.020091413,-0.20136525,-0.09091822,-0.07518906
