Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21
volume_sn_voxels::v0,0.00020363498,0.0005496594,-0.00018085621,1.6976257e-05,-0.00063797773,0.0012806224,-0.00019804377,-0.0017535283,0.00033521708,0.00082360517,-0.001347666,0.0011243824,0.0011697636,0.00027217733,-0.0002809335,0.00096273527,-0.0011577421,-0.00031868264,-0.0017164358,-0.0005931885,0.0018026461,7.019135e-05
volume_sn_voxels::v1,0.0002809812,0.0007065653,0.0001277874,0.0002373981,-0.00068095914,0.0011978569,4.6924913e-05,-0.001841419,0.0005258737,0.00067032414,-0.00093548116,0.00029862177,0.001541153,-0.0003257181,2.196309e-06,0.0014329186,-0.00078860595,-0.0011218715,-0.0019778814,-0.000834985,0.0013562049,0.0014638738
volume_sn_voxels::v2,0.00027453827,0.00040266846,-0.00044785265,-2.6939282e-05,-0.00054971146,0.0012557113,6.259257e-05,-0.0016527326,0.0008162517,0.00049301045,-0.0019084688,0.0017755802,0.0019634296,0.0003692912,-2.6413023e-05,0.00065719703,-0.0011762293,2.1629145e-05,-0.0011217162,-0.001156101,0.00083600223,-0.0007462582
volume_sn_voxels::v3,0.0003044447,0.0005591017,-0.00030286936,-1.7581644e-05,-0.00080337113,0.0012300027,0.00011041443,-0.0019880352,0.00083671464,0.000427064,-0.0015759538,0.0011014637,0.0018612627,2.9462444e-05,7.197351e-05,0.0011059081,-0.0008722139,-0.000674735,-0.0015058409,-0.0013819267,0.0009144283,-5.8570804e-05
volume_sn_voxels::v4,0.00038663615,0.00068806903,4.6850848e-05,8.5522326e-05,-0.0008827304,0.0011589159,-7.215942e-05,-0.0019594433,0.0010557023,0.0001626977,-0.0009736785,0.0007907091,0.0018959141,-0.0006637738,0.00019785578,0.0022271383,-0.0006748103,-0.0015237808,-0.0020065429,-0.0011664091,0.0014335853,0.0017168327
volume_sn_voxels::v5,0.0002935761,0.00024653797,-0.000608317,-0.00031691347,-0.0007588713,0.0008386484,0.00041293172,-0.0017568249,0.000776651,0.00025808837,-0.0018838426,0.0013503954,0.0010937561,0.00063500623,0.00018110017,0.00036455505,-0.0014228831,0.00036931032,-0.00022098284,-0.0014136017,0.00041484734,-0.0008625766
volume_sn_voxels::v6,0.00030300062,0.00035526336,-0.0005606264,-0.00011771003,-0.0008216139,0.00077321974,0.00028278917,-0.0018234148,0.00094516814,3.7654896e-05,-0.0014707881,0.0014026042,0.001623385,0.0002111418,0.00027885908,0.0008015936,-0.0013487086,-0.00017990654,-0.00064452004,-0.0015523388,0.0003500123,-0.0007047609
volume_sn_voxels::v8,0.0005299012,0.0007145873,-0.00016879286,-1.5172517e-05,-0.0012628916,0.0010489796,0.00012983645,-0.0017982344,0.0013837817,-0.00045253147,-0.0007978674,0.00069711,0.00230217,-0.00045260234,0.00036120103,0.0014590563,-8.7354616e-05,-0.001475428,-0.0016687477,-0.0010664044,0.0009069456,0.0018729677
volume_sn_voxels::v11,0.00030374265,0.00020547413,-0.000655181,-0.0003069105,-0.0010369888,0.00056072103,0.00058562483,-0.0016708147,0.00040943452,-0.000115633644,-0.001935808,0.0013284851,0.0013122943,0.00049213285,0.00068700995,-1.861005e-05,-0.00083384645,0.00025604732,0.00069703325,-0.0010195576,-5.3562868e-05,-0.0009540491
volume_sn_voxels::v12,0.00039698125,0.0003003325,-0.0006952324,-0.00048669492,-0.0011088338,0.0007554347,0.0004097703,-0.0016643117,0.00075473654,-0.0004646422,-0.0017128036,0.0014746477,0.0013142445,0.00031863013,0.00070332683,0.00045108862,-0.00085923413,9.668218e-05,0.00021059538,-0.0019367458,-3.0368796e-05,-0.00069236726
