Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Feature_0,0.19533432,-0.3172863,-0.27049413,-0.216677,-0.042216666,1.0911787,0.06540427,-0.77040815,0.2712768,-1.0150956,0.6878303,-0.7032393,-0.475237,0.6424442,-0.569103,-0.1580513,-0.090429395,-1.6896199,-0.24420764,-1.2510033
Feature_1,0.019483631,-0.33525997,-0.27318344,0.027317587,0.36199585,-0.88906074,0.69845223,-1.3952765,-0.3099827,0.5166527,0.30403265,-0.35214317,-0.6766001,0.08307635,-0.47292686,-0.18742706,-0.13618068,-1.9534042,1.0306156,-0.4464977
Feature_2,0.8226129,0.07557308,-0.47166395,-0.79402626,0.09345765,1.8450922,-0.33363834,-0.23944826,0.48045906,-0.747527,0.15489656,-0.55787784,0.22414516,0.77289766,-0.29810804,-0.46387392,-0.8074471,-1.8871263,-0.43573567,-0.8947827
Feature_3,0.20773251,-0.22060937,-0.2857181,-0.49083647,0.39766043,1.4209224,0.029989153,0.14928056,-0.4829663,-0.46543086,-0.31212378,-0.30741918,-0.09193145,0.44053096,-0.3309598,0.099463545,-0.79138577,-1.3423868,-0.23062702,-0.62479866
Feature_4,0.02583738,-0.2517353,-0.33773923,0.052140463,0.5857246,0.6949424,0.03965535,0.037047494,-0.66277784,0.21022709,-0.11504023,-0.16733678,-0.46341443,0.23642279,-0.22180898,-0.012042796,-0.34468514,-1.5353843,0.10699444,0.15598907
Feature_5,-0.023954703,0.095842555,-0.22016525,0.042965837,0.45722273,-0.18982157,0.45448753,-1.0589334,-0.8718267,0.8658361,-0.229602,-0.17351303,0.13965614,0.05466466,-0.59129226,-0.35059375,0.022782853,-2.5837657,0.73731005,0.8182314
Feature_6,-0.71233207,0.057271216,0.48115796,0.32599226,0.31518978,-0.72611666,0.0062392494,-1.0972729,-1.3987006,1.5473036,-0.44642976,-0.17687812,-0.33673596,0.11554509,-0.5218034,-1.00955,0.99932986,-1.6246407,0.91635936,0.9992747
Feature_7,-0.06956591,0.80699956,0.19647512,0.22886023,0.566187,1.7593769,0.038996167,0.8165875,1.4104471,0.22120477,0.089886256,-1.0145081,-0.44959936,-0.012347824,-0.10866201,-0.6904913,0.3556189,-1.1408936,-0.69843256,0.88562167
Feature_8,0.17851332,0.3640169,0.20364054,-0.6229398,0.14074133,1.2165666,-0.48652264,0.83608085,1.3444252,0.23950349,-0.18926562,-0.8247158,-0.022952056,0.5058206,-0.19606099,-0.79386485,-0.05415125,-2.0483508,-0.3906449,-0.15767562
Feature_9,-0.5013244,0.027566016,0.4443658,-0.7920424,0.22041659,2.260036,0.15608537,0.90788084,0.50225645,0.32514527,-0.53755116,-0.6469414,-0.20186026,-0.088877976,-0.9446159,-0.12535243,0.6379442,-1.5390518,-0.59970075,0.55167675
