Feature,Factor_2,Factor_4,Factor_16,Factor_18,Factor_22,Factor_23,Factor_24,Factor_29
volume_sn_voxels_feature_0,-0.40006184577941895,-0.20460207760334015,1.5016411542892456,0.04061684012413025,-0.32989171147346497,0.06838461756706238,-0.9477184414863586,0.63605135679245
volume_sn_voxels_feature_1,-0.3466651439666748,-0.09449126571416855,1.4449597597122192,-0.15332618355751038,-0.7736473083496094,-0.50597083568573,-1.176416277885437,-0.009159664623439312
volume_sn_voxels_feature_2,0.2765643000602722,-0.07454511523246765,1.45957612991333,0.8702431321144104,-0.1796284168958664,0.2722393274307251,0.11981767416000366,0.3584609031677246
volume_sn_voxels_feature_3,-0.0030181407928466797,-0.13219745457172394,1.4234318733215332,0.351336270570755,-0.18578146398067474,-0.5550618171691895,-0.17281489074230194,-0.14078350365161896
volume_sn_voxels_feature_4,1.0165627002716064,0.02300976775586605,1.2841603755950928,0.8183874487876892,0.29126229882240295,-0.6463223695755005,0.4592655599117279,-0.45387399196624756
volume_sn_voxels_feature_5,-1.0680404901504517,-1.0901012420654297,1.199866533279419,1.23366117477417,-0.32279470562934875,-1.0609688758850098,0.030606726184487343,0.6464300155639648
volume_sn_voxels_feature_6,-1.0332034826278687,-0.8697939515113831,1.3224221467971802,0.5179148316383362,-0.5013360977172852,-1.0552915334701538,0.33288946747779846,0.11869112402200699
volume_sn_voxels_feature_7,-0.21083927154541016,-1.0010195970535278,0.10156607627868652,0.755950391292572,-0.3154149055480957,-1.4373828172683716,-0.13228215277194977,0.872650682926178
volume_sn_voxels_feature_8,0.3493790328502655,0.010499387979507446,0.47937968373298645,-0.8809532523155212,0.15500381588935852,-1.349562644958496,0.11177441477775574,-0.12026502937078476
volume_sn_voxels_feature_9,0.6417301297187805,-0.3169226348400116,-0.03289804980158806,-1.1856704950332642,0.6173915266990662,-1.2994673252105713,0.4244519770145416,-0.4491140842437744
volume_sn_voxels_feature_10,0.5586268305778503,-0.987803041934967,0.28526952862739563,-1.1759368181228638,0.7605466246604919,-1.4642722606658936,1.1820818185806274,-1.1938378810882568
volume_sn_voxels_feature_11,-0.40678098797798157,-0.6103468537330627,1.4269943237304688,-0.7294273972511292,-0.2573481500148773,-0.17356367409229279,-1.2778630256652832,0.5989357829093933
volume_sn_voxels_feature_12,-0.06292297691106796,-0.13557042181491852,1.668642520904541,-0.2858612537384033,-0.14407601952552795,0.5527379512786865,-0.3530252277851105,0.33787214756011963
volume_sn_voxels_feature_13,0.42160820960998535,0.2816694676876068,1.3215951919555664,0.03308533504605293,0.41133609414100647,0.778504490852356,0.32768386602401733,-0.08554442971944809
volume_sn_voxels_feature_14,0.18421292304992676,0.09979186207056046,1.5027903318405151,-0.342294842004776,0.42910292744636536,-0.03726552426815033,0.28348681330680847,-0.6192243695259094
volume_sn_voxels_feature_15,0.08675708621740341,0.6801970601081848,1.3820127248764038,0.5251148343086243,-0.10365363210439682,0.8885300159454346,0.5856406688690186,-0.26534542441368103
volume_sn_voxels_feature_16,0.7587764263153076,0.6123181581497192,1.2303427457809448,0.3437369167804718,0.6322502493858337,0.4212380051612854,0.5102078318595886,-0.6296830773353577
volume_sn_voxels_feature_17,-0.7676445841789246,0.24236546456813812,1.4649747610092163,0.1134844645857811,-0.45033684372901917,-0.581403911113739,-0.1044379249215126,-0.5811598300933838
