factor_index,max_loading,mean_loading,median_loading,std_loading,nonzero_count,nonzero_pct,is_effective
0,2.6877,0.7686,0.6648,0.5523,1321,0.9925,True
1,2.158,0.82,0.7593,0.4778,1323,0.994,True
2,2.2564,0.8198,0.7851,0.4773,1324,0.9947,True
3,2.4194,0.7345,0.6229,0.5646,1321,0.9925,True
4,2.4871,0.8028,0.7207,0.5152,1325,0.9955,True
