Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,1,25.0,Unstable,0.6066897884011269
1,1,25.0,Unstable,0.5070059783756733
2,1,25.0,Unstable,0.704969510436058
3,2,50.0,Unstable,0.6759936041198671
4,2,50.0,Unstable,0.788552314043045
