Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,0.010947421,-0.002362366,-0.05829645,-0.12539715,0.020588988,-0.009143906,0.04743883,-0.0056202863,0.017555663,0.02295399,-0.034779515,-0.07994002,-0.0068007507,0.0023761687,0.0947822,-0.354097,0.12652011,-0.11336837,-0.13096154,0.00926778,0.03576985,-0.0829699,0.20094767,-0.16633809,0.1088096,0.16472575,-0.06589256,-0.021798356,0.098976575,-0.07982854
rigidity_right,-0.11252666,0.06342127,-0.026553573,-0.0155003695,-0.010352475,-0.023436755,-0.01216213,0.0035571437,-0.048488036,-0.055663362,-0.002626812,0.027313754,0.0032110936,0.015982574,-0.07747188,-0.029372184,-0.087246664,-0.04242018,-0.25368232,-0.061896782,0.06492508,-0.041349966,0.15806861,-0.08288925,-0.004472977,-0.11985748,-0.18240023,0.080960914,0.110200174,0.14930339
tremor_rest_left,-0.07674761,0.07332625,-0.08801744,0.029821051,-0.20199701,-0.0769841,-0.1972602,0.12172793,-0.007882659,-0.13645864,0.0089630345,0.06328669,-0.2274021,-0.07600016,0.01454012,-0.1249273,-0.07064267,-0.1006741,0.35264575,0.07376364,-0.044639982,0.10468663,0.011151774,0.013167503,-0.13285941,0.15547954,0.16443147,0.07404086,0.0551026,0.03424223
tremor_rest_right,-0.1747008,0.0012367094,-0.07655928,-0.03404358,-0.13953544,0.11874688,-0.08464307,0.22639996,0.042834252,-0.09063066,0.024378393,0.12906136,-0.048389863,-0.0985227,-0.07111164,-0.023110805,0.057944,0.070539586,0.032366887,0.09773161,-0.0020893975,0.113022506,0.18277973,0.048370436,-0.069260456,0.110350095,-0.11687517,0.06748387,0.029421326,0.38558197
tremor_postural_left,0.17811619,0.19610764,-0.18698475,0.07660003,0.01889328,-0.09872887,-0.19523431,-0.07869354,-0.00024679117,0.043509945,0.029495401,-0.07135893,0.0091045955,-0.05201831,-0.072666794,-0.08239046,-0.1176811,-0.02008052,0.05518077,-0.11157221,0.033223864,0.04618879,0.07857291,0.26243815,-0.17832147,0.103668734,0.18884774,0.06772289,-0.043297682,-0.10792048
tremor_postural_right,-0.3366115,-0.07903517,0.00860629,0.1564814,-0.06516213,0.11845281,0.003332285,-0.046300933,0.06222014,0.107052855,-0.15673503,0.06253681,-0.14922902,0.013233897,-0.06346709,0.39201975,-0.023810674,0.044852704,0.06320049,-0.041614253,-0.09682307,0.096242115,-0.05818621,0.19586186,-0.13590379,-0.02845444,-0.026494555,0.046301354,-0.03877913,0.08970838
bradykinesia_speed_left,0.07713226,-0.18686575,-0.035041835,-0.08469983,0.03491581,-0.02734125,0.047198318,0.23034354,-0.023105828,0.10407274,0.041533154,-0.18866102,-0.085096724,0.049528383,-0.003481053,-0.3240022,0.12283379,0.091458775,0.09010148,0.040705197,-0.06269593,0.043166824,-0.10587133,-0.020273974,0.25448847,0.20227669,0.19330975,0.041792464,-0.011679276,0.101528525
bradykinesia_speed_right,-0.10029378,-0.020693973,0.102576844,-0.042952638,-0.041396584,0.107079245,0.029313534,0.019532884,0.031886168,0.0048255147,0.018066617,0.13535082,0.027234834,-0.01706349,-0.021907223,0.055537257,0.0032299377,-0.05816094,-0.27812147,-0.13599005,0.06673786,-0.14777578,-0.124622054,-0.11980849,-0.12104662,-0.07529883,0.062064305,-0.014919482,0.17960632,0.09619839
bradykinesia_amplitude_left,0.07349929,-0.19098578,-0.10148239,-0.06481539,-0.031626288,-0.20026809,-0.0072715143,0.15365231,0.03404456,0.019384367,0.083507024,-0.049247008,-0.013162233,0.038410686,-0.008685524,-0.12677787,0.1186507,-0.117076576,0.047185063,0.02813912,-0.030496884,0.022130763,-0.047842093,-0.095079675,0.2556043,-0.024645392,0.013046336,0.06576067,0.14692563,0.08718536
bradykinesia_amplitude_right,-0.11262229,-0.0061130957,0.0195036,0.027085956,0.10846681,0.17469338,-0.087400556,-0.061617803,-0.01128575,-0.01811426,-0.045856167,0.06319466,0.09416117,0.07567181,0.06269634,0.10402446,-0.050572857,0.0035426475,-0.18424365,-0.10179578,0.036229387,-0.0708358,0.023801163,0.020346707,-0.1262096,-0.04144056,-0.036227763,-0.06705622,0.088038854,0.14188494
bradykinesia_rhythm_left,0.09603041,-0.029919006,0.010241007,-0.10414613,0.13689923,-0.060074456,-0.06590377,0.18530598,0.0014641731,-0.068412356,0.1029165,-0.03527656,-0.10061908,0.06601255,-0.059216022,-0.054892853,0.071073346,0.029673923,0.036559436,-0.027999375,-0.18230994,-0.016622351,0.08004596,-0.11580987,0.13009025,-0.043874346,0.025215577,0.08433905,0.09695195,-0.045515727
bradykinesia_rhythm_right,-0.37773097,-0.032138743,0.10601191,-0.1018586,0.017643696,-0.0067618997,-0.06268533,0.078537926,0.096984714,0.16157019,0.12591462,0.10383155,0.0622672,-0.0024796221,-0.05536424,0.34538776,0.0052015227,0.09570095,-0.19054131,-0.0368736,-0.14240411,-0.1822377,0.16789226,-0.22693218,0.1315211,-0.24801907,-0.15468225,0.1614749,-0.057685565,0.16460225
mirrormovement_left,-1.2766298,0.02938046,0.16708718,0.051471874,0.15808721,0.34161413,-0.52287704,0.08328671,-0.010463964,-0.25367606,-0.04741853,-0.025828253,0.1539102,-0.19442508,-0.06184568,0.21033637,0.008681193,-0.026355332,-1.8243989,-0.1377032,0.030353585,0.014640538,-0.21586975,-0.007929509,-0.13982631,0.19149897,-0.062132698,-0.022519972,0.17634895,-0.38848916
mirrormovement_right,-0.10256287,-0.21369109,-0.098614894,0.007996397,0.030354941,-0.1305228,-0.10245374,-0.08669134,-0.11425144,0.25708094,0.3366583,-0.29771227,-0.12988047,0.33275145,0.08066058,-1.3500127,0.016970454,-0.050665308,1.7942947,0.07824556,-0.16713206,0.018205922,-0.018838262,-0.08962235,0.2758595,0.029700393,0.058014613,0.035802104,0.07640264,0.10963313
