Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_0,-0.5012921,-0.120588645,0.43993,-0.50181526,0.43500707,1.1681705,0.88650095,0.13896595,1.449659,0.18686888,1.1210297,-0.32800356,-0.31389624,0.5030395,-1.4840465,0.0061477283,0.47855264,-0.3745375,0.10753697,0.24814446,0.18206076,-0.50287443,0.3404747,0.4437461,0.47806197,0.07550369,-0.0010330287,0.5492338,-0.9421896,-0.34465897
volume_sn_voxels_feature_1,-0.28570685,1.0258563,0.4954752,-0.14936708,0.387215,1.1021715,1.1854321,0.12228346,1.0908594,-0.7048303,-0.5127697,-0.12407298,-0.13824344,-0.5264367,-1.3818822,0.1198206,0.76617765,-0.19438471,-0.061118286,1.0027059,0.36121315,-0.5004597,0.26373896,0.676163,0.5497609,-0.14825618,-0.009795157,0.47959176,-0.15572852,-0.5096739
volume_sn_voxels_feature_2,-0.3124864,-0.51724863,-0.2928535,-0.08852566,-0.17280935,-0.15568006,0.20401615,0.17589588,0.8343622,0.33480093,1.039356,0.34766287,-0.43468833,0.7317846,-1.4511862,-0.27833804,0.22638516,-0.117428064,0.324738,-1.1644061,-0.90175116,-0.051540844,0.044489965,-0.3140279,-0.16873254,-0.12027067,0.6892905,0.016967023,-0.37609735,-0.1018391
volume_sn_voxels_feature_3,-0.1272966,0.20103687,-0.16168419,0.24054173,0.012521269,-0.089921154,0.002073637,0.10960227,0.95879817,-0.58825994,-0.2464708,0.35040656,-0.104959354,0.24220401,-1.1146876,-0.54738414,0.49704248,-0.0029457456,0.2240391,-0.91123205,-0.22573027,0.10197502,0.16564539,-0.803882,-0.10072386,-0.044424657,0.5981582,-0.0054825083,0.1938716,-0.5301818
volume_sn_voxels_feature_4,0.093303606,-0.8682636,-0.9913164,0.54721826,0.11508691,-0.32196844,-0.23280594,0.92203593,-0.81124043,-0.7749927,-0.33171403,0.7991105,-0.73493487,0.32007775,-1.3434238,-0.7270078,-0.041604176,0.5558713,0.4879613,-1.5520647,-0.81817156,0.37054974,-0.23176892,-0.92960185,-1.0475596,0.20362636,0.82114685,-0.28448495,0.23675159,-0.5792479
volume_sn_voxels_feature_5,-0.16298942,0.4243974,1.1020683,-0.49346122,-0.38714746,-0.3106506,-0.9723968,-0.9238824,0.77109814,-1.3091412,-0.53831106,0.6518217,-0.2978434,1.1563973,-1.2420177,-0.2431005,0.64423513,-1.0793,-0.11786761,-1.3704243,-0.64895856,-0.938978,1.2080556,-0.71362424,0.24184975,-0.2494136,1.2902033,0.38498935,0.44761166,-0.5132358
volume_sn_voxels_feature_6,-0.5474609,-0.26301035,1.0539111,-0.13433948,-0.33253896,-0.13838945,-0.21580185,0.0420581,0.22972505,-0.5747151,0.20517342,0.40073842,-0.36662498,0.5593886,-1.3423626,-0.37085396,0.5835796,-0.8108062,0.7271553,-1.2684,-0.5926815,0.064370915,0.8250826,0.8191057,0.41116595,-0.22768064,0.48325,0.21063928,-0.09310243,0.46583247
volume_sn_voxels_feature_7,-0.27686837,1.1035078,0.4225187,-1.000648,0.4148166,-0.012262933,-0.74660546,-0.20133981,0.73603106,-1.6423252,-0.5273005,0.39518806,0.46568432,0.86222756,-0.1758922,-0.4623961,1.1876098,0.10094954,-0.25821364,-1.2944058,0.3922577,-0.92948884,0.9965184,-0.8068077,0.5973902,0.17644563,1.0798659,-0.06511688,0.46155536,-0.67816335
volume_sn_voxels_feature_8,0.15295273,0.34605178,-0.2650833,-0.29064134,0.14745091,-0.1471472,0.641506,0.60714316,0.16156721,-1.0667617,1.1042752,-0.41280067,0.3050521,0.5267586,-0.25694612,0.16416772,1.0801767,0.7588116,-0.449403,-1.2058923,1.1419513,0.048732396,0.12314351,0.13533786,0.1869276,0.33446002,-0.84028244,-1.2254045,-0.0599072,-0.3531616
volume_sn_voxels_feature_9,0.1452703,0.8267215,-0.43458194,0.2483013,-0.13876337,-0.61594963,0.97794884,0.2677318,0.17465204,-1.3870715,1.2960213,-0.21242426,0.16599561,0.54678595,0.16077219,0.61241037,0.8578947,0.6986085,-1.3514237,-1.1521987,0.8465754,0.28194025,0.57767445,0.092287906,-0.19973837,0.55944204,-0.9721625,-1.092098,-0.44920072,-0.28112468
