Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.21181996,-0.23990634,-0.041739166,0.009777796,0.038538437
rigidity_right,0.14557129,0.03430225,0.0984444,-0.24656506,-0.16013733
tremor_rest_left,-0.12758598,-0.1715696,0.05196506,0.3143443,0.02133547
tremor_rest_right,0.04896496,0.06242688,0.29824513,-0.07566483,-0.24880473
tremor_postural_left,-0.014782269,-0.04127123,-0.19517964,-0.17658405,0.14247571
tremor_postural_right,0.029365618,0.19651984,0.057405468,-0.019325191,-0.29743207
bradykinesia_speed_left,-0.093027584,-0.018846447,0.15693364,0.07485841,-0.04611216
bradykinesia_speed_right,-0.022437032,-0.047771916,0.1327529,-0.24585399,-0.062331967
bradykinesia_amplitude_left,-0.1180493,0.0720402,0.111924805,0.104593225,-0.052755546
bradykinesia_amplitude_right,-0.0071631162,-0.112827465,0.0009325897,-0.0027795348,-0.08032351
bradykinesia_rhythm_left,-0.1598729,0.15843105,0.06276754,0.034981977,-0.00866809
bradykinesia_rhythm_right,-0.095607646,0.33437666,0.07221631,-0.23533784,-0.28495482
mirrormovement_left,0.25229573,-0.33386102,-0.2605909,-1.6258141,-0.8274379
mirrormovement_right,-0.057117198,-0.047281638,-0.37697646,0.6729457,-0.036267735
