Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.061879914,-0.049992833,-0.031773873,-0.005235527,-0.0205879
rigidity_right,0.057953626,-5.5452645e-05,0.0024201758,0.07018724,-0.0013036091
tremor_rest_left,-0.012138115,0.047514465,0.006116912,-0.00546331,0.10297993
tremor_rest_right,0.013596735,0.0021854653,-1.5272684,-0.009214551,-0.0056677256
tremor_postural_left,-3.466507e-05,-0.083049305,0.1010287,-0.000421346,0.00799751
tremor_postural_right,-0.026069907,0.0021728144,0.00829323,0.021962056,-0.0029893992
bradykinesia_speed_left,-0.016443117,0.031493645,0.35504887,0.35344285,0.014479094
bradykinesia_speed_right,-0.03470036,0.0063531897,0.1053881,0.009890159,-0.0047329743
bradykinesia_amplitude_left,0.01798938,-0.033447564,-0.12173349,-0.015368873,-0.057391286
bradykinesia_amplitude_right,0.022951266,-0.0106722675,0.003770411,0.00085171463,0.0022834274
bradykinesia_rhythm_left,-0.016749054,-0.011706456,0.08079079,-0.012222645,-0.00666027
bradykinesia_rhythm_right,0.0929808,0.0068197367,0.002394189,0.12771462,0.0014108373
mirrormovement_left,-0.029975293,-0.19966178,0.043609653,-0.28993338,-0.0682755
mirrormovement_right,-0.0034283767,0.011962734,0.018914,0.03353784,0.053887684
