Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,9.160808,0.0940893,2.0957568,-0.63896054,-2.0906296
volume_sn_voxels::v1,-2.7067802,0.29311505,7.094931,-3.7139187,-0.47203422
volume_sn_voxels::v2,-2.1217773,0.19727638,4.412122,-2.8787794,2.1354933
volume_sn_voxels::v3,-5.347028,0.26953366,-6.272769,-0.30735165,2.1775193
volume_sn_voxels::v4,3.1732683,0.29714933,0.020417793,0.6430309,-1.0887718
volume_sn_voxels::v5,3.1264794,0.310477,-0.3128952,0.58918786,0.80983865
volume_sn_voxels::v6,5.9107656,0.2707178,5.6747456,0.06899462,-2.000663
volume_sn_voxels::v7,-1.0293019,0.41199127,-6.0673337,0.97540915,1.1319281
volume_sn_voxels::v8,0.36737943,0.45041436,1.8373824,-3.4196894,1.9768078
volume_sn_voxels::v9,-7.030763,0.27999365,-1.7158842,-0.2783894,-0.42352286
volume_sn_voxels::v10,-0.9034909,0.31752026,-0.98062605,2.321337,1.1301844
volume_sn_voxels::v11,-4.2210994,0.20956169,-4.9444017,2.531918,-2.563323
volume_sn_voxels::v12,4.732727,0.33401674,-2.0615263,-1.0162637,2.0302901
volume_sn_voxels::v13,2.4495122,0.47082993,-3.2252839,-0.35041124,-0.95788926
volume_sn_voxels::v14,5.810922,0.5205192,2.1234016,3.2119105,-2.7099395
volume_sn_voxels::v15,-0.034799315,0.45500064,4.3399134,-2.1102607,-4.3057656
volume_sn_voxels::v16,4.2798896,0.3612704,2.0014389,3.1073215,2.0540597
volume_sn_voxels::v17,-5.944271,0.31206864,1.0529194,0.5967355,2.8563042
volume_sn_voxels::v18,-0.60988474,0.35868818,-3.0476787,-0.28016362,1.490973
volume_sn_voxels::v19,1.938237,0.29107377,-2.272309,-2.9779706,2.3439386
volume_sn_voxels::v20,1.5113583,0.27729875,1.6760019,1.9166067,-6.464614
volume_sn_voxels::v21,-9.506735,0.43533593,1.1304523,-0.57748085,0.33525708
volume_sn_voxels::v22,1.630246,0.4089893,0.8584589,0.9681471,-1.7852068
volume_sn_voxels::v23,-4.9261713,0.48284146,3.1983275,1.8632975,-2.5278084
volume_sn_voxels::v24,-0.77692497,0.5654998,0.46373433,-1.2174441,-1.9575387
volume_sn_voxels::v25,1.7947989,0.43811157,-0.17427781,-2.605176,0.9595251
volume_sn_voxels::v26,4.580935,0.42395347,1.0294224,-0.08378544,3.2759345
volume_sn_voxels::v27,-4.3085074,0.5451776,-5.0296345,3.587753,1.5260243
volume_sn_voxels::v28,0.22284202,0.30775446,4.748871,2.8940642,-6.4104986
volume_sn_voxels::v29,-2.756469,0.4214562,2.2361205,-0.115576036,-4.868408
volume_sn_voxels::v30,-3.2323856,0.49246317,-5.8230114,-1.4118004,-2.0845015
volume_sn_voxels::v31,1.1584,0.5547168,-1.9253826,-0.16562922,-3.0438366
volume_sn_voxels::v32,6.1996202,0.6262291,0.7198968,-0.22853395,-1.8273644
volume_sn_voxels::v33,-2.1055605,0.5355597,0.48307925,-0.06583943,2.0932019
volume_sn_voxels::v34,-6.745515,0.5690982,-1.5586518,-0.84408915,3.1405048
volume_sn_voxels::v35,0.7550087,0.47254556,-0.9972712,-4.0525002,-2.5469854
volume_sn_voxels::v36,-4.5761437,0.42327374,0.38512123,2.3751369,2.6377435
volume_sn_voxels::v37,3.384335,0.41953853,1.0247765,-5.0211353,0.48706025
volume_sn_voxels::v38,8.742012,0.7095475,-0.47227237,-0.6585913,-0.597566
volume_sn_voxels::v39,-4.9029756,0.5990498,2.3138404,-0.5942082,-2.690244
volume_sn_voxels::v40,-0.76761264,0.5883479,3.7764628,2.2395952,-2.9652967
volume_sn_voxels::v41,1.2718793,0.36422548,-0.19426723,0.122442625,-2.1698854
volume_sn_voxels::v42,2.1547863,0.47720063,-0.6018619,1.1436763,-3.0860035
volume_sn_voxels::v43,-4.1548676,0.47829238,-0.34395564,0.39657927,-3.4979453
volume_sn_voxels::v44,-1.0664533,0.5618217,-0.12909397,-2.1343265,-1.6460503
volume_sn_voxels::v45,3.130392,0.64571303,-1.5412232,2.2655811,-2.1696944
volume_sn_voxels::v46,-1.601458,0.40722615,-5.009238,1.3175234,-1.3368708
volume_sn_voxels::v47,0.9448181,0.3101665,-1.9011201,1.9643207,-3.1141546
volume_sn_voxels::v48,-1.1832516,0.32268813,-0.40486437,-0.3120165,0.85240716
volume_sn_voxels::v49,-3.5076866,0.5089199,1.7614927,-3.053261,-0.06443231
volume_sn_voxels::v50,0.7988356,0.5288882,4.3570166,0.40506044,0.16927135
volume_sn_voxels::v51,1.4440087,0.61863256,1.472015,-1.8711143,-0.953642
volume_sn_voxels::v52,0.62333924,0.53579426,-3.850211,-1.859922,-0.5722542
volume_sn_voxels::v53,-3.7278492,0.5997853,-4.2954407,2.0441964,1.4652064
volume_sn_voxels::v54,1.4867114,0.28617766,1.3590804,-2.525671,-4.3112545
volume_sn_voxels::v55,0.6955472,0.431387,-2.7108386,1.1600363,-1.7401481
volume_sn_voxels::v56,-2.8929384,0.5836874,-0.80504817,-0.31073976,4.276889
volume_sn_voxels::v57,-3.2233274,0.4731354,4.16837,-3.523796,-2.9801648
volume_sn_voxels::v58,-2.7348115,0.36153412,-1.02481,-2.0848017,2.0524344
volume_sn_voxels::v59,6.376347,0.12961596,-0.39299324,-2.4807487,-1.740768
volume_sn_voxels::v60,-1.053713,0.13737758,1.1111488,1.3197643,1.0825056
volume_sn_voxels::v61,4.6349154,0.24266621,1.2359434,-1.5653504,-0.60692835
volume_sn_voxels::v62,0.18418458,0.29679316,-5.8147883,-0.3228983,-1.6025217
volume_sn_voxels::v63,2.0374553,0.26943648,3.2220745,1.4123206,-0.53933
volume_sn_voxels::v64,9.618132,0.26523542,0.118899025,2.7969782,2.1191142
volume_sn_voxels::v65,-3.4356735,0.30466148,0.860092,-2.089306,0.7014022
volume_sn_voxels::v66,-0.59051186,0.29195613,0.47870928,-0.68471116,1.4493481
volume_sn_voxels::v67,0.8348583,0.63890135,-2.0765018,1.6083118,1.6439778
volume_sn_voxels::v68,-1.9533359,0.28521207,1.6103617,1.568425,-3.8860948
volume_sn_voxels::v69,2.3649044,0.32659972,1.8361391,2.597336,2.2676184
volume_sn_voxels::v70,2.221581,0.3276245,-0.9333244,-3.5591395,-3.9717855
volume_sn_voxels::v71,-3.7906797,0.37519765,1.0435803,0.063505664,0.13808547
volume_sn_voxels::v72,3.542141,0.49291846,4.4688625,0.7158107,-0.3531097
volume_sn_voxels::v73,-1.3607959,0.55170405,0.39018694,3.6278098,-1.0969963
volume_sn_voxels::v74,4.9632435,0.41447508,-0.101765044,-0.18948743,-2.4413593
volume_sn_voxels::v75,4.9358163,0.39155316,-0.9798748,1.9248207,2.2486696
volume_sn_voxels::v76,4.940916,0.38536218,4.8673525,-3.3429387,-1.0516366
volume_sn_voxels::v77,-2.20152,0.3764051,-2.5893853,0.20382653,2.8139687
volume_sn_voxels::v78,6.573739,0.45009038,1.9958258,-0.8893423,-4.456445
volume_sn_voxels::v79,1.8042303,0.48239923,-2.135562,0.31668538,-2.2678893
volume_sn_voxels::v80,-1.4143941,0.45904386,-0.7978901,0.87384963,2.2732253
volume_sn_voxels::v81,-2.307668,0.34209144,4.693977,-2.0313408,-1.8505793
volume_sn_voxels::v82,-0.2622634,0.43455166,-4.0676045,-2.249583,-1.2749194
volume_sn_voxels::v83,8.704742,0.4899461,0.92504275,-2.1174636,2.4605315
volume_sn_voxels::v84,0.066077195,0.57691616,3.393857,-1.1675193,-3.272857
volume_sn_voxels::v85,5.0858994,0.6185094,-1.3090217,-0.2808496,-0.22433352
volume_sn_voxels::v86,-2.2848613,0.7490204,1.271153,2.5056763,-3.2469692
volume_sn_voxels::v87,-2.4178224,0.48048267,4.9986887,-3.5674925,0.73329264
volume_sn_voxels::v88,11.353492,0.5158652,1.3331097,2.8660462,0.56624633
volume_sn_voxels::v89,-5.474751,0.5102241,4.9705877,-0.35739276,0.06367944
