Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,2.2368007,4.3530602,5.817559,3.9656167,2.8654912
volume_sn_voxels::v1,2.2367535,4.2210073,46.369537,3.9651852,2.8653865
volume_sn_voxels::v2,2.2365344,4.3523355,5.8110704,3.9656644,2.8648028
volume_sn_voxels::v3,2.2355814,4.3532414,46.184963,3.965365,2.8654418
volume_sn_voxels::v4,2.236802,4.3532243,16.616777,3.9656625,2.8655016
volume_sn_voxels::v5,2.236778,4.3532424,46.758484,3.9578762,2.8654833
volume_sn_voxels::v6,2.2368023,4.3532534,6.6806765,3.965636,2.841075
volume_sn_voxels::v7,2.2350626,4.3525877,13.528966,3.9655628,2.8612227
volume_sn_voxels::v8,2.2368038,4.352113,44.109875,3.965298,2.8646832
volume_sn_voxels::v9,2.2367918,4.353238,46.093456,3.9656558,2.8655066
volume_sn_voxels::v10,2.236671,4.3529873,46.644283,3.9516308,2.865501
volume_sn_voxels::v11,2.2367992,4.304977,32.97513,3.9650505,2.8234437
volume_sn_voxels::v12,2.2368026,4.3529425,42.769524,3.9656363,2.8655093
volume_sn_voxels::v13,2.2360182,4.3530693,46.58974,3.9656644,2.8655083
volume_sn_voxels::v14,2.2367883,4.3519607,46.00623,3.9656568,2.864771
volume_sn_voxels::v15,2.236764,4.3531933,46.331852,3.965625,2.8654938
volume_sn_voxels::v16,2.236785,4.323332,46.75862,3.9656355,2.8649647
volume_sn_voxels::v17,2.235812,4.352084,46.71224,3.9656641,2.8655057
volume_sn_voxels::v18,2.236803,4.352768,46.401154,3.9656258,2.8649108
volume_sn_voxels::v19,2.2368028,4.3531814,46.75892,3.9656112,2.8655093
volume_sn_voxels::v20,2.2367716,4.3530946,43.938854,3.9656558,2.865502
volume_sn_voxels::v21,2.2367194,4.352841,46.756767,3.9637337,2.8652358
volume_sn_voxels::v22,2.2368028,4.352869,46.584717,3.965578,2.865504
volume_sn_voxels::v23,2.2365632,4.352328,46.580963,3.963994,2.865509
volume_sn_voxels::v24,2.236768,4.3529863,35.83617,3.9656644,2.8654478
volume_sn_voxels::v25,2.2367935,4.3532424,46.733543,3.9656641,2.8654168
volume_sn_voxels::v26,2.236677,4.353229,42.02652,3.9288754,2.8655097
volume_sn_voxels::v27,2.2367594,4.353186,46.69315,3.9645157,2.8655076
volume_sn_voxels::v28,2.2368,4.353252,46.489346,3.9651008,2.8639557
volume_sn_voxels::v29,2.2368028,4.35298,46.656105,3.9651327,2.8655024
volume_sn_voxels::v30,2.236789,4.35261,46.491085,3.965611,2.8655071
volume_sn_voxels::v31,2.2368038,4.352349,46.72082,3.959504,2.8655078
volume_sn_voxels::v32,2.2360532,4.3530865,46.429295,3.9655561,2.86547
volume_sn_voxels::v33,2.2367911,4.3498244,46.70029,3.9656637,2.8652902
volume_sn_voxels::v34,2.2367997,4.353247,46.732586,3.963864,2.865491
volume_sn_voxels::v35,2.2367945,4.3532534,46.753277,3.9655766,2.8655097
volume_sn_voxels::v36,2.2367349,4.2621527,46.741104,3.9650733,2.8655064
volume_sn_voxels::v37,2.2367976,4.3528404,46.532124,3.9656515,2.8655095
volume_sn_voxels::v38,2.2330248,4.353087,46.759403,3.965575,2.8655097
volume_sn_voxels::v39,2.236786,4.3531804,44.60264,3.9656594,2.8655097
volume_sn_voxels::v40,2.2367954,4.3531694,46.482265,3.9649966,2.8655038
volume_sn_voxels::v41,2.2368023,4.3531775,46.485703,3.956882,2.865503
volume_sn_voxels::v42,2.2367914,4.3530536,46.505783,3.9656641,2.8654935
volume_sn_voxels::v43,2.2366052,4.3523507,44.96748,3.9638777,2.8654082
volume_sn_voxels::v44,2.2368,4.353244,46.745224,3.9656296,2.8653913
volume_sn_voxels::v45,2.2367969,4.3477798,46.627945,3.9656594,2.8654938
volume_sn_voxels::v46,2.2366846,4.3528924,46.14483,3.9655535,2.8654952
volume_sn_voxels::v47,2.2368004,4.352272,46.750687,3.9656234,2.8654888
volume_sn_voxels::v48,2.235485,4.3531137,46.733173,3.9656606,2.8655043
volume_sn_voxels::v49,2.2367911,4.3532295,46.71981,3.96555,2.8654566
volume_sn_voxels::v50,2.2367918,4.3526325,46.741688,3.9656625,2.8655095
volume_sn_voxels::v51,2.2362268,4.353202,46.66618,3.9655566,2.865509
volume_sn_voxels::v52,2.2367976,4.353246,46.563255,3.9656308,2.8655095
volume_sn_voxels::v53,2.2366755,4.353252,46.66482,3.9654913,2.8655095
volume_sn_voxels::v54,2.2367437,4.3532305,42.957268,3.1145,2.865494
volume_sn_voxels::v55,2.2367997,4.352657,46.32945,3.965512,2.865497
volume_sn_voxels::v56,2.2367992,4.353104,46.75611,3.9654806,2.865492
volume_sn_voxels::v57,2.2368028,4.3532305,45.945667,3.9653919,2.8655093
volume_sn_voxels::v58,2.2367704,4.3532457,46.71947,3.9656394,2.8655097
volume_sn_voxels::v59,2.2367878,4.3532352,46.728893,3.9656644,2.8543894
volume_sn_voxels::v60,2.2368028,4.352877,4.6359253,3.9656417,2.865494
volume_sn_voxels::v61,2.2368038,4.3532314,46.735523,3.9656203,2.8655093
volume_sn_voxels::v62,2.2367887,4.34779,10.715756,3.9656332,2.8654256
volume_sn_voxels::v63,2.2361217,4.3532424,0.39885572,3.9656637,2.8655064
volume_sn_voxels::v64,2.2367508,4.3269625,46.758446,3.965501,2.8655093
volume_sn_voxels::v65,2.2368011,4.353211,46.687794,3.9656618,2.8653705
volume_sn_voxels::v66,2.2366555,4.3532295,46.742607,3.9656508,2.8654313
