Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,8.56707920320332e-05,-0.0006770132458768785,-0.0010698472615331411,-0.0002642899635247886,0.004045909736305475
rigidity_right,-0.0003071372047998011,-0.0002153402310796082,-0.0004601294349413365,0.0012769857421517372,-0.005929321516305208
tremor_rest_left,0.00022836482094135135,-0.0008821659139357507,-6.959778693271801e-05,-0.0015568984672427177,0.001976706087589264
tremor_rest_right,0.00029323503258638084,-0.0005482805427163839,5.271496047498658e-05,-0.0005695202271454036,-0.0035195061936974525
tremor_postural_left,-4.7213070502039045e-05,-0.0011423283722251654,-0.0003492666583042592,-0.0017213543178513646,0.004218261688947678
tremor_postural_right,-0.0001416694140061736,0.00012603907089214772,0.0011800173670053482,9.027037594933063e-05,-0.007376363966614008
bradykinesia_speed_left,0.00010962416126858443,0.0002579593565315008,0.00017246368224732578,0.0007873354479670525,0.005016169510781765
bradykinesia_speed_right,-0.00014780844503547996,0.0003090660029556602,-0.0003505921922624111,0.0019764588214457035,-0.004988564178347588
bradykinesia_amplitude_left,0.0003209959832020104,1.1824375178548507e-05,1.0473540896782652e-05,-0.0002691669506020844,0.005734749138355255
bradykinesia_amplitude_right,-0.00011495957733131945,4.1811166738625616e-05,-0.00029348625685088336,0.001734294230118394,-0.004561782348901033
bradykinesia_rhythm_left,0.00016562947712372988,0.0001820448087528348,-0.0002627163485158235,0.0005216568824835122,0.0024591877590864897
bradykinesia_rhythm_right,0.0001684941817075014,0.00011040746176149696,0.00014389888383448124,0.00105691934004426,-0.004601027350872755
mirrormovement_left,-0.000634544703643769,-0.0003093566047027707,-0.0007353505934588611,0.0045340051874518394,-0.01062795426696539
mirrormovement_right,0.00025303184520453215,0.00019639788661152124,0.000886870373506099,0.0020502214320003986,0.009865825064480305
