Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,0.38389206,-0.12954155,0.13826385,0.22703613,-0.95687413,-0.2736263,0.6244379,0.21184814,0.37664387,-0.05683358,-1.1492386,0.24468471,0.6252592,0.702017,0.25709078,0.6628566,-0.07921038,1.2735776,0.023567727,-0.26619244
volume_sn_voxels_feature_1,0.59626883,0.7829435,0.09601414,0.4060454,-0.7905123,0.27340528,0.115133874,0.0785873,0.41197833,-1.1430843,-0.7554892,0.55582744,0.9081088,1.0758648,-0.26404777,0.30394784,-0.17260104,0.89958274,0.100943744,-0.2175501
volume_sn_voxels_feature_2,-0.43876988,-0.47555444,-0.04516426,0.215228,-0.6124476,0.38274112,0.73884857,0.57598805,0.08295355,0.9866067,-0.6075009,-0.019534957,0.24522737,0.49603042,0.78227735,0.42655346,-0.06322042,1.4697686,-0.035994064,-0.08016003
volume_sn_voxels_feature_3,0.25241864,0.47429278,-0.081713565,0.08915986,-0.28155997,0.7020135,0.27879044,0.5485067,-0.23965134,-0.38458115,-1.0721098,-0.22219566,0.077957705,0.6728783,0.1882951,0.040138893,-0.22420932,1.586532,-0.076120846,0.14041796
volume_sn_voxels_feature_4,0.10303551,-0.06548956,-0.750673,-0.17405301,0.31235057,0.84767014,-0.06397262,0.5559933,-0.14088096,0.20177576,0.74469113,-0.54097,-0.065548934,0.06867135,0.47597113,-0.20579323,-0.27034166,1.3481336,0.24028482,-0.27140734
volume_sn_voxels_feature_5,-1.2839197,1.1747957,-0.4557961,-0.014635834,-0.5498616,-1.0449989,0.9480716,-0.48725602,0.24367478,0.29693604,1.3483083,-0.7962625,-0.9523681,0.688815,-0.1859727,-0.075819895,0.17344464,1.0501143,0.18982823,0.6111306
volume_sn_voxels_feature_6,-1.2532848,0.75069636,-0.052007843,-0.030357452,0.17751773,-0.94001853,0.8446273,0.020102128,0.3492182,0.5614931,1.3609778,0.04077604,-0.24381407,0.083517626,0.20400088,0.25172535,0.7375606,1.5071257,-0.021603324,-0.023675999
volume_sn_voxels_feature_7,-1.0443575,1.0909935,0.24982248,0.6937378,-0.460254,-0.7213527,1.2834696,-0.20939288,0.059203774,0.028461613,1.3722051,0.121860586,-0.85957366,0.6408165,-1.1707928,-0.17100298,-0.8881357,1.5814795,0.073263645,0.3756001
volume_sn_voxels_feature_8,-0.1898872,-0.26407564,0.2128039,0.36162892,0.4443171,0.24205598,0.081836686,0.23314707,-0.16232938,0.55027914,1.458127,0.88497454,0.64256316,-0.33010808,-1.0756235,0.096511625,-0.9020331,1.2341688,-0.23620662,-0.15400495
volume_sn_voxels_feature_9,0.68086433,-0.5306628,0.28781867,0.30018374,0.48628545,0.8312463,-0.48415104,-0.0019396377,-0.21680386,1.1029772,1.5971698,1.1517531,1.1248819,-0.5727397,-1.541399,0.27481747,-1.138056,1.0795234,-0.06999996,0.056068763
