Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,0.87154895,-0.7557751,-1.0964599,1.5100088,0.4749184,-0.67341703,0.589315,1.781887,0.15112454,-0.59741616,-0.12895353,-1.3692148,1.4052925,-1.2476989,0.87683445,-0.515953,1.0426444,0.6150115,-0.025642887,1.4279224,-1.6779779,0.18686295,0.9972845,0.7917736,-0.1264552,0.32304576,-0.21254848,0.34499675,-2.37059,1.1714118,-1.9677358,0.15511501,-2.0831182,1.0589529,0.8180829,1.1333842,0.08213749,0.91526407,-1.1183763,0.057908308,0.11567401,-0.23904565,-0.12597539,-0.34357846,-1.540145,-0.59639424,-0.6419257,-0.18200338,-0.6062532,0.82930565
volume_sn_voxels_feature_1,1.4598702,-0.27695808,0.43939722,0.98288107,0.21598847,-0.6010733,0.6525988,0.5763295,0.34785128,-1.2322255,0.7441211,-0.39467794,0.46778002,0.5747575,-0.67301625,-0.107820205,0.42728695,-1.3919139,1.2822701,0.9886961,-0.022638239,-0.77172375,0.06512743,-0.82013583,-0.31892005,0.9111539,-0.68097293,1.630427,-2.0592942,0.15202881,-2.1318514,1.3062131,-0.19035313,-0.13687347,-0.48620254,-0.23457408,0.22744896,0.9832924,0.50318676,-1.1804628,-0.23414612,0.608105,-0.039636824,-0.75485706,-1.31059,-0.3120139,0.6119348,0.28785402,-0.36099216,-0.08450364
volume_sn_voxels_feature_2,0.78545076,-1.178415,-0.27162105,0.05086043,1.0653157,0.40740377,-0.6385648,1.326446,0.4946648,-0.34716326,-0.09026075,-0.64746565,0.07434557,-1.6268083,0.6113596,-0.4594204,1.087899,0.3747351,2.006933,0.57697713,-0.49579257,0.65232956,-1.4637105,0.8508291,0.15626384,-0.49792054,0.45095846,-1.3945272,-2.2106788,0.36937374,0.68099195,-0.2494275,-0.5645093,-0.28473094,1.3378466,-0.774916,-1.28827,-0.2710977,-0.01335641,1.3067153,0.10461643,-0.44170585,0.46536708,-1.8633715,0.23457696,0.36363173,1.6525141,-0.8760381,-1.0391047,0.1393229
volume_sn_voxels_feature_3,-0.7143321,0.3031093,0.5654292,-0.085852675,-0.16579142,-0.3081139,-0.5204453,0.33594483,0.057097357,0.254007,-0.17004947,-0.31104082,0.066396855,-0.37645215,-0.2228013,-1.3069314,-0.13904954,-0.3094945,-0.9091216,1.486556,0.16658282,-0.7545236,-0.48462525,0.47078452,0.05232409,-0.04602684,-1.1336672,-0.7048606,-1.5064492,0.062608436,1.3020574,-1.2758836,1.3721493,0.23831815,-0.8337312,-0.05391611,-0.97866464,0.32739127,0.27989528,-2.5339694,-0.15917774,0.020452922,0.6658579,-0.23452605,1.0387583,0.4163247,0.3175587,0.49523374,0.20646942,-0.30709025
volume_sn_voxels_feature_4,-0.30967557,0.07372817,0.28838813,-0.31907365,-1.3226149,-0.9576601,-1.0954744,-0.3681631,1.0120624,0.16827895,-0.47962597,-0.46027017,-1.2465086,-1.2430114,0.6557913,-0.5888879,-0.6898329,1.4326823,-1.5118537,1.4960775,1.0354462,1.3837242,0.5945795,1.1461439,-0.9971863,-1.1410482,0.3382829,-1.699935,-1.7022408,0.17799318,0.6645212,1.3947016,1.4080626,1.972856,-0.019566713,0.31719074,-1.2511598,0.43546134,0.2506397,-1.2913364,1.1207619,0.49302357,0.35701624,0.014153158,1.3247259,1.414705,-0.7339619,-0.068430595,-1.5559931,0.7290683
volume_sn_voxels_feature_5,-0.26356405,1.8760473,1.2655102,-0.49495313,-0.48451343,-0.5989141,-1.1274254,-1.2321907,0.96336496,-0.5420577,-0.3313941,-1.529194,0.16691856,-0.3929791,-0.77202487,0.4078787,0.19846548,0.27826905,0.8037068,0.6394941,0.045985065,0.6638668,-0.43764362,0.986506,-0.76359314,0.050245315,0.5028601,0.9265282,-0.8579837,1.3704159,0.5600954,0.97919714,0.5409731,0.4392967,-0.13844468,0.8727264,0.20853744,1.3557937,-0.95018643,1.1666739,0.26777777,-0.5458753,-0.14382133,-1.2517033,-0.024849055,-0.12058195,-0.26796034,-0.6677166,-1.2879592,0.31717408
volume_sn_voxels_feature_6,0.510406,0.016141286,0.26155505,-0.83028674,0.04703963,-0.5450295,0.5214011,0.3825871,-1.59157,0.98255605,0.03469868,-1.9381893,0.98132277,-0.3068311,1.2799124,-0.44214684,0.4990941,-1.2415879,0.66919476,1.425033,-0.6614905,0.65488744,-0.1074151,0.16861053,-1.3186934,0.3800746,1.1186731,0.861153,-1.7116938,1.3858739,0.18687698,0.8105044,-0.76897925,0.37388673,0.5925359,-0.07548356,0.81075644,0.65671754,-0.5782414,1.517833,-0.41059077,-0.3484202,0.22047295,-1.2787999,-0.04014877,0.13675521,-0.5838874,0.2704803,-0.64697856,-0.4744067
volume_sn_voxels_feature_7,-1.0601982,-0.14575817,0.72786725,-1.7743933,-0.07458818,-1.1346017,-0.09192118,-0.24221799,1.543103,-0.27784857,-0.47330102,-1.2736595,0.4550378,-0.62935966,0.13448872,0.26288763,-0.59986997,0.96020764,0.38514048,1.0010247,0.1336665,0.55491215,-0.2999113,-0.04169206,-0.6667495,0.83970237,0.30344513,1.2505399,-0.031822167,1.3169672,0.86413985,-0.39739493,2.1532698,0.34124357,-0.18195625,-0.492489,-0.31189033,1.0587604,0.055409003,1.8248652,0.083881475,-0.46445492,0.40226677,-1.3183602,0.48526913,-0.91566485,0.29615128,-0.32558224,-0.23077756,0.7331195
volume_sn_voxels_feature_8,0.41438818,-0.24346982,-0.09048246,0.34631196,-0.34537196,0.9416533,0.4896244,-0.44609848,0.67467767,0.28663126,0.3201281,-0.83723116,0.6593553,0.081698924,0.2539699,0.3420566,-0.47813287,-0.38912463,-0.1880459,1.5597936,0.13095279,-0.14604369,-0.5740926,0.6181557,-0.7183807,0.28524858,-1.3842447,0.79862875,0.5806269,1.2798432,-0.58275235,0.107179105,-1.6431549,-0.0061383806,0.2554555,-0.87178445,-0.33227444,-0.26174498,-0.012114459,0.06852885,0.55332214,0.15882128,-0.54627573,0.1305312,0.5711472,-0.6449971,0.42414233,-0.035818245,1.0535644,-0.028720621
volume_sn_voxels_feature_9,-0.20109056,0.10416278,0.13193437,-0.29964423,0.5892338,0.16434151,0.3594622,-1.4776554,0.41407833,0.019572778,0.35514686,-0.039593175,-0.4094937,-0.0067438376,-0.5330757,-0.11296326,-1.0837593,-0.41210034,-0.4794199,2.1600108,-0.0036456166,-0.42809218,0.7876651,-0.1568745,-0.1961974,-0.23871982,0.027695194,0.98151594,0.8995501,0.76948595,0.012786298,0.14638706,-1.8535697,0.15684111,0.7987179,-2.046855,0.56238604,0.23106499,0.39897716,-1.4183518,0.51941836,-0.7467347,-0.007440844,0.53057367,0.30798775,0.7577373,0.06132193,0.00059318607,0.051992677,0.40534773
