Feature,Factor_0,Factor_1,Factor_2,Factor_6,Factor_8,Factor_9,Factor_12,Factor_14,Factor_20,Factor_23,Factor_26,Factor_28,Factor_29
volume_sn_voxels_feature_29,0.596771240234375,0.5528380870819092,-0.021311094984412193,-0.04826308414340019,-1.232782244682312,0.03192823752760887,1.0821967124938965,0.09454493969678879,-0.10563671588897705,-0.5776587128639221,-1.1276891231536865,-0.5762190818786621,0.518742561340332
volume_sn_voxels_feature_30,-0.09469621628522873,-0.9487475156784058,-0.0042627351358532906,-0.07611334323883057,-0.5075023770332336,-0.038649361580610275,0.4243283271789551,0.10221412777900696,0.06880848109722137,-0.2841084599494934,-0.47790059447288513,-0.3515005111694336,0.06644514948129654
volume_sn_voxels_feature_31,0.07549990713596344,0.15219660103321075,0.34624144434928894,-0.14008764922618866,-1.0352188348770142,-0.24225957691669464,0.649436891078949,-0.2912966012954712,0.1763564944267273,-1.2592567205429077,-0.4602333605289459,0.014348664321005344,-0.20341618359088898
volume_sn_voxels_feature_32,-0.043960995972156525,0.5843181610107422,0.5701449513435364,-0.4063187539577484,-1.0518181324005127,-0.38940003514289856,0.959682285785675,-0.4007323980331421,0.07802771776914597,-1.3588835000991821,0.09482399374246597,0.6108211278915405,-0.06494972109794617
volume_sn_voxels_feature_33,-0.5142041444778442,-0.19198687374591827,-0.7030414938926697,0.05553944408893585,-0.6218484044075012,-0.009050057269632816,0.9181773066520691,0.12690740823745728,0.316406786441803,1.0588313341140747,-0.24917323887348175,-0.6020952463150024,0.09748642891645432
volume_sn_voxels_feature_34,0.901253879070282,-0.8826221823692322,0.006931304931640625,-1.2671161890029907,-0.352101594209671,-0.5481528639793396,-1.3668113946914673,-0.50421541929245,-0.4572090208530426,0.5344769358634949,-0.9503791332244873,0.8762099742889404,1.1977578401565552
volume_sn_voxels_feature_35,0.9151762127876282,-1.0853123664855957,0.3560214042663574,-1.3569034337997437,-0.39801326394081116,-0.6739385724067688,-1.3034499883651733,-0.21124446392059326,-0.4430673122406006,0.18091197311878204,-0.6624564528465271,0.3696735203266144,0.8572000861167908
volume_sn_voxels_feature_36,0.004406573250889778,-0.8846758604049683,0.10569674521684647,0.17341481149196625,0.43758296966552734,0.16985763609409332,-1.3972315788269043,0.004624428693205118,-0.1928310990333557,0.3048602044582367,-0.1647472232580185,0.13696861267089844,-0.287445992231369
volume_sn_voxels_feature_37,1.113375186920166,-1.140694499015808,0.24934272468090057,-0.7911922335624695,-0.6006413102149963,-0.515672504901886,-1.3469276428222656,-0.37235715985298157,-0.4466494023799896,0.8025772571563721,-0.5400962233543396,0.38347896933555603,0.8840940594673157
volume_sn_voxels_feature_38,-0.3990774154663086,0.06788021326065063,-0.14970295131206512,-0.3629210889339447,-0.7421862483024597,-0.2805357873439789,-0.5123271942138672,-0.47189632058143616,-0.03003089688718319,-1.0757702589035034,0.4210331439971924,0.6017799973487854,0.33155691623687744
volume_sn_voxels_feature_39,-0.34684646129608154,-0.2136097103357315,-0.2425696849822998,0.14854665100574493,0.20637845993041992,0.04824351891875267,-0.7657082676887512,-0.09020378440618515,-0.126001238822937,-1.0947809219360352,0.21195648610591888,0.44571927189826965,0.3005351126194
volume_sn_voxels_feature_40,0.02163185551762581,-0.398130863904953,0.001998600782826543,0.4081355631351471,0.3151271641254425,0.24036236107349396,-1.0476570129394531,0.044537413865327835,-0.2114836722612381,-0.4051640033721924,0.09515094757080078,0.28719305992126465,0.4814639091491699
volume_sn_voxels_feature_41,0.6997405290603638,-0.864223837852478,0.16903047263622284,0.19418011605739594,-0.025765955448150635,0.059081535786390305,-1.3230780363082886,-0.17238633334636688,-0.2780907452106476,0.036763373762369156,-0.11988677829504013,0.2646959722042084,0.89243084192276
volume_sn_voxels_feature_42,0.9656228423118591,-1.180676817893982,0.4048738479614258,-0.6451170444488525,-0.7458641529083252,-0.4641895592212677,-1.3274238109588623,-0.3899413049221039,-0.19253087043762207,0.3324083089828491,-0.4145468771457672,0.4496290385723114,1.2617424726486206
volume_sn_voxels_feature_43,0.7434731721878052,-1.1960270404815674,-0.0017843743553385139,-1.1977065801620483,0.13282440602779388,0.04939006641507149,-1.4284896850585938,-0.458935022354126,1.3426936864852905,1.3088897466659546,-0.6181735396385193,1.3329182863235474,-0.1209663525223732
volume_sn_voxels_feature_44,-0.9253465533256531,-1.4443942308425903,0.24856539070606232,-0.17759449779987335,0.7529611587524414,0.15718244016170502,-1.2775635719299316,0.8165605068206787,1.1472667455673218,1.279223084449768,0.01537206768989563,0.49825504422187805,-0.668287992477417
volume_sn_voxels_feature_45,-0.8970701694488525,0.06310493499040604,-1.0800265073776245,0.6081401705741882,-0.45055246353149414,0.3786435127258301,1.197149395942688,0.7004290223121643,0.5870233178138733,1.3964468240737915,0.03669748082756996,-0.7407265305519104,0.22823132574558258
volume_sn_voxels_feature_46,0.628862738609314,-1.124812126159668,-0.08236957341432571,-1.3444777727127075,-0.4565927982330322,-0.46058881282806396,-1.2125905752182007,0.3046150207519531,0.12883761525154114,0.2271832376718521,0.019228294491767883,-0.11630138009786606,0.4280599057674408
volume_sn_voxels_feature_47,-0.2684047818183899,0.7517908811569214,-0.6390733122825623,0.24240785837173462,-0.9326634407043457,-0.1381320208311081,1.0266441106796265,0.3719315528869629,0.23893500864505768,1.0191187858581543,-0.09787392616271973,-0.4666001796722412,0.11115804314613342
volume_sn_voxels_feature_48,-0.10943835973739624,-0.5844590663909912,-0.04791491851210594,-0.19533322751522064,0.42513155937194824,-0.03668845817446709,-1.264888882637024,-0.24957163631916046,-0.2127782255411148,1.4149914979934692,0.05024244263768196,0.18812523782253265,-0.7650886178016663
volume_sn_voxels_feature_49,0.5390028953552246,-1.2090516090393066,0.08540806919336319,-1.2166074514389038,-0.7747014164924622,-0.8968121409416199,-1.0556846857070923,0.5087041258811951,-0.0026388082187622786,0.2141684740781784,-0.30248865485191345,0.15442954003810883,0.18897368013858795
volume_sn_voxels_feature_50,0.3351009488105774,0.8158270120620728,0.052837908267974854,-0.17141176760196686,-1.2656850814819336,-0.28707996010780334,0.7637812495231628,0.0579630546271801,0.2699100971221924,0.011051158420741558,-0.128524050116539,-0.04408208653330803,-0.028641343116760254
volume_sn_voxels_feature_51,-0.42356881499290466,0.26790595054626465,-0.01748226024210453,-0.08770390599966049,-0.1879776120185852,-0.17537494003772736,-0.4050569534301758,-0.038194045424461365,0.05781012400984764,0.6416518092155457,0.027759483084082603,-0.10747227817773819,-0.45657944679260254
volume_sn_voxels_feature_52,-0.5152273178100586,-0.06809714436531067,0.04751216247677803,0.04200897738337517,0.5507450699806213,0.04133806750178337,-1.2092546224594116,-0.05046377703547478,-0.08256179839372635,0.9814884662628174,0.017903784289956093,-0.08099550753831863,-0.7831926941871643
volume_sn_voxels_feature_53,1.068221926689148,-1.2658636569976807,-0.0853634774684906,-1.3196195363998413,-0.6841992735862732,-0.5408926010131836,-1.4122484922409058,-0.10989972203969955,0.22847191989421844,0.5210655331611633,-0.29410797357559204,0.11631429195404053,0.5267269015312195
volume_sn_voxels_feature_54,-0.16940252482891083,0.1368049830198288,0.19977997243404388,-0.22043293714523315,-0.5796880125999451,-0.1082286462187767,-0.3524773120880127,-0.029434077441692352,0.012676909565925598,-0.9505061507225037,0.17556250095367432,0.2562454640865326,-0.2834312617778778
volume_sn_voxels_feature_55,-0.2985866367816925,0.15200196206569672,0.0736854150891304,-0.014004192315042019,0.3456203043460846,0.06717873364686966,-1.3575588464736938,0.1789269596338272,-0.03802099451422691,-0.3467923700809479,-0.026285134255886078,-0.11386247724294662,-0.4118824303150177
volume_sn_voxels_feature_56,-0.16084891557693481,-0.0009485445916652679,-0.00576658034697175,0.23450498282909393,0.5256154537200928,0.2558859884738922,-1.3445863723754883,0.038030434399843216,-0.18353097140789032,-0.00020896892237942666,0.040453873574733734,-0.18140381574630737,-0.27286937832832336
volume_sn_voxels_feature_57,0.22708654403686523,-0.3719283640384674,-0.041824910789728165,0.15250058472156525,0.05985814332962036,0.004413258284330368,-1.3438129425048828,-0.05029032751917839,-0.10485322028398514,0.21285581588745117,0.09501571208238602,-0.1471097618341446,0.1297261267900467
volume_sn_voxels_feature_58,0.6566148400306702,-1.0829209089279175,0.2472550868988037,-0.491736501455307,-0.5927149653434753,-0.24266882240772247,-1.4905481338500977,0.009536336176097393,0.032982975244522095,0.16599275171756744,0.038173917680978775,-0.16045771539211273,0.4090043604373932
volume_sn_voxels_feature_59,0.8720121383666992,-1.3129909038543701,0.2632022202014923,-1.1351639032363892,-0.8740963935852051,-0.6758294105529785,-1.3381428718566895,0.15427176654338837,0.002959989011287689,-0.05783680081367493,-0.20074641704559326,0.09285027533769608,0.7924623489379883
volume_sn_voxels_feature_60,-0.26642632484436035,0.23190319538116455,-0.1586366444826126,-0.07873927801847458,0.1283155232667923,0.0330769382417202,-1.4568628072738647,0.02309601567685604,-0.09325936436653137,-1.0896029472351074,0.07838872075080872,0.01852414570748806,0.457165002822876
volume_sn_voxels_feature_61,-0.14996927976608276,0.5743108987808228,-0.250558465719223,0.07619460672140121,0.22380121052265167,0.14461550116539001,-1.3760606050491333,0.2547287940979004,0.06420474499464035,-0.7185313105583191,0.039988964796066284,-0.24934513866901398,0.3970479667186737
volume_sn_voxels_feature_62,0.11046303808689117,0.46671804785728455,-0.19615644216537476,0.031675465404987335,-0.23969179391860962,0.03497064858675003,-1.1794265508651733,0.25282612442970276,-0.053807634860277176,-0.25349608063697815,0.09479481726884842,-0.20056910812854767,0.6236374974250793
volume_sn_voxels_feature_63,0.34610801935195923,-0.4382997751235962,0.014587856829166412,-0.5049459338188171,-0.8614354133605957,-0.2515482008457184,-1.2318605184555054,0.14180772006511688,-0.020470688119530678,-0.1427997201681137,-0.00881816167384386,0.024181390181183815,0.5531620383262634
volume_sn_voxels_feature_64,-0.5882188677787781,-1.1924299001693726,0.07672494649887085,-0.9483418464660645,0.1651381403207779,0.21552236378192902,-1.4766181707382202,0.07435745745897293,1.1885313987731934,1.1733747720718384,-0.2542558014392853,0.44395962357521057,-0.5362445712089539
volume_sn_voxels_feature_65,-1.0276947021484375,-0.3718077540397644,-0.19805985689163208,0.6044729948043823,0.7987634539604187,0.23237662017345428,-0.4136509895324707,1.0825104713439941,0.8295984864234924,1.2518492937088013,-0.04149886593222618,-0.4856680631637573,-0.21668970584869385
volume_sn_voxels_feature_66,-1.0118849277496338,-0.7587244510650635,-0.19565360248088837,-0.12286578863859177,0.7852064967155457,0.2293463945388794,-1.3011046648025513,0.5108479857444763,0.8169724345207214,1.2984644174575806,0.2516816556453705,-0.2350008487701416,-0.6011518836021423
volume_sn_voxels_feature_67,0.33555206656455994,-0.6758497357368469,-0.09990117698907852,-1.5689544677734375,-0.23615996539592743,-0.6386060118675232,-0.4085486829280853,0.22744053602218628,-0.05254364013671875,-0.0025394950062036514,0.07525503635406494,-0.17478351294994354,-0.1473059207201004
volume_sn_voxels_feature_68,-0.6351217031478882,0.09412955492734909,-0.37619748711586,0.22053425014019012,0.009033535607159138,0.00045541301369667053,-0.2316908985376358,0.5148370862007141,-0.09944140911102295,1.3544820547103882,0.18252430856227875,-0.207051619887352,-0.10631469637155533
volume_sn_voxels_feature_69,-0.4352127015590668,-0.13605165481567383,-0.16639965772628784,-0.028935572132468224,0.4530135691165924,-0.020447954535484314,-1.2076712846755981,-0.05230116471648216,-0.011685545556247234,1.1398005485534668,0.313727468252182,-0.055447518825531006,-0.4261523485183716
volume_sn_voxels_feature_70,0.1615564376115799,-0.5970261096954346,-0.039409127086400986,-0.4181182086467743,-0.01419259887188673,-0.1956748515367508,-1.3735370635986328,-0.47535958886146545,0.0707605853676796,1.2890030145645142,0.27212223410606384,0.1656462550163269,-0.17501233518123627
volume_sn_voxels_feature_71,0.23838821053504944,-0.8420508503913879,-0.44207748770713806,-1.4278465509414673,-0.4999323785305023,-0.3950673043727875,-0.8846973776817322,0.3809628188610077,0.17818407714366913,0.32178202271461487,-0.05928192660212517,0.08011392503976822,0.14299625158309937
volume_sn_voxels_feature_72,0.35246965289115906,-0.5797567963600159,-0.24785082042217255,-1.5114965438842773,-0.24814410507678986,-0.964057981967926,-0.2602238059043884,0.5400986671447754,-0.15730755031108856,0.1109827384352684,-0.31038913130760193,0.17451970279216766,-0.4003656804561615
volume_sn_voxels_feature_73,0.782418429851532,0.21502111852169037,-0.3687911033630371,0.18611688911914825,-1.3947099447250366,0.13397102057933807,0.8001682162284851,0.2227066606283188,-0.08646891266107559,1.4034236669540405,0.3274812400341034,0.2302965521812439,0.386710524559021
volume_sn_voxels_feature_74,-0.030944347381591797,0.15038259327411652,-0.11169584840536118,0.07971388101577759,-0.43235334753990173,-0.15225224196910858,-0.17459817230701447,0.05634266138076782,-0.341429740190506,1.2078518867492676,0.24046218395233154,0.0729818046092987,0.0047797816805541515
volume_sn_voxels_feature_75,-0.15067952871322632,0.13742521405220032,0.028267016634345055,0.04479626938700676,0.35207805037498474,0.0359070785343647,-1.2997435331344604,-0.14743120968341827,-0.34498047828674316,1.2353683710098267,0.1770683079957962,-0.05533328652381897,-0.3160778880119324
volume_sn_voxels_feature_76,0.07915837317705154,-0.008482899516820908,0.039116308093070984,0.0014561563730239868,0.19998528063297272,-0.030984977260231972,-1.2694453001022339,-0.29333850741386414,-0.24972818791866302,1.3869047164916992,0.18666286766529083,-0.06615785509347916,-0.4089743196964264
volume_sn_voxels_feature_77,0.14563652873039246,-0.6207001805305481,-0.07750693708658218,-0.9905490875244141,-0.1000286117196083,-1.3044360876083374,0.06093556061387062,0.47708913683891296,-0.5524576306343079,0.14444081485271454,-0.6903190612792969,0.4603178799152374,-0.2845529019832611
volume_sn_voxels_feature_78,0.8748992681503296,-0.37192302942276,0.4570588171482086,-0.2557675540447235,-1.152745008468628,0.10078376531600952,0.4410138428211212,0.13573813438415527,-0.08412817865610123,0.6580101847648621,0.26325157284736633,0.6580960750579834,0.25901708006858826
volume_sn_voxels_feature_79,0.12253232300281525,-0.09466138482093811,0.15509958565235138,-0.14047829806804657,-0.5407267808914185,0.03505612909793854,-0.5508065223693848,-0.05744963884353638,-0.17779569327831268,0.9261445999145508,0.09505211561918259,0.2649857699871063,-0.11446348577737808
volume_sn_voxels_feature_80,-0.1894954890012741,0.14430849254131317,0.0877111554145813,0.07850044220685959,0.3959004878997803,0.10566086322069168,-1.3394246101379395,0.009762193076312542,-0.09084901958703995,1.0082224607467651,0.040926527231931686,-0.05808583274483681,-0.2777438461780548
volume_sn_voxels_feature_81,-0.2593793272972107,0.35198116302490234,0.07557063549757004,0.05687734857201576,0.4959798753261566,0.20549428462982178,-1.4009160995483398,-0.11781098693609238,-0.034057777374982834,1.1812000274658203,0.17310817539691925,-0.36771246790885925,-0.31145116686820984
volume_sn_voxels_feature_82,0.21920059621334076,-1.1081490516662598,0.060557957738637924,-1.165781855583191,-0.6344296336174011,-0.18465594947338104,-1.326724886894226,-0.041601866483688354,0.24436044692993164,0.08680173009634018,0.018748721107840538,-0.0885717049241066,-0.030400240793824196
volume_sn_voxels_feature_83,0.34187227487564087,-0.6505367755889893,0.7021274566650391,-0.3944481313228607,-0.7733783721923828,0.1571773886680603,-0.5619677901268005,-0.05204163119196892,0.04972768947482109,-0.7577686309814453,-0.04003959149122238,0.4691029489040375,-0.013262402266263962
volume_sn_voxels_feature_84,-0.19577784836292267,0.006402172148227692,0.2486780434846878,-0.054672565311193466,0.47918739914894104,0.16642875969409943,-1.363131046295166,0.31619903445243835,0.29621177911758423,-0.36436009407043457,-0.193158820271492,-0.2721000909805298,-0.04003128036856651
volume_sn_voxels_feature_85,-0.37949806451797485,0.5165725946426392,-0.16494598984718323,0.04232146218419075,0.7480112910270691,0.3176594078540802,-1.1424025297164917,0.3355346918106079,0.25960877537727356,-0.054214149713516235,0.01416555792093277,-0.5067793130874634,-0.13555429875850677
volume_sn_voxels_feature_86,-0.4096433222293854,0.7319750189781189,-0.3177731931209564,0.0759853646159172,0.3761686384677887,0.11951165646314621,-1.0011202096939087,0.1550104022026062,0.26813045144081116,-0.008131235837936401,0.2839951813220978,-0.5582972168922424,-0.19437885284423828
volume_sn_voxels_feature_87,-0.24777671694755554,0.15064245462417603,-0.13623730838298798,0.002210259437561035,-0.34432974457740784,-0.08504600077867508,-1.2729538679122925,0.06284178048372269,0.046315740793943405,-0.2922963798046112,0.3203597366809845,-0.22857801616191864,-0.32798686623573303
volume_sn_voxels_feature_88,-0.018929265439510345,-0.8342253565788269,0.14540067315101624,-0.8843919634819031,-0.583906352519989,-0.2417033165693283,-1.2298321723937988,0.06805965304374695,-0.11796855926513672,-0.4518235921859741,0.10512792319059372,0.27998605370521545,-0.22140876948833466
volume_sn_voxels_feature_89,-0.5772031545639038,0.5155664086341858,-0.4948512315750122,-0.12651245296001434,0.9120890498161316,0.14990626275539398,-1.4442449808120728,0.6843180060386658,0.5461001992225647,-0.8314741253852844,-0.5889701247215271,-0.5185184478759766,0.1998969465494156
volume_sn_voxels_feature_90,-0.7246952056884766,1.1979520320892334,-0.7673695683479309,-0.004931087139993906,0.5340362191200256,0.22634349763393402,-1.2954329252243042,0.5225024819374084,0.4998875856399536,-0.6110281348228455,-0.17915494740009308,-0.2664262652397156,0.04412198066711426
volume_sn_voxels_feature_91,-0.46715930104255676,0.8958421945571899,-0.7019903063774109,0.26571565866470337,-0.07173456251621246,0.002279430627822876,-1.428887963294983,0.22520022094249725,0.10549197345972061,-0.7850233912467957,0.026102647185325623,0.1787189394235611,-0.3755538761615753
volume_sn_voxels_feature_92,-0.3968822956085205,-0.18936535716056824,0.0780792236328125,-0.2939527630805969,-0.3445145785808563,-0.10498704761266708,-1.3006809949874878,0.09678985923528671,-0.25566282868385315,-0.8055189251899719,-0.19476838409900665,0.8563987612724304,-0.28133663535118103
volume_sn_voxels_feature_93,-0.08413517475128174,-0.3988226354122162,0.15203773975372314,-1.564083456993103,0.2555432617664337,0.686024010181427,-0.39575526118278503,-0.5953733325004578,0.16694407165050507,0.030434204265475273,0.22337377071380615,-0.21916693449020386,0.2323492169380188
volume_sn_voxels_feature_94,0.006782494485378265,-0.14742985367774963,0.24185605347156525,-1.3293095827102661,0.35184380412101746,-0.6778872013092041,-0.09016662836074829,0.025597013533115387,-0.38690266013145447,-0.22904200851917267,0.10191309452056885,-0.291998028755188,-0.2970915734767914
volume_sn_voxels_feature_95,-0.1582680642604828,-0.16171319782733917,-0.15800219774246216,-1.6071885824203491,-0.24805404245853424,0.8904750347137451,-0.7426812052726746,-0.30613115429878235,0.5006799697875977,0.2010589987039566,0.09321530908346176,0.1447218805551529,0.3667031228542328
volume_sn_voxels_feature_96,0.02335301972925663,-0.09385354816913605,0.06684184074401855,-1.1848068237304688,-0.12049585580825806,-0.16721253097057343,-0.23834198713302612,0.006948418915271759,0.005072072148323059,-0.09516099095344543,-0.026625091210007668,-0.07216992229223251,-0.15800994634628296
volume_sn_voxels_feature_97,-0.41615015268325806,0.19601741433143616,0.20316648483276367,-0.2728646993637085,-0.2578541040420532,-0.4022634029388428,-1.2096892595291138,0.24864470958709717,-0.044004473835229874,1.4459489583969116,-0.2561420500278473,-0.1776270717382431,-0.003997395280748606
volume_sn_voxels_feature_98,-0.22009971737861633,-0.15024609863758087,-0.42259564995765686,-1.131790280342102,-0.25037744641304016,0.6405401825904846,-0.9605059623718262,-0.006902173161506653,0.6698278784751892,0.6400968432426453,-0.02255028672516346,0.0507216639816761,0.31077203154563904
