Feature,Factor_0,Factor_1,Factor_2,Factor_6,Factor_8,Factor_9,Factor_12,Factor_14,Factor_20,Factor_23,Factor_26,Factor_28,Factor_29
volume_sn_voxels_feature_99,-0.14919038116931915,-0.032139137387275696,-0.17320843040943146,-1.209067702293396,-0.19449885189533234,0.24540074169635773,-0.5091577768325806,0.3386617600917816,0.06637836992740631,0.1631118357181549,-0.0768849179148674,-0.04869193956255913,-0.08941001445055008
volume_sn_voxels_feature_100,0.10918579250574112,0.032395780086517334,-0.14191783964633942,-1.289623737335205,-0.24911491572856903,-0.9001896977424622,-0.007044931873679161,0.32076871395111084,-0.19364674389362335,-0.11957031488418579,0.051011573523283005,-0.09675728529691696,-0.38211581110954285
volume_sn_voxels_feature_101,0.30230164527893066,0.01466873288154602,-0.10522937029600143,0.17533288896083832,-0.6289404034614563,-0.546448826789856,-0.3204874098300934,0.2205837517976761,-0.41869056224823,1.3840975761413574,-0.011258644051849842,0.3543321192264557,0.3099595010280609
volume_sn_voxels_feature_102,0.26871898770332336,0.25571852922439575,0.14877982437610626,-0.1066480502486229,-0.3415292799472809,-0.5487229824066162,-1.3426151275634766,-0.209808349609375,-0.4515748918056488,1.2775596380233765,0.04839477315545082,0.17522455751895905,0.28965386748313904
volume_sn_voxels_feature_103,0.606899082660675,0.160408154129982,0.17492586374282837,-0.36350202560424805,-0.6761446595191956,-0.29537299275398254,-1.510769009590149,-0.8865397572517395,-0.0743689090013504,1.2985769510269165,0.11126189678907394,0.10069815069437027,0.2328699827194214
volume_sn_voxels_feature_104,-0.05465676262974739,-0.3062210977077484,-0.3724059760570526,-1.479379653930664,-0.06383924931287766,0.4741183817386627,-1.122393012046814,0.28814539313316345,0.1246185302734375,0.33580565452575684,-0.17308050394058228,-0.14875659346580505,-0.05728695169091225
volume_sn_voxels_feature_105,-0.01348988339304924,-0.29115521907806396,-0.301131933927536,-1.1509112119674683,-0.1487656831741333,-0.1369502693414688,-0.3613884150981903,0.36493250727653503,-0.1626276820898056,0.14267341792583466,-0.10734215378761292,-0.11696064472198486,-0.1555042713880539
volume_sn_voxels_feature_106,0.10663501918315887,-0.28579404950141907,-0.19516415894031525,-1.3967176675796509,-0.07420916855335236,-1.2864075899124146,0.2453993707895279,0.21472859382629395,-0.5181155800819397,-0.07821265608072281,-0.1792919784784317,0.136715829372406,-0.15450434386730194
volume_sn_voxels_feature_107,0.6426407694816589,-0.2946659326553345,0.04817755147814751,0.14930379390716553,-0.8397541642189026,-0.26435673236846924,-0.42750978469848633,-0.1051209568977356,-0.44749584794044495,1.3750470876693726,0.24551446735858917,0.6391083598136902,0.35453546047210693
volume_sn_voxels_feature_108,0.22973930835723877,0.2502778172492981,-0.01803920418024063,0.016444522887468338,-0.11423174291849136,-0.19761471450328827,-1.3252328634262085,-0.2745775282382965,-0.2933255136013031,1.260558009147644,0.09317586570978165,0.08174701780080795,0.1842903345823288
volume_sn_voxels_feature_109,0.139530748128891,0.5064765810966492,0.022390857338905334,0.04035235568881035,-0.024816572666168213,-0.03642388805747032,-1.1511632204055786,-0.4609920084476471,-0.06687253713607788,1.3608194589614868,0.23814046382904053,-0.12080050259828568,0.10631000250577927
volume_sn_voxels_feature_110,-0.4129534959793091,-0.5765453577041626,-0.15366564691066742,-1.2831217050552368,-0.017200559377670288,0.23035359382629395,-1.2985347509384155,0.0714186578989029,0.08184686303138733,0.14454324543476105,-0.08664581179618835,-0.08286546170711517,-0.0406273789703846
volume_sn_voxels_feature_111,0.51094651222229,-0.9939512014389038,0.5632838606834412,-0.08893758058547974,-0.5677557587623596,0.0522838830947876,-0.6313202977180481,-0.038095880299806595,0.0032077108044177294,0.8586991429328918,-0.16007274389266968,0.5470581650733948,0.1822831630706787
volume_sn_voxels_feature_112,-0.20988516509532928,-0.1230735331773758,0.09200402349233627,-0.03078695945441723,0.559168815612793,0.23505520820617676,-1.387740969657898,0.13165096938610077,0.3886756896972656,1.0618699789047241,-0.374623566865921,-0.14408791065216064,0.1240590438246727
volume_sn_voxels_feature_113,-0.5683809518814087,0.4663001298904419,-0.28473207354545593,0.046739209443330765,0.7768437266349792,0.28427842259407043,-1.026455044746399,0.10616818070411682,0.4155036509037018,0.9522290229797363,-0.14120452105998993,-0.4855133295059204,-0.04462365433573723
volume_sn_voxels_feature_114,-0.6623311042785645,0.6413915157318115,-0.501102864742279,0.30179640650749207,0.30795809626579285,0.3113167881965637,-1.1703059673309326,-0.43445026874542236,0.07090791314840317,0.4775193929672241,0.34122300148010254,-0.290900319814682,-0.6670742034912109
volume_sn_voxels_feature_115,-0.779643177986145,0.013800101354718208,-0.0182702224701643,-0.38482776284217834,0.14665986597537994,0.2974887192249298,-1.50835382938385,-0.29781022667884827,-0.10364016145467758,-0.07464540749788284,0.20314554870128632,-0.08950359374284744,-0.7859147191047668
volume_sn_voxels_feature_116,-0.4267498552799225,-1.168034315109253,0.25606611371040344,-1.2706571817398071,0.5632693767547607,-0.8267719745635986,0.6583259701728821,-0.38982057571411133,-0.7074783444404602,-0.46217426657676697,-0.03457190468907356,0.4564047157764435,0.730879008769989
volume_sn_voxels_feature_117,1.1546151638031006,-0.8637741804122925,-0.5826308131217957,1.370187759399414,-1.2642921209335327,-0.5912332534790039,-0.38387438654899597,0.9871025085449219,0.8350251317024231,-1.3617585897445679,-1.2299211025238037,0.3740715980529785,-0.00901553500443697
volume_sn_voxels_feature_118,0.8108726143836975,-0.9453868865966797,-0.8157908320426941,1.2291558980941772,0.1794411987066269,0.5528436899185181,-0.0636787936091423,0.838908851146698,0.3229979872703552,-0.7615517973899841,-0.3132815659046173,-0.008441001176834106,-0.929358959197998
volume_sn_voxels_feature_119,0.3588752746582031,-1.1603256464004517,-0.08557221293449402,0.03920837491750717,-0.19799275696277618,1.2209359407424927,-0.6834577918052673,-0.5547757744789124,0.6549282670021057,-0.06795715540647507,0.1426054984331131,0.16007383167743683,0.15329498052597046
volume_sn_voxels_feature_120,-0.11204278469085693,-0.7962415814399719,-0.05403684079647064,-1.3754345178604126,0.14444047212600708,1.1192325353622437,-0.29317474365234375,-1.1064404249191284,0.5950847268104553,0.19925731420516968,0.24939429759979248,-0.05471441149711609,0.4540705680847168
volume_sn_voxels_feature_121,-0.1734609603881836,-0.4479272961616516,0.09103315323591232,-1.2756153345108032,0.25919806957244873,0.8410119414329529,-0.30349788069725037,-0.4890412390232086,-0.1653255969285965,0.2453485131263733,-0.014736219309270382,0.010019236244261265,-0.20146693289279938
volume_sn_voxels_feature_122,-0.19102519750595093,-0.19543740153312683,-0.03768080472946167,-1.1984188556671143,0.22106598317623138,1.0265082120895386,-0.05130163952708244,-0.982252299785614,0.5054565072059631,-0.00500744953751564,0.19840151071548462,-0.08698487281799316,0.4238274097442627
volume_sn_voxels_feature_123,-0.20576688647270203,-0.19357344508171082,0.3739824593067169,-1.4582805633544922,0.2764187753200531,0.19727160036563873,-0.26396796107292175,-0.4470839500427246,-0.21617580950260162,-0.07235723733901978,0.040136922150850296,-0.12115056067705154,-0.060519009828567505
volume_sn_voxels_feature_124,-0.2625822424888611,0.22240611910820007,0.46346595883369446,-1.1155117750167847,0.4092811048030853,-1.0766687393188477,-0.1958867311477661,0.5056992173194885,-0.43117526173591614,-0.11958098411560059,0.0067763254046440125,-0.014896978624165058,-0.6344283223152161
volume_sn_voxels_feature_125,-0.21536529064178467,0.06525559723377228,0.16322672367095947,-1.3064733743667603,0.14250509440898895,0.49994799494743347,0.011954550631344318,-0.5537189841270447,0.19525177776813507,-0.23708362877368927,0.25690311193466187,-0.16209469735622406,0.12359186261892319
volume_sn_voxels_feature_126,-0.08420243859291077,0.0015342244878411293,0.29410505294799805,-1.307029366493225,0.213811993598938,-1.0927034616470337,-0.01992296241223812,-0.19713425636291504,-0.24176494777202606,-0.19987273216247559,-0.11694154888391495,-0.17400522530078888,-0.11533045768737793
volume_sn_voxels_feature_127,-0.2465655505657196,0.2382211983203888,0.4905022084712982,-1.2823561429977417,0.3052065372467041,-1.5373080968856812,-0.2093404084444046,0.4585839509963989,-0.48901042342185974,-0.12575717270374298,0.055340368300676346,-0.1633327156305313,-0.5545297265052795
volume_sn_voxels_feature_128,-0.23310081660747528,0.42207109928131104,-0.003174553392454982,-1.1358109712600708,-0.1356642246246338,0.7975597381591797,-0.154987171292305,-0.2117774486541748,0.45083901286125183,-0.003963300492614508,0.21915988624095917,0.05688538774847984,0.1813616156578064
volume_sn_voxels_feature_129,-0.0614810585975647,0.26150286197662354,0.2585463523864746,-1.6312384605407715,0.05899839475750923,-0.47460150718688965,0.030116766691207886,0.2164340615272522,-0.027592873200774193,-0.46321430802345276,0.17026354372501373,-0.15481215715408325,-0.2720996141433716
volume_sn_voxels_feature_130,0.08130326867103577,0.12090003490447998,0.2648618519306183,-1.3547784090042114,0.17661291360855103,-1.398837685585022,0.008142322301864624,0.24058544635772705,-0.2439255565404892,-0.3463997542858124,-0.0572536401450634,-0.07719927281141281,-0.36538776755332947
volume_sn_voxels_feature_131,-0.05369372293353081,0.31134384870529175,0.2450825423002243,-1.267698049545288,0.3374767303466797,-1.3222131729125977,-0.08486223965883255,0.06313630193471909,-0.2875213921070099,0.01624143496155739,0.08944592624902725,-0.12014791369438171,-0.2636503279209137
volume_sn_voxels_feature_132,-0.12329168617725372,0.3475556969642639,-0.16912706196308136,-1.4875521659851074,-0.1331758052110672,0.6512270569801331,-0.39295879006385803,-0.031558215618133545,0.5812909007072449,0.8021108508110046,-0.00010980913793900982,-0.11955388635396957,0.06723913550376892
volume_sn_voxels_feature_133,-0.3029729723930359,0.5079474449157715,-0.005402418319135904,-1.4971891641616821,-0.029415450990200043,0.27134057879447937,-0.07011353224515915,0.4002642333507538,0.1926952749490738,0.0368831492960453,0.23886364698410034,-0.3217581510543823,-0.15974509716033936
volume_sn_voxels_feature_134,-0.0268852636218071,0.3315171003341675,0.25367867946624756,-1.4340324401855469,0.011326792649924755,-1.185309886932373,0.2953847348690033,0.4551190137863159,-0.06239338219165802,-0.32430925965309143,0.30173954367637634,-0.15446677803993225,-0.4199538230895996
volume_sn_voxels_feature_135,0.10934008657932281,0.030347198247909546,0.026040762662887573,-1.3353867530822754,0.13869671523571014,-1.3071633577346802,0.1722879409790039,-0.044885843992233276,-0.12673556804656982,-0.22953766584396362,0.09016743302345276,0.12151537090539932,-0.19075919687747955
volume_sn_voxels_feature_136,0.09885226935148239,0.15975143015384674,-0.12783855199813843,-1.097230076789856,0.1740429401397705,-1.3775118589401245,0.2505490183830261,-0.4848434031009674,-0.07819193601608276,-0.15465353429317474,-0.10690642148256302,0.12192857265472412,0.23431117832660675
volume_sn_voxels_feature_137,-0.2664424180984497,0.21833884716033936,-0.12831629812717438,-1.3254003524780273,0.1700407862663269,-0.23784081637859344,0.3383845388889313,0.5328948497772217,-0.24122916162014008,0.00782440509647131,0.21443092823028564,-0.48986098170280457,-0.22509275376796722
volume_sn_voxels_feature_138,-0.03386290371417999,-0.10661511868238449,0.018778352066874504,-1.4254964590072632,0.03828946128487587,-1.2978471517562866,0.5853558778762817,0.13770876824855804,-0.31916046142578125,-0.12060105055570602,0.22736363112926483,-0.05339976027607918,-0.17627544701099396
volume_sn_voxels_feature_139,-0.46734046936035156,0.14751003682613373,-0.13298922777175903,-1.3027584552764893,0.4461393654346466,0.5419759750366211,-1.251085877418518,-0.006913984660059214,-0.008832830935716629,0.8497933745384216,-0.22211064398288727,-0.33440399169921875,-0.023977478966116905
volume_sn_voxels_feature_140,0.7212648987770081,-0.9411508440971375,0.2912784516811371,0.14191128313541412,-0.7051478028297424,-0.23209095001220703,-0.44743216037750244,-0.058382898569107056,0.01124062854796648,1.3243216276168823,-0.3351961672306061,0.8049177527427673,0.570322573184967
volume_sn_voxels_feature_141,0.049751926213502884,-0.13820432126522064,0.05717439949512482,0.03701801970601082,0.03573964163661003,-0.13886958360671997,-1.3948725461959839,0.04445967078208923,0.20876599848270416,1.2787609100341797,-0.4293246567249298,0.3122228980064392,0.786032497882843
volume_sn_voxels_feature_142,-0.24976378679275513,-0.8626766204833984,0.24381597340106964,-1.3023813962936401,0.7066483497619629,-0.521999180316925,1.1173275709152222,-0.3279436528682709,-0.6064948439598083,-0.5438612699508667,0.08805098384618759,4.2088329792022705e-05,0.697141170501709
volume_sn_voxels_feature_143,0.6433770060539246,-1.242296814918518,0.8410559296607971,0.15305988490581512,-0.3905632197856903,-0.05035616084933281,-0.3910614550113678,0.1452658623456955,0.7191113829612732,0.6232380270957947,-0.7723658680915833,0.4279825985431671,0.22384341061115265
volume_sn_voxels_feature_144,-0.23382090032100677,-0.9726824760437012,0.15906094014644623,0.17281951010227203,0.7412641644477844,0.09263742715120316,-1.2525299787521362,0.4582796096801758,0.821906566619873,0.791665256023407,-1.020358920097351,-0.025609150528907776,0.33009305596351624
volume_sn_voxels_feature_145,0.2893650531768799,-1.1522223949432373,0.012892385013401508,1.4143046140670776,0.03302265703678131,0.4840978682041168,0.12257399410009384,0.4285430610179901,0.4932039678096771,-0.25279584527015686,0.2990155816078186,0.03103451244533062,0.12230857461690903
volume_sn_voxels_feature_146,-0.008800458163022995,-1.1121760606765747,-0.2216006964445114,0.6679279208183289,-0.16348855197429657,0.6894612312316895,-0.04642913118004799,-0.1891990453004837,0.8602187037467957,0.18622352182865143,0.0013903031358495355,0.3625281751155853,0.3657146990299225
volume_sn_voxels_feature_147,-0.11133202165365219,-0.9857790470123291,-0.05853544548153877,0.6522063612937927,0.14968378841876984,0.670654296875,-0.009797499515116215,-0.31941089034080505,0.02677488513290882,0.24796046316623688,0.22223734855651855,0.18814118206501007,0.14095701277256012
volume_sn_voxels_feature_148,0.14121697843074799,-0.30588215589523315,-0.007607467472553253,0.8066430687904358,0.33898916840553284,0.05201207473874092,0.2298610657453537,0.17513759434223175,-0.1406264454126358,-0.0028629947919398546,0.19961018860340118,0.10903387516736984,-0.4032690227031708
volume_sn_voxels_feature_149,-0.117167629301548,-0.4339935779571533,-0.23231379687786102,-1.08014976978302,-0.06367746740579605,0.8710603713989258,-0.019139399752020836,-0.5754596590995789,0.4323454201221466,0.29383742809295654,-0.09939005225896835,0.2579212188720703,0.6258243322372437
volume_sn_voxels_feature_150,-0.1747700273990631,-0.2104615867137909,-0.16456657648086548,-0.9320995211601257,0.07055928558111191,0.23796220123767853,-0.005809025838971138,-0.3559648096561432,-0.10165370255708694,0.3175016939640045,-0.07626881450414658,0.15338170528411865,0.24235336482524872
volume_sn_voxels_feature_151,-0.046914294362068176,0.08482946455478668,0.19591175019741058,-0.6163573861122131,0.02720186859369278,-0.8298816680908203,0.034590959548950195,0.1636316180229187,-0.27161282300949097,0.04961546137928963,-0.16667772829532623,0.009757672436535358,-0.2916059195995331
volume_sn_voxels_feature_152,-0.05053506791591644,0.0374593548476696,-0.12273643165826797,-1.1900548934936523,0.09734226018190384,0.406528115272522,-0.005305401980876923,-0.4907342493534088,0.2699812352657318,0.06545016914606094,-0.03804367408156395,0.05345667898654938,0.4169398248195648
volume_sn_voxels_feature_153,-0.109602190554142,0.15546777844429016,-0.04203011095523834,-1.263375163078308,0.13272106647491455,-0.5754101872444153,0.012674205005168915,-0.24919934570789337,-0.11420855671167374,-0.001465948880650103,-0.23354768753051758,-0.10806936025619507,0.04261106252670288
volume_sn_voxels_feature_154,-0.06474803388118744,0.3248417377471924,0.24211446940898895,-1.0930811166763306,-0.06079073250293732,-1.393123745918274,-0.01657854951918125,0.1925903707742691,-0.3293079137802124,0.027484437450766563,-0.31096741557121277,0.010384623892605305,-0.14693869650363922
volume_sn_voxels_feature_155,-0.1561385989189148,0.4846894145011902,0.562836229801178,-0.18814963102340698,0.15656739473342896,-1.1651746034622192,-0.12100132554769516,0.6990330815315247,-0.34848594665527344,-0.07305970042943954,0.32734283804893494,-0.05211298540234566,-0.9820537567138672
volume_sn_voxels_feature_156,0.2115710973739624,0.2450687289237976,-0.07347352802753448,-1.4045566320419312,-0.28525832295417786,0.38477298617362976,-0.06546285003423691,-0.5213823318481445,0.7717986106872559,-0.05338478088378906,0.024083882570266724,0.1734684258699417,0.26498034596443176
volume_sn_voxels_feature_157,-0.0006486149504780769,0.29592403769493103,0.071217842400074,-1.1910470724105835,0.1630537509918213,-0.4363807737827301,-0.057472795248031616,-0.084567129611969,0.1389087289571762,-0.2704220712184906,-0.021621311083436012,-0.0822564959526062,-0.021350527182221413
volume_sn_voxels_feature_158,-0.09636710584163666,0.24604980647563934,0.1345592588186264,-1.5132466554641724,0.156805157661438,-1.405949592590332,0.022824885323643684,0.07775499671697617,-0.09095247834920883,-0.19720406830310822,-0.08837870508432388,-0.04339577257633209,-0.1256464123725891
volume_sn_voxels_feature_159,-0.07806074619293213,0.21546298265457153,0.25801804661750793,-1.4370899200439453,0.08584462851285934,-1.5127285718917847,-0.14239348471164703,0.27048400044441223,-0.24042321741580963,0.14718858897686005,-0.16347019374370575,0.014178727753460407,-0.1282362937927246
volume_sn_voxels_feature_160,-0.39764630794525146,0.42227864265441895,0.3913494348526001,-0.28950127959251404,-0.046049971133470535,-1.3599138259887695,-0.24653440713882446,0.3526296317577362,-0.08758243173360825,-0.0690414160490036,0.2127992957830429,-0.18317998945713043,-0.6732711791992188
volume_sn_voxels_feature_161,0.12077858299016953,0.44692161679267883,0.10661715269088745,-1.2719987630844116,-0.0930420383810997,-0.25229132175445557,0.05553430691361427,-0.04104292392730713,0.34590137004852295,-0.06169113516807556,0.16109055280685425,0.043377652764320374,0.026589302346110344
volume_sn_voxels_feature_162,0.10443811863660812,0.3347007632255554,0.33389464020729065,-1.1763249635696411,0.133005753159523,-1.1686722040176392,-0.011469054967164993,0.25050732493400574,0.05974678322672844,-0.40193501114845276,0.2103857547044754,-0.049216125160455704,-0.16539593040943146
volume_sn_voxels_feature_163,0.08198869973421097,0.11827880889177322,0.2793810963630676,-1.4521740674972534,0.23241055011749268,-1.3022547960281372,0.04162328317761421,0.25416120886802673,-0.14234615862369537,-0.26757922768592834,0.15933553874492645,0.05241626501083374,-0.1128002181649208
volume_sn_voxels_feature_164,0.1316276639699936,-0.16081629693508148,0.09549569338560104,-1.3881431818008423,0.1617647409439087,-1.395888328552246,-0.0984426736831665,-0.11402871459722519,0.044441938400268555,-0.020284507423639297,-0.04995014891028404,-0.019883133471012115,0.16343122720718384
volume_sn_voxels_feature_165,-0.42298370599746704,0.09419545531272888,0.09891412407159805,-0.23005789518356323,-0.14570055902004242,-1.2605971097946167,-0.016692446544766426,-0.4339481294155121,0.33942878246307373,-0.003621060401201248,0.08433910459280014,-0.2683838903903961,-0.14693583548069
volume_sn_voxels_feature_166,0.08477328717708588,0.2681206464767456,0.34682342410087585,-1.4447021484375,0.255831241607666,-1.4786750078201294,0.4880906045436859,0.40097248554229736,-0.08311256766319275,-0.303924560546875,0.4809110164642334,-0.10371262580156326,-0.17766661942005157
volume_sn_voxels_feature_167,0.2299976348876953,-0.19572682678699493,0.1162533387541771,-1.3552650213241577,0.4486478567123413,-1.274596095085144,0.28354665637016296,-0.019009316340088844,0.16398470103740692,-0.212485209107399,0.27468952536582947,0.12401705980300903,0.06000243499875069
volume_sn_voxels_feature_168,0.19817472994327545,-0.6937329173088074,-0.18807394802570343,-1.2960238456726074,0.355599045753479,-1.3320311307907104,0.031072231009602547,-0.7103078365325928,0.4529280662536621,0.1045939028263092,0.05614754557609558,0.27658969163894653,0.8010420799255371
volume_sn_voxels_feature_169,-0.336585134267807,-0.20453950762748718,-0.15193617343902588,0.11928126215934753,-0.08678212761878967,-1.396082878112793,0.30318328738212585,-1.0304011106491089,0.7786304354667664,-0.13819481432437897,-0.06927518546581268,0.009156256914138794,0.40129324793815613
volume_sn_voxels_feature_170,0.608465850353241,0.16263940930366516,-0.06021054461598396,-1.488651156425476,-0.9219215512275696,0.39320918917655945,-0.575099766254425,-0.3802085816860199,0.8380877375602722,1.3768161535263062,-0.7951778769493103,0.30927300453186035,0.6584415435791016
volume_sn_voxels_feature_171,-0.03251183405518532,0.48976385593414307,-0.30440083146095276,-1.1608279943466187,-0.027827108278870583,0.5684424042701721,-1.0937471389770508,-0.3301633596420288,0.3031514585018158,1.337127685546875,-0.31904444098472595,-9.31291506276466e-05,0.3159831166267395
volume_sn_voxels_feature_172,-0.06604352593421936,0.31295645236968994,-0.22139324247837067,-1.356959342956543,0.6721760630607605,0.3543257713317871,0.018121298402547836,-0.010258331894874573,0.16059540212154388,1.3214794397354126,-0.2088874727487564,-0.3332329988479614,0.1587187498807907
volume_sn_voxels_feature_173,0.04560816287994385,-0.8216192722320557,0.20450502634048462,-1.2958134412765503,1.0762287378311157,-0.9462037086486816,1.2536412477493286,-0.21986253559589386,-0.6075239181518555,-0.46872130036354065,0.49564680457115173,-0.3777143061161041,0.6426334977149963
volume_sn_voxels_feature_174,0.1043076366186142,-1.304309606552124,-0.09253045916557312,1.2611336708068848,-0.4535440504550934,-0.24243468046188354,0.36376938223838806,0.6739541888237,0.6571977734565735,-0.05302402749657631,0.5165553689002991,-0.35067495703697205,0.26226258277893066
volume_sn_voxels_feature_175,0.09004199504852295,-0.969420850276947,-0.1776307076215744,1.4366401433944702,-0.13134442269802094,0.0034051041584461927,0.48341378569602966,0.0032546028960496187,-0.016811246052384377,-0.2725115120410919,0.9807397723197937,-0.3923622667789459,0.08211757987737656
volume_sn_voxels_feature_176,0.11443093419075012,-0.3891475200653076,-0.2587064504623413,1.2062549591064453,-0.4110342562198639,-0.7145110964775085,0.21997922658920288,0.24219554662704468,-0.12843601405620575,-0.05841788277029991,0.08081673830747604,0.08661966770887375,0.2274676114320755
volume_sn_voxels_feature_177,0.4311372637748718,0.05601121857762337,-0.2411915808916092,1.139987587928772,-0.12005992978811264,-1.1374861001968384,0.4217493236064911,0.1044599786400795,-0.12018413096666336,-0.280068963766098,0.7032151222229004,-0.25331559777259827,-0.4838326871395111
volume_sn_voxels_feature_178,-0.11297504603862762,-0.0014439262449741364,-0.5338396430015564,-0.35271334648132324,-0.3797261416912079,-0.6977670192718506,0.018679827451705933,0.03817545622587204,-0.00927316676825285,0.29207873344421387,-0.40698209404945374,0.13804304599761963,0.3563009798526764
volume_sn_voxels_feature_179,-0.013492787256836891,0.23340332508087158,-0.37829771637916565,0.2966707646846771,-0.6241004467010498,-1.2482327222824097,0.11821570247411728,0.13729242980480194,-0.12682820856571198,0.09920122474431992,-0.39169856905937195,-0.013989369384944439,0.09306051582098007
volume_sn_voxels_feature_180,0.32001230120658875,0.36344248056411743,-0.1490110158920288,0.980372428894043,-0.49925175309181213,-1.4369057416915894,0.10078611224889755,0.32904675602912903,-0.2849961519241333,-0.07279645651578903,0.17953652143478394,-0.12531518936157227,-0.6415063738822937
volume_sn_voxels_feature_181,-0.08441553264856339,0.14994339644908905,-0.489716500043869,-0.9705548286437988,-0.18717895448207855,-0.8128700256347656,-0.1173354983329773,0.04687676951289177,0.1678675413131714,0.22156138718128204,-0.4589392840862274,0.22428685426712036,0.12555749714374542
volume_sn_voxels_feature_182,0.027961842715740204,0.4088174104690552,-0.04352124035358429,0.7413598895072937,-0.8865436911582947,-1.3953605890274048,0.006242834031581879,0.11659345030784607,-0.3190406560897827,0.06262562423944473,-0.14528889954090118,-0.27629682421684265,-0.5259242653846741
volume_sn_voxels_feature_183,0.2724602222442627,0.2094683200120926,-0.06350960582494736,-1.2550230026245117,-0.5201483368873596,-0.8158664703369141,0.24160988628864288,-0.2013978362083435,0.7397757172584534,0.46788379549980164,-0.41404566168785095,0.42043551802635193,0.3390791416168213
volume_sn_voxels_feature_184,-0.03168472275137901,0.23405572772026062,-0.15123604238033295,-1.2967915534973145,0.03923618793487549,-1.2630319595336914,-0.0817805603146553,0.1936590075492859,0.2499682903289795,0.011443776078522205,-0.2606201469898224,0.18935666978359222,0.11480171233415604
volume_sn_voxels_feature_185,-0.029846064746379852,0.3378198742866516,-0.1582641452550888,-1.2140876054763794,0.005025539547204971,-1.3125896453857422,-0.22996224462985992,0.49819234013557434,-0.017656957730650902,-0.017638180404901505,-0.3374498784542084,0.07356268167495728,-0.02270432375371456
volume_sn_voxels_feature_186,-0.12243349850177765,0.1484915316104889,-0.24079425632953644,-0.7339670062065125,-0.43187427520751953,-1.4931278228759766,-0.35110390186309814,0.3015460968017578,0.07621020078659058,0.23993010818958282,-0.5389046669006348,-0.13676591217517853,0.07202150672674179
volume_sn_voxels_feature_187,-0.22652779519557953,-0.009541716426610947,-0.3713667690753937,1.0141963958740234,-0.6299638748168945,-1.3775721788406372,-0.28995999693870544,-0.06313955783843994,0.15884597599506378,0.18039287626743317,-0.17809610068798065,-0.339762806892395,-0.12660394608974457
volume_sn_voxels_feature_188,0.27554190158843994,0.340262234210968,0.32780376076698303,-1.33311128616333,0.0056827315129339695,-1.1875475645065308,0.4649865925312042,0.19537651538848877,0.4558408558368683,0.6246121525764465,-0.1442553848028183,0.4029618799686432,0.19518159329891205
volume_sn_voxels_feature_189,0.16281579434871674,0.372626394033432,0.22834618389606476,-1.36404287815094,0.29939934611320496,-0.856509268283844,0.14038114249706268,0.4224378168582916,0.08706022053956985,0.13297294080257416,-0.0499851293861866,0.20468564331531525,-0.0034335851669311523
volume_sn_voxels_feature_190,0.10887598991394043,0.03184647113084793,-0.05383440852165222,-1.2278324365615845,0.3352469503879547,-1.207128882408142,-0.17000819742679596,0.42204535007476807,0.23121315240859985,0.06796690076589584,-0.05797191336750984,0.05452554300427437,0.013031497597694397
volume_sn_voxels_feature_191,0.11217989027500153,-0.597294807434082,-0.2889167070388794,-1.0274940729141235,0.16456927359104156,-1.3722338676452637,-0.14301331341266632,-0.18457214534282684,0.5981391072273254,0.32891562581062317,-0.25937941670417786,-0.07184971123933792,0.30328860878944397
volume_sn_voxels_feature_192,0.2749229669570923,-0.5503118634223938,-0.0885908231139183,-1.3493633270263672,0.7295947074890137,-1.210621953010559,0.30838099122047424,-0.08803779631853104,0.49386167526245117,0.24380828440189362,0.44019022583961487,0.30478736758232117,0.4312312602996826
volume_sn_voxels_feature_193,-0.2357913851737976,0.6830743551254272,-0.029366275295615196,-0.9284465909004211,-0.27574995160102844,0.49948498606681824,0.6452545523643494,-0.3749418258666992,0.694087028503418,1.3306374549865723,-0.954501211643219,0.3417956829071045,0.8055734634399414
volume_sn_voxels_feature_194,-0.5343821048736572,1.0633686780929565,-0.3350561857223511,0.13828939199447632,0.8260523676872253,0.73127681016922,0.16381409764289856,-0.03723068907856941,0.33822906017303467,1.2704334259033203,-0.6107682585716248,-0.23164518177509308,0.453384131193161
volume_sn_voxels_feature_195,0.26017239689826965,-0.03736746683716774,0.07512442022562027,-1.181479811668396,1.1028733253479004,-0.7450003623962402,1.3069251775741577,-0.2425350397825241,-0.3750680983066559,0.6524541974067688,0.03185984864830971,-0.33411645889282227,0.4278705418109894
volume_sn_voxels_feature_196,-0.5984294414520264,-0.07508734613656998,0.063689224421978,0.3899080455303192,0.08596166968345642,1.057257056236267,0.0760698989033699,0.03563879057765007,-0.42595553398132324,-0.2112741470336914,-1.252703070640564,-0.6464917659759521,0.9143431186676025
volume_sn_voxels_feature_197,0.502376914024353,0.6294842958450317,0.802340030670166,-0.4729205071926117,1.0082495212554932,0.7181625366210938,-0.30635762214660645,-0.42129945755004883,0.6567093133926392,-0.4221135377883911,-1.2430087327957153,0.20478008687496185,-0.8842898011207581
volume_sn_voxels_feature_198,-0.33642998337745667,0.2706845998764038,0.1636573225259781,0.2627912163734436,0.6344010233879089,0.9024817943572998,-0.2707936763763428,-0.130708709359169,-0.15328459441661835,-0.07811995595693588,-1.2196646928787231,-0.11534053832292557,0.07617893815040588
