Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,-0.18656546,0.018526977,0.053945124,-0.009143675,-0.12937911,0.06987036,-0.13322994,-0.00776071,-0.005605756,-0.018632278,0.13165475,0.19010742,0.3059623,0.08901321,-0.081661955,-0.12967858,-0.079997055,-0.07402533,0.11511277,0.036085222
rigidity_right,0.21482669,0.0044453247,0.0005554579,0.084445246,0.22486381,0.13375811,-0.19407858,-0.10270106,-0.021758243,0.12094692,-0.037228,-0.15121648,0.17525935,0.10420138,0.34649226,-0.15211743,-0.036448,0.012174766,-0.056430183,0.009505443
tremor_rest_left,-0.1166678,-0.2599916,0.1254069,-0.22019438,0.19216102,0.11181992,-0.14755002,0.08561698,0.124856494,-0.09934827,0.107747965,0.21295398,0.16583966,0.02144077,0.04046225,0.2961732,-0.048381656,0.00689877,0.23797776,-0.0962797
tremor_rest_right,-0.18827082,-0.12536412,-0.031049615,-0.08448737,0.21651246,0.29215702,0.13570516,0.13471231,-0.054324865,0.03640847,-0.16111399,0.26708752,-0.08242514,0.019742059,0.27492744,0.12883234,-0.09270576,0.031770166,0.14379594,-0.06608217
tremor_postural_left,-0.255766,0.041977573,-0.0581742,-0.1481707,-0.024854964,0.073273115,-0.09957011,0.13906011,0.22808906,-0.10213076,0.11546404,-0.05414366,0.20537546,0.05109786,-0.23247515,0.02883302,0.022093257,0.034846585,-0.026757108,0.13131171
tremor_postural_right,-0.0021765644,0.006702724,-0.12428943,-0.14435846,0.42930254,0.15430048,0.02227081,-0.010498682,-0.0037532174,0.032597847,0.11555144,-0.17710726,-0.13863361,0.075978875,0.19251156,-0.043445554,0.03460324,-0.12139608,-0.12210874,0.009783413
bradykinesia_speed_left,0.013157782,-0.038616948,0.26953036,-0.16222265,-0.0067366823,-0.19999999,0.011216435,0.09822401,-0.34276915,-0.034340102,-0.06946346,0.013612302,0.14040902,-0.056661192,0.070607565,0.23126191,-0.023374038,-0.042876754,-0.11168452,-0.06586009
bradykinesia_speed_right,-0.18260519,0.07795624,-0.12509575,0.083721615,0.086093016,-0.056640834,0.09338256,-0.048093095,0.031435955,-0.17671295,0.02138015,0.029845407,-0.07428321,-0.057508614,0.29671666,0.033103395,-0.09980418,0.033045854,0.29478624,-0.12294066
bradykinesia_amplitude_left,0.08864543,-0.16554324,0.2564592,-0.14316252,0.009802835,0.011262383,-0.32075745,0.008385107,-0.04175047,-0.10826256,-0.039110154,-0.14949009,0.10010325,-0.04591884,0.23994611,0.08210324,0.19570851,0.09218139,-0.2201618,0.23008987
bradykinesia_amplitude_right,-0.025437415,0.10210113,0.002050989,0.036472328,0.07510283,-0.15276638,0.15713276,-0.040333774,0.038030922,-0.05765871,-0.1726671,-0.15324871,-0.14619997,0.2104566,0.11800249,-0.35952425,-0.16633622,0.13738112,0.056474663,-0.23422657
bradykinesia_rhythm_left,-0.09129277,-0.29627538,0.19735464,0.049909223,-0.048409607,-0.1104147,-0.11377439,-0.021693934,-0.025113786,0.025949359,-0.032188732,0.09236131,0.10088626,0.17627154,-0.048245363,0.057315387,-0.11067279,0.18043631,0.12541732,-0.011724212
bradykinesia_rhythm_right,0.25331417,0.17709509,0.23494332,0.03552794,0.113376476,-0.15375732,0.12226111,0.0063141803,-0.082318336,-0.05529575,-0.13534057,-0.24703552,-0.4629127,0.022486834,0.10178141,-0.053572852,-0.22560647,0.085940905,0.7320595,0.05974776
mirrormovement_left,0.2292075,0.13096839,-0.18409161,-0.46304575,1.5451839,-0.1862608,0.26248112,-0.15719204,0.29789558,-0.22765891,-0.1974094,0.03354032,0.08174752,-0.18447787,-0.19974144,-1.54698,-0.06399259,-0.20739521,-0.05163321,-0.40293518
mirrormovement_right,-0.026946973,0.14815132,0.06905933,-0.32746705,-0.20005402,-0.002270361,-0.59278107,-0.12730354,-1.042209,-0.061614644,-0.40147084,0.22523583,0.2907402,0.04541827,-0.10146513,0.39330605,0.19870473,0.030429449,-0.27919635,-0.15489294
