Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.10422612,0.11094995,0.005783798,-0.11079493,-0.081646055
rigidity_right,-0.021575592,-0.40240863,0.052610576,0.0019849716,-0.020835036
tremor_rest_left,0.11037891,-0.32793462,0.086710095,-0.1814458,-0.014774954
tremor_rest_right,-0.05591051,-0.21480468,-0.13578096,-0.22014165,-0.07576319
tremor_postural_left,-0.099849984,0.1466507,-0.12489983,-0.077383265,-0.13331851
tremor_postural_right,-0.13833387,0.021311523,-0.048599042,-0.18192041,0.02050722
bradykinesia_speed_left,0.30938655,-0.27028114,0.027424023,-0.019253854,0.005567807
bradykinesia_speed_right,-0.02829226,0.0449168,0.097352505,-0.041660514,-0.0446877
bradykinesia_amplitude_left,0.090398446,0.002783081,-0.71128416,-0.022652447,0.12196916
bradykinesia_amplitude_right,0.009767584,0.18554199,-0.021024594,0.090722196,-0.15834565
bradykinesia_rhythm_left,-0.0033014067,-0.011952685,-0.026752893,0.47674164,0.21919595
bradykinesia_rhythm_right,0.17895,-0.06674682,0.06537543,0.13422962,-0.017160054
mirrormovement_left,0.070010334,1.0464036,-0.049150024,0.18518035,-0.06250655
mirrormovement_right,0.06751296,-0.22287785,-0.8270001,0.048353866,0.07599122
