Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.99271774,1.5683376,-0.60234874,-0.32283774
Subject_2,-1.5254862,-0.2823345,-0.0028116782,0.077055335
Subject_3,0.29801008,0.0989418,-0.27966815,0.1174063
Subject_4,1.053959,-0.36446142,-1.722679,0.87945455
Subject_5,0.055829324,-0.48550448,-0.1451596,0.5292869
Subject_6,0.6110832,-0.021497702,1.6632918,-0.62240696
Subject_7,0.33004162,-0.8802507,-0.99299073,0.3561612
Subject_8,0.048947334,0.3302735,-1.8121538,0.54362315
Subject_9,0.94643515,-2.814027,-0.074671336,-0.9766585
Subject_10,-3.02923,-0.20944662,0.24100113,-1.1772377
Subject_11,0.0356358,0.69787544,0.011529269,-0.7928823
Subject_12,-0.8461202,-1.1525519,1.2119675,0.9514839
Subject_13,2.4961724,-0.585619,0.24767947,-0.51005983
Subject_14,-1.6500434,0.2801738,-1.8597356,-0.043694295
Subject_15,0.08037396,-0.7910231,-1.4305089,0.41569826
Subject_16,-0.23884591,-0.6066656,1.0779282,0.7609224
Subject_17,-0.43108085,-0.12894566,-0.26134837,1.4710305
Subject_18,-1.7129738,-0.20501892,-3.6309865,0.425352
Subject_19,-0.9906859,-0.97243327,-0.46480194,0.34157762
Subject_20,0.7022044,-1.7478628,1.7083968,0.30714983
Subject_21,-0.90923136,1.0107429,1.5254072,-1.218916
Subject_22,2.3648636,0.23212382,0.77692336,0.73970026
Subject_23,-0.8997915,-2.3210166,0.07574089,0.7527726
Subject_24,0.22970684,0.055785816,-0.200869,0.19498241
Subject_25,2.576833,0.08152991,-0.3620309,-0.15466303
Subject_26,-1.6012954,-0.6624903,-1.4442534,0.90077364
Subject_27,0.46527112,1.591037,0.7890805,1.2573886
Subject_28,-0.3955708,-0.66579676,0.6454625,1.7529435
Subject_29,0.30577037,-0.10389194,-0.9193683,-0.47059146
Subject_30,0.8986141,-0.7537293,-2.2986455,-0.07323932
Subject_31,0.5201658,1.1612618,-0.13090166,1.519219
Subject_32,-0.7568193,-0.69893456,-0.5531232,0.068928756
Subject_33,-1.795848,0.5168585,-0.18122895,-0.7421811
Subject_34,-0.49670964,-1.5807313,0.7651262,-1.2581164
Subject_35,-1.0938354,0.04756907,-0.003837787,-0.09693241
Subject_36,0.38841915,0.021742761,-0.45665193,-0.62371784
Subject_37,0.38884494,0.7976989,-1.1241447,0.1364679
Subject_38,-2.0406678,-0.30381823,-0.038709115,-0.5019972
Subject_39,-0.41060334,1.2342154,-0.051542994,-1.011642
Subject_40,0.41910034,1.3677714,-0.32551515,0.10995409
Subject_41,0.6388788,0.35757235,0.70342314,-0.5171315
Subject_42,0.28449574,0.07980346,1.0155486,-0.4480297
Subject_43,0.5415622,0.65495014,0.24745415,-1.0615798
Subject_44,-0.75409794,-0.023390863,-0.44415504,-0.5528656
Subject_45,1.4277493,0.44277132,1.1324532,-0.9577923
Subject_46,1.1940008,-0.39210525,-1.674635,0.37503338
Subject_47,-0.22097576,-0.9272972,-0.026231995,0.5232826
Subject_48,0.9156635,0.39129388,-0.18895322,0.06965749
Subject_49,0.2481132,-0.575464,1.5161213,0.18848594
Subject_50,-1.7827848,-1.4786702,0.73457485,-0.74107486
Subject_51,-1.3548222,-0.6989371,0.7613057,0.24122925
Subject_52,0.7920695,-0.042715363,1.3217065,-0.37500638
Subject_53,1.0659953,0.47805274,-0.42258367,-0.44542068
Subject_54,-1.002826,0.9976051,-2.1833825,2.2945113
Subject_55,1.8931293,0.064693235,0.5265516,0.36887762
Subject_56,-1.7593856,0.62639886,0.20692165,0.3493162
Subject_57,-0.0916506,-0.06534458,0.023006942,0.5420516
Subject_58,1.732944,0.2321994,0.9840499,-0.8207895
Subject_59,-0.6598028,-0.075840265,-0.8585222,0.17495468
Subject_60,-0.19149111,-0.26671457,0.39376625,-1.051779
Subject_61,-0.6323159,0.059151493,0.11884813,-0.51110697
Subject_62,-1.3991569,-0.36122996,1.790778,-0.5748747
Subject_63,0.8111284,-0.99285036,0.0902833,0.061511144
Subject_64,1.1885961,0.060474526,-0.62984836,-0.6181406
Subject_65,-1.344585,-0.46079966,0.41810507,-1.3908437
Subject_66,-0.41039547,0.33891547,0.24506864,1.5143069
Subject_67,0.11506278,0.29764745,-0.71553,-0.30532828
Subject_68,-1.2375665,-0.09166821,0.57965606,-0.78528345
Subject_69,-1.8394723,-1.4657046,-0.43087423,-0.20908453
Subject_70,0.6539893,0.43451205,0.6543425,-0.7645659
Subject_71,0.9528926,0.28852388,0.2622725,0.78280264
Subject_72,0.4453456,-1.3275048,2.0028434,-0.87109977
Subject_73,-0.45917216,1.0236373,0.2815852,0.3017537
Subject_74,0.26876572,-0.516938,0.027237585,0.5355394
Subject_75,0.21292661,1.3303573,0.26334167,-1.3922467
Subject_76,1.168206,0.14972305,-0.45157757,0.40726796
Subject_77,0.63546854,0.85959965,-0.15988262,2.6413963
Subject_78,-0.08973138,1.4738363,1.6841079,-1.2469602
Subject_79,-0.99228907,0.79395354,-0.10500279,0.8005908
Subject_80,2.510233,-1.1465936,-0.8934959,-0.23528402
Subject_81,-1.2015985,-0.064108446,0.3553568,0.4634909
Subject_82,0.8121349,1.2649783,-2.0207033,0.49408478
Subject_83,-1.5429937,-0.35778564,0.659034,-2.5797894
Subject_84,-0.5868134,1.40237,-1.9070053,-0.6585847
Subject_85,0.69673234,0.8668014,-0.27512217,0.7178268
Subject_86,-0.35037994,-1.0399685,-1.2134012,-1.4014008
