Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.40264362,-1.1091994,-0.5156078,0.059309013
Subject_2,1.283265,-1.4507787,-0.034861,0.43190986
Subject_3,-0.25320446,-0.579587,2.1951523,1.2106681
Subject_4,-0.38329226,-0.20449492,0.41799465,-2.2413824
Subject_5,0.7597157,0.2571572,-2.3110633,-0.07789031
Subject_6,0.60819036,-0.8830097,0.672828,0.15505785
Subject_7,0.11715543,-0.17393118,1.8868417,0.53694195
Subject_8,-0.58523023,-0.9341255,0.3355364,0.8015121
Subject_9,-0.9776552,0.93711996,-1.3115795,-0.022798242
Subject_10,0.3111994,-1.2185854,0.998583,-0.0058498518
Subject_11,-0.35461077,-1.335518,-1.6194371,0.363984
Subject_12,0.6097745,0.92946655,0.10252896,0.48110983
Subject_13,-0.64101535,1.9481181,-0.22966462,-0.0066674934
Subject_14,1.456475,-1.4603056,-0.89530176,0.9884005
Subject_15,0.10811575,-0.93773115,-0.1649977,0.15308884
Subject_16,-1.1066234,0.22233094,1.9593971,-0.79473555
Subject_17,-2.0229895,0.13470118,0.6405715,0.07213523
Subject_18,-0.49692878,0.8374523,0.284474,-0.12732016
Subject_19,-0.30722255,0.16098082,0.13619538,-0.3330269
Subject_20,0.42214876,-1.2773198,1.3378816,-2.0923223
Subject_21,0.5305852,0.6895144,0.3090358,-0.6215983
Subject_22,-0.1385249,1.0538418,-0.51806366,0.42401367
Subject_23,0.53930795,-1.1173619,-0.90499085,-0.48738033
Subject_24,0.5735191,-1.4071676,0.81437993,0.7232652
Subject_25,1.1493895,-0.7037186,-0.7661307,0.058451533
Subject_26,0.8202501,-1.0617251,-0.64338756,1.3128303
Subject_27,-0.7134409,0.7677649,-0.72385776,-0.07581641
Subject_28,-0.32392535,-0.62127924,-0.23365675,1.7126211
Subject_29,-0.07777669,-0.3210447,-1.0997889,0.66888267
Subject_30,-1.023266,1.4716656,-1.8895569,-1.2211496
Subject_31,-0.21794899,0.35229236,1.0052361,0.32420778
Subject_32,-0.40731588,0.7213782,1.1319394,-0.6625297
Subject_33,1.3194977,-2.3361943,0.4581479,0.32434276
Subject_34,-1.3357279,1.4146304,-0.3042334,-0.9155424
Subject_35,-0.3230795,0.025236672,-0.116739914,-0.6593665
Subject_36,0.5409072,0.8852522,0.117427245,-1.2953857
Subject_37,0.30081534,-1.0364524,-2.8036115,0.25648132
Subject_38,-0.65797734,0.1569917,-1.6415162,0.66370445
Subject_39,-0.53692234,-0.025172139,-0.56911916,-0.46064067
Subject_40,-0.12378759,0.8816547,-0.54019105,-0.4107484
Subject_41,-0.85978526,0.9439736,0.21469022,-0.021067584
Subject_42,-0.9825639,0.15864328,-1.633521,-0.0340093
Subject_43,-0.2863657,-0.5024398,0.6799133,-0.15444356
Subject_44,-0.9498835,0.6694181,-1.4632547,-0.33414248
Subject_45,-0.108050995,0.2991941,-0.9813318,0.0030336273
Subject_46,-1.9559084,1.9442049,-1.534715,-0.5880013
Subject_47,-0.046514086,-0.1899494,0.12836818,-0.92949647
Subject_48,-0.53096825,2.2255218,0.06205857,0.10539612
Subject_49,2.0118446,-0.24219966,-0.31495684,-3.789405
Subject_50,1.1130512,0.27435806,0.5493826,0.20536734
Subject_51,0.4336513,1.1273769,0.7298234,-0.9315774
Subject_52,-0.5679985,1.1828953,-1.1097,-0.6349528
Subject_53,0.2704751,-0.35339978,-0.8484403,0.0022410925
Subject_54,0.7705449,-1.3460809,-0.073425084,0.8107753
Subject_55,-0.8624273,1.0502678,0.35273772,-0.48930538
Subject_56,-0.70371175,0.5493,-0.67833304,0.06592944
Subject_57,0.14590453,1.0672144,0.5792431,0.37945974
Subject_58,-1.3085617,1.0433011,0.7983031,-0.25247028
Subject_59,0.26637304,-0.49432078,-0.98874646,1.2870404
Subject_60,-0.8576566,0.6821468,-0.33738637,0.01435951
Subject_61,-2.0707152,1.3935395,-0.8895327,-0.7475172
Subject_62,1.0864425,0.1694563,0.831623,0.015692817
Subject_63,0.8761035,-0.6350499,0.7194068,-1.2429466
Subject_64,-1.2737706,2.3338494,0.2654323,-0.8544068
Subject_65,-0.13875845,1.2746768,0.033331808,-0.27988455
Subject_66,-0.95579225,0.7086224,-0.03290338,0.22132625
Subject_67,0.78124696,-0.3354929,0.30971074,-1.3810523
Subject_68,0.67799634,1.1114174,0.12237815,-0.080903426
Subject_69,1.326377,-0.59214896,-1.3325832,0.2962984
Subject_70,0.10768334,-0.7506143,0.8034483,0.21184869
Subject_71,0.8923995,-0.60644656,0.32989475,0.1716942
Subject_72,-0.75572836,0.9684177,-0.42518815,-0.2675409
Subject_73,0.96265984,-0.8796438,0.45620656,0.19692108
Subject_74,1.656563,-0.5265323,-0.4217796,0.035330698
Subject_75,-1.5121565,1.0613452,-0.5762407,-0.2830101
Subject_76,-0.37817734,1.2987719,-0.2294323,-0.17944178
Subject_77,-0.777081,0.4561308,-1.9574256,-1.2101794
Subject_78,-0.16862248,-0.3794887,0.45725378,-0.5441928
Subject_79,2.2764444,-2.1568322,-0.31063288,0.4661426
Subject_80,0.66238123,-0.5578485,-0.00894025,-0.33407545
Subject_81,0.9604113,-1.2008333,-0.08524287,0.51904964
Subject_82,-1.2611789,-1.053581,0.49517283,0.63533014
Subject_83,1.3720244,-1.979292,0.17551725,-2.4126852
Subject_84,-0.49966708,0.29728025,-0.12844466,-0.087306924
Subject_85,-0.767181,1.1626722,-0.4531065,0.421632
Subject_86,-1.4039326,0.8545313,-0.64646703,0.1487752
