Subject_ID,Factor_1,Factor_2
Subject_1,0.27127463,-0.9923517
Subject_2,0.6883638,-1.0574453
Subject_3,0.19749285,-0.6680606
Subject_4,-1.427533,0.10107591
Subject_5,-0.46879172,1.2626919
Subject_6,0.20838988,-1.1407915
Subject_7,0.51425403,-0.8009217
Subject_8,0.12581831,-0.34652647
Subject_9,-0.03365745,0.616902
Subject_10,-0.16850534,1.7174543
Subject_11,0.2663439,0.20138825
Subject_12,0.48477346,1.5047034
Subject_13,0.053794265,2.1443617
Subject_14,1.3532429,-1.6658131
Subject_15,-0.12428238,-0.90893537
Subject_16,-1.3066447,-1.1802319
Subject_17,1.5912299,0.3795147
Subject_18,0.3584019,0.64882857
Subject_19,-0.56420785,0.20763227
Subject_20,-2.5162554,1.4263569
Subject_21,-1.2907714,0.9935236
Subject_22,1.10909,0.7195772
Subject_23,-0.5011887,0.61114657
Subject_24,0.2503098,-0.8454995
Subject_25,0.29344296,-0.37184224
Subject_26,0.755905,-1.3192438
Subject_27,-0.6616141,0.7619314
Subject_28,0.95047134,-2.0413246
Subject_29,0.1760418,-1.1690526
Subject_30,-0.71950734,0.69708747
Subject_31,0.39398515,-0.47679394
Subject_32,-0.251046,0.8862771
Subject_33,0.45790824,-1.1420983
Subject_34,-1.598285,1.3221006
Subject_35,-0.7834321,0.45233074
Subject_36,-1.1032898,1.1311421
Subject_37,0.29815066,0.78111064
Subject_38,0.6431188,0.60479313
Subject_39,-0.5037731,0.596231
Subject_40,-1.9256606,0.46690187
Subject_41,0.21379665,0.831097
Subject_42,0.027349472,2.0693543
Subject_43,-0.12459394,0.47530803
Subject_44,-0.38459226,0.765434
Subject_45,0.33729315,-0.10270081
Subject_46,-0.07259025,3.6399024
Subject_47,-0.9947374,-0.01912031
Subject_48,0.5381943,1.7655258
Subject_49,-2.8722866,0.8409957
Subject_50,0.48432124,-0.4345736
Subject_51,-1.1090752,0.65512127
Subject_52,-0.93185425,-0.15203282
Subject_53,-0.11682877,0.46644223
Subject_54,0.35306305,-1.4723309
Subject_55,0.17740145,1.2524426
Subject_56,0.47057527,1.4419832
Subject_57,0.79950774,-1.658646
Subject_58,-0.46898824,1.7445762
Subject_59,0.37609336,-0.54064137
Subject_60,0.34426865,0.22349681
Subject_61,-0.97268474,1.3999836
Subject_62,-0.31722492,-0.31046337
Subject_63,-1.4682113,-0.79839045
Subject_64,-0.08000629,3.0283542
Subject_65,-0.9313885,0.549133
Subject_66,0.23364162,0.50894785
Subject_67,-1.7183187,-0.787584
Subject_68,-0.2631309,0.104117304
Subject_69,0.28571382,-0.8950058
Subject_70,0.5086235,-0.41787618
Subject_71,0.3397879,-0.84905875
Subject_72,0.18501379,1.3869462
Subject_73,0.009955796,-0.9744493
Subject_74,-0.18407588,-1.0214919
Subject_75,-0.31319863,1.6728452
Subject_76,-1.2749369,2.2541792
Subject_77,-0.23032084,1.5359236
Subject_78,-0.43508282,-1.9536458
Subject_79,0.916307,1.3123829
Subject_80,0.019406147,1.1084974
Subject_81,-0.25677013,-1.4632953
Subject_82,0.87535566,-1.1565509
Subject_83,-2.205464,-1.7505921
Subject_84,-0.340798,0.2464682
Subject_85,0.8986485,1.1331809
Subject_86,0.066742755,-0.34319818
