Subject_ID,Factor_1,Factor_2
Subject_1,0.90941834,-0.11315788
Subject_2,0.76028985,-1.2983263
Subject_3,-0.35314557,-0.06287177
Subject_4,1.8375851,-0.57545847
Subject_5,1.3339636,-0.32125616
Subject_6,1.6904284,-1.4039174
Subject_7,-0.5111493,-0.16892813
Subject_8,-1.6144145,-0.0051184325
Subject_9,1.3955095,1.136447
Subject_10,1.784655,-0.51202345
Subject_11,0.60439384,-0.11337714
Subject_12,-1.69363,2.5333755
Subject_13,-0.36908615,-4.3087516
Subject_14,0.6830649,1.4736558
Subject_15,0.1750723,0.63936156
Subject_16,-0.38840845,2.0566208
Subject_17,-1.1870854,-1.523436
Subject_18,1.2407569,12.611348
Subject_19,-1.0868199,3.5881553
Subject_20,0.10116786,-1.6415925
Subject_21,1.1948506,1.5728213
Subject_22,2.2640896,-0.95011175
Subject_23,0.7349426,2.5637453
Subject_24,0.98235315,-0.31295756
Subject_25,1.5625898,-2.1750567
Subject_26,0.69257903,1.1574692
Subject_27,0.53198564,-1.5285017
Subject_28,-0.6538392,1.7466416
Subject_29,0.16429362,-1.2060688
Subject_30,0.2957078,-2.3080258
Subject_31,1.8718538,0.49077988
Subject_32,-0.84091544,0.83174217
Subject_33,-1.2220145,1.165369
Subject_34,-1.1449726,2.5124946
Subject_35,1.8066887,1.0416383
Subject_36,-1.4659029,-1.4662949
Subject_37,0.27323648,-0.88590944
Subject_38,0.8183087,-2.4214947
Subject_39,-0.37288374,-0.8448207
Subject_40,0.92022705,-0.5905628
Subject_41,-0.44322205,0.29983532
Subject_42,-0.99311894,-0.6211673
Subject_43,-0.08920835,-1.2988195
Subject_44,-0.91969514,-0.031354073
Subject_45,-0.30152646,-1.2914219
Subject_46,-1.6431286,-2.3177006
Subject_47,-1.7650375,0.46972728
Subject_48,0.75572544,-1.8353604
Subject_49,0.093721785,-0.8438359
Subject_50,1.1114173,3.6941578
Subject_51,1.4484397,1.1074817
Subject_52,-0.07467734,0.8526748
Subject_53,-0.6232951,1.1524619
Subject_54,-0.6221062,1.772371
Subject_55,-1.1824734,-3.4810166
Subject_56,-0.3266721,1.7013552
Subject_57,0.54134566,0.4680547
Subject_58,-0.23323415,-3.8733587
Subject_59,0.5715398,0.7804101
Subject_60,-1.6901388,0.1449894
Subject_61,1.3581591,1.4394395
Subject_62,0.060622413,3.1505742
Subject_63,0.34501743,0.049440283
Subject_64,-1.2020115,-2.222133
Subject_65,0.056564637,2.4962904
Subject_66,0.56648546,0.53952885
Subject_67,-0.37595713,1.7107154
Subject_68,0.19839364,2.7665923
Subject_69,0.4241761,6.049399
Subject_70,0.025776327,-0.91005325
Subject_71,-1.0626267,-0.028719056
Subject_72,1.8836632,-1.2689948
Subject_73,-1.7617961,0.5289139
Subject_74,0.023369055,-0.9550407
Subject_75,1.1490734,0.53073424
Subject_76,0.015480746,-2.1006107
Subject_77,-0.4786266,-2.493348
Subject_78,0.3790142,0.6046805
Subject_79,-0.28438097,3.5904028
Subject_80,-1.4513924,-4.03686
Subject_81,-0.97049034,0.61146843
Subject_82,-0.5780874,0.6993885
Subject_83,-1.313425,1.6053766
Subject_84,0.64079463,-0.5813904
Subject_85,0.19210641,-3.2041757
Subject_86,1.7190284,3.2439327
