Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.030760486,-0.04842876,0.37267908,-0.41950414
Subject_2,-0.06914138,-0.49777672,0.9116071,0.22974625
Subject_3,-0.22966905,-0.2979273,0.45193687,-0.6475829
Subject_4,2.1385114,-0.8882825,0.6966088,-0.30056393
Subject_5,0.3462543,-0.2620521,-0.9840445,0.70024395
Subject_6,-0.052360065,1.2156696,0.92053187,-0.43627936
Subject_7,-2.4460497,-0.6097981,0.5893826,-0.8884054
Subject_8,-0.062245194,0.7214157,0.244206,2.6469345
Subject_9,0.098128766,-0.6844645,-1.6621567,0.013338592
Subject_10,0.09410446,0.57301944,0.23240373,0.481335
Subject_11,-0.39198735,0.318331,1.879797,-0.038737483
Subject_12,0.15478987,-0.08944912,1.9511526,-0.09032457
Subject_13,-0.06613263,0.5998752,1.2853132,3.2613552
Subject_14,-0.5157383,-0.8670592,2.1660433,-0.76218385
Subject_15,0.029946439,0.6677231,0.8537337,1.2326734
Subject_16,0.20680551,-0.2100442,0.87098104,1.6478909
Subject_17,-2.2193217,-0.14755848,-0.9160844,0.69241357
Subject_18,0.27177665,0.55045694,-0.43512535,1.6728656
Subject_19,0.16465543,-0.12609965,-0.16017853,0.6445319
Subject_20,2.0876405,-0.025067,-1.2585667,-0.08477397
Subject_21,1.0324405,0.1835214,-0.20966737,0.23893784
Subject_22,-0.10915441,0.4731535,-1.5819283,-1.9931141
Subject_23,0.35191563,-1.5457976,1.4984392,5.432792
Subject_24,-1.4336073,-1.5623507,1.3951966,-0.32275078
Subject_25,-0.13631108,0.15923278,-1.1964061,-1.8879521
Subject_26,-0.1710049,0.00028621615,1.5861945,0.16335033
Subject_27,0.8653469,-0.30142117,-1.3639098,-0.8299467
Subject_28,-0.37056622,-0.47431657,1.2738479,0.34258544
Subject_29,-0.5045942,-0.8805497,0.20689438,-1.1965096
Subject_30,0.7483007,1.0571913,-1.4057481,-1.001745
Subject_31,-0.10224931,0.031162193,-0.96086407,-0.42837018
Subject_32,1.7331384,-0.39248353,-0.37053365,0.5456272
Subject_33,-0.38426924,0.55826914,2.3292441,-0.46587038
Subject_34,0.99385786,0.6287486,-0.99345785,1.3882195
Subject_35,0.47621608,-1.7673552,-0.15448335,-0.000794038
Subject_36,0.93893987,-0.31393602,-1.5621855,0.55028313
Subject_37,-0.20480102,-0.22177695,-1.6023291,-0.5525452
Subject_38,-0.25029996,0.07658584,-0.23364422,-0.3796601
Subject_39,0.17706111,0.102618575,-0.5313096,0.41350728
Subject_40,1.521657,1.0000653,-0.94604665,-0.31882945
Subject_41,-0.040093917,1.4032507,-1.255242,-0.37944525
Subject_42,-0.052628793,-1.5790989,-1.9628019,-0.30568814
Subject_43,0.08492007,-0.97105473,-2.7092297,0.02432959
Subject_44,0.11159634,-0.5729367,-2.3643768,0.6819329
Subject_45,-0.12821521,-0.5057485,-0.99431723,-0.40394154
Subject_46,-0.06091752,-0.83028775,-5.5795727,1.0197644
Subject_47,2.059583,-0.1862661,0.90702516,0.43031964
Subject_48,-0.87375605,-1.3804195,-1.4690555,2.0830672
Subject_49,3.9459522,-1.651094,0.09766594,0.606351
Subject_50,-0.23357704,1.6913388,-0.8216787,0.325495
Subject_51,2.5687835,1.3624616,-0.9776833,-1.2634093
Subject_52,1.6515793,-0.34097373,0.4785041,0.12386897
Subject_53,1.2064275,1.3684957,-1.6037198,-0.93852603
Subject_54,-0.29903433,1.1176317,2.5920174,-0.85028344
Subject_55,-0.40314803,0.23200502,-1.863639,1.126894
Subject_56,-0.17274323,2.0219007,-0.67212015,-1.7892672
Subject_57,-1.2577674,0.12445669,1.4199588,-0.8575248
Subject_58,0.73565626,-0.3787007,-2.3772974,-0.73592174
Subject_59,-0.6508742,-1.2049012,0.5706011,-0.024333011
Subject_60,-0.048772935,-2.1380026,-1.0825627,1.7780461
Subject_61,1.0553666,-0.44982347,-1.3958844,0.516021
Subject_62,0.046071544,0.8031062,0.2597963,0.8241432
Subject_63,0.08797722,-0.8433171,-0.40811807,-0.19739915
Subject_64,0.4752174,0.62399006,-1.5262618,-0.20114492
Subject_65,0.1930969,0.43432873,-0.59507805,1.5890145
Subject_66,-0.1900509,0.32150578,-0.6959967,-0.98821026
Subject_67,1.6090956,1.2347728,1.3402126,0.22519287
Subject_68,2.0052917,1.0273818,0.07133269,-0.15837787
Subject_69,-1.9389207,1.2839899,0.93604535,0.69451517
Subject_70,-0.22051346,0.9257916,0.7514562,0.09500252
Subject_71,-1.0941279,-0.9860189,1.0285853,-0.11849232
Subject_72,-0.20223738,0.16300747,-1.0757167,-0.41294518
Subject_73,-0.060447376,-0.23748103,1.3195425,-1.9778551
Subject_74,0.044433914,-0.17848371,1.2989832,-0.4589665
Subject_75,0.67743087,2.0606363,-1.9965086,0.60101104
Subject_76,0.83310425,1.2774701,-0.859833,0.102997035
Subject_77,1.5900586,-0.12002448,-0.92219424,2.8221781
Subject_78,0.5677749,-0.28722274,0.47173443,-0.7263569
Subject_79,-0.7769659,0.5189414,2.1903098,-1.7925507
Subject_80,0.9351156,-1.1721114,-0.90622133,0.5200041
Subject_81,-0.006453492,-0.64065284,1.0665951,-0.29717186
Subject_82,-0.12516312,-0.30844653,-0.7342826,-0.40765795
Subject_83,3.9253085,-0.18389216,1.2317642,-0.63197076
Subject_84,0.035879083,-0.85487634,-0.5299917,1.3354685
Subject_85,-0.2026429,-0.287815,-0.918831,-1.5014521
Subject_86,-0.77423924,-0.265008,-0.99565333,1.241622
