0,1,2
1.5650556,2.1125956,0.19955064
-1.0953752,0.15934865,0.012651049
1.02897,1.197746,-1.5582281
-0.20283358,-1.1699595,-0.5191028
0.86848146,-2.049803,-0.14455223
1.7927597,-0.36927348,-1.3878027
0.79048675,0.241409,-0.720601
-0.12806852,0.47216797,0.0450099
1.5211049,1.9238111,-0.6449376
0.4690057,-1.2763085,-0.61929625
0.3209526,-0.9907939,0.0763433
1.1770482,-0.6279461,-0.37913454
-1.2217551,0.9015812,1.1803235
0.8978464,0.400544,0.32795504
0.29141206,-1.0266974,-1.1790601
-0.048870075,0.30315924,-0.6127001
0.34933245,-1.7071959,0.6192896
