Feature,Factor_0,Factor_1
rigidity_left,-0.014877057,0.089712985
rigidity_right,-0.15463565,0.012011231
tremor_rest_left,-0.11636976,-0.12742423
tremor_rest_right,0.2890945,0.02438426
tremor_postural_left,0.013867589,0.26713538
tremor_postural_right,0.0074722283,-0.14747708
bradykinesia_speed_left,0.19833973,-0.049858812
bradykinesia_speed_right,0.12658872,-0.37051788
bradykinesia_amplitude_left,-0.10347969,-0.0013892158
bradykinesia_amplitude_right,-0.015364822,0.14688689
bradykinesia_rhythm_left,-0.0069681755,0.24091654
bradykinesia_rhythm_right,0.27304563,0.061033618
mirrormovement_left,-0.17510746,0.14562678
mirrormovement_right,-0.19568782,-0.10833696
