Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,0.27982914,0.880104,0.43584484,-0.026288847,0.14047837,0.0520765,0.6834066,0.32825676,0.6336682,0.15159588,0.5422496,-0.2260974,-0.7159072,-0.3190103,0.6345127,-0.25899157,0.20118387,-0.10126833,0.7222168,-1.9956183
volume_sn_voxels_feature_1,0.13274167,1.1140642,0.43445414,0.33225435,0.33284435,-0.025191395,0.69951886,0.42508033,0.72964513,0.6618929,0.65409505,-0.60562253,-0.93348074,0.0662505,-0.95862937,0.067767814,-0.776055,0.564241,0.83319306,-1.2385821
volume_sn_voxels_feature_2,0.21391097,-0.38951415,0.18520102,-0.36281207,0.14449583,-0.19825979,0.17662454,-0.005355505,0.11265636,0.029649256,0.18190195,-0.021720571,-0.558996,-0.1706707,1.054572,0.32203653,0.5479029,-0.81721306,0.30008596,-1.3714132
volume_sn_voxels_feature_3,-0.096574545,0.036153175,0.067331485,-0.1784875,0.12865283,-0.09962549,0.030793766,-0.20599091,-0.1409428,0.13127801,0.186794,-0.18744628,-0.6226651,0.03620234,0.098787144,0.46738973,-0.36432973,-0.31873372,0.78954226,-1.1543533
volume_sn_voxels_feature_4,-0.11015603,-1.0655161,-0.30320007,-0.1200878,0.038931064,-0.33734518,-0.3404711,-0.41407934,-0.8842798,-0.07374066,0.052395653,-0.053165533,0.24409144,-0.006548628,0.37119454,0.8704712,0.07430438,-0.5086371,-0.100475125,-1.3856374
volume_sn_voxels_feature_5,-0.1652001,-1.5877548,-0.07023644,0.040270336,-0.1014697,-0.23380952,-0.66201746,-0.7163528,-0.46039367,-0.4015878,0.10265748,1.029821,-1.2409041,-0.7503569,0.6531416,-0.9341783,-1.0297022,-0.4187898,0.6364929,-1.292419
volume_sn_voxels_feature_6,0.13027498,-1.5807635,-0.2111873,-0.5541401,0.60967016,0.33990508,-0.26146805,-0.12680876,-0.18726641,-0.3605623,0.33398762,1.2676085,-0.569323,-0.033694815,0.4301641,-0.9701197,-0.63905686,-0.80729306,0.24265581,-1.2117937
volume_sn_voxels_feature_7,-0.08642275,-1.431551,0.8327416,-0.076703824,0.08860608,-1.0078399,-0.4405766,-0.052502785,0.02192428,0.22021258,0.060823064,0.9932961,-1.1786104,-0.08264296,0.13736242,-0.46306592,-1.1264422,0.2080801,0.7127129,-1.0481522
volume_sn_voxels_feature_8,-0.06701011,-1.5775042,0.36002943,-0.25394595,0.25511855,-1.2027104,1.0657238,1.0363408,0.028635876,0.12141322,-0.35698178,-0.11548303,0.31249642,0.17672138,0.09701786,0.44626978,0.1784224,1.1077771,0.2607544,-1.0352906
volume_sn_voxels_feature_9,0.47143495,-1.5917808,0.46939066,-0.052995287,0.0063932943,-1.1360035,0.9739966,1.2186307,0.18762527,-0.07242952,-0.25673434,-0.9122244,0.6651105,0.21842434,0.29136157,0.6908233,0.53720146,1.387323,-0.42208824,-0.85684013
volume_sn_voxels_feature_10,0.94981855,-1.213045,0.50342256,0.24680261,-0.20357648,-1.2819185,1.2046579,0.9628372,0.14054497,-0.26033148,-0.16201253,-1.1435298,0.8401666,0.11641808,0.87448543,0.59576833,-0.33593488,1.2473412,-0.7836639,-0.9096808
volume_sn_voxels_feature_11,0.08379425,0.8399288,0.4384169,-0.02211563,0.4594336,-0.25333595,1.1809462,1.0030979,1.2822818,0.14204575,0.5015206,-0.5741132,-0.78491086,-0.0033699754,-0.6989505,-0.5805548,-0.77630013,1.0969781,-0.07366659,-1.6228695
volume_sn_voxels_feature_12,-0.09953289,0.5518442,0.21900998,-0.1841277,0.0043168073,0.07893001,0.19993651,0.082780495,0.62020767,-0.109778054,0.07415019,0.07228995,-0.34344178,0.25475985,0.32019678,-0.009508721,-0.37832293,0.3081809,0.16911826,-1.6953446
volume_sn_voxels_feature_13,-0.21621753,-0.5551392,0.031375494,-0.22949176,-0.24933526,0.11350819,-0.2646542,-0.32479432,-0.2560926,-0.08290014,-0.21046387,0.25599197,0.30762196,0.119607605,0.75256217,0.28450394,0.20542605,-0.06059577,-0.17430982,-1.4053898
volume_sn_voxels_feature_14,-0.39586455,-0.28166422,-0.24357107,-0.15162694,-0.2892706,0.025991721,-0.60415655,-0.61213386,-0.53594816,0.14780194,-0.42990333,-0.096833475,0.38160864,0.88626105,-0.4907604,0.8598415,-0.73043287,0.31243163,0.3158223,-1.3373383
volume_sn_voxels_feature_15,-0.09836913,-0.97899854,-0.043517362,-0.22255494,-0.319079,0.42585206,0.5088882,0.06564664,-0.26537192,-0.29501355,0.18806338,0.85741574,0.7535026,-0.36706966,0.9081752,-0.68169343,0.77762073,-0.56637716,-0.77536863,-1.4667679
volume_sn_voxels_feature_16,-0.34611925,-1.5245187,-0.29009318,0.09495401,-0.47712812,-0.12768911,-0.078566104,-0.24089551,-0.7682397,-0.14686343,-0.27442777,0.14655168,0.8644002,-0.18581812,0.43410483,0.19688222,0.5960596,-0.20509571,-0.64946264,-1.624927
volume_sn_voxels_feature_17,-0.07543265,-1.2667809,-0.1565872,-0.1439061,-0.1998288,0.3367738,0.14510548,-0.18909028,-0.68205804,-0.24344526,-0.03230209,0.66054434,0.7567693,0.029156266,0.08724214,-1.1450131,0.31201115,-0.5168172,-0.39875835,-1.2416903
volume_sn_voxels_feature_18,-0.25921056,-1.4277533,-0.27786162,0.18439028,-0.28620443,0.16027431,0.10545945,-0.12966572,-1.0606868,-0.1526827,-0.084261455,0.047345348,1.148763,-0.0913289,-0.027711337,-0.27657697,0.57299566,-0.09458201,-0.58200556,-1.4545008
volume_sn_voxels_feature_19,-0.13154049,-1.3811096,0.20800456,-0.21091253,-0.033084296,-0.724966,-0.11554741,-0.30557972,-0.051980324,0.16663891,0.082562275,0.36254197,-0.21732481,-0.13567571,-0.4241948,-1.0835054,-0.5895513,0.56668824,0.3606605,-1.3509433
volume_sn_voxels_feature_20,-0.6216349,-1.596848,-0.22349973,0.110713,-0.3786769,-0.17686506,0.1163388,-0.051240016,-0.74235404,0.07587724,-0.28026393,-0.17136736,1.0715632,-0.010877062,-0.42876226,-0.61787575,0.29287156,0.66906893,-0.2499355,-1.480511
volume_sn_voxels_feature_21,-0.50631154,-1.4071841,0.6309842,0.21362038,-0.13647431,-1.4048415,-0.021641085,0.10227557,0.49008843,0.10088211,0.36017823,-0.15915649,-0.83651406,-0.45022285,-0.42573446,-0.3213636,-0.9269001,1.0709746,0.6073892,-0.4831045
volume_sn_voxels_feature_22,-0.13478206,-1.2593948,0.5712203,0.36944902,-0.04216499,-1.5177431,0.6243185,0.2616524,0.1995391,0.26741776,0.12223507,-0.74276936,-0.24138,-0.060685158,-0.16821028,0.3711407,0.3745797,1.5182471,0.06333737,-0.1601336
volume_sn_voxels_feature_23,0.4020494,-1.3158654,0.8707717,0.5776115,-0.14723554,-1.32035,1.1002319,0.4586525,0.5717286,0.2235099,0.004766732,-1.010999,0.24994639,-0.12983544,0.28867027,0.687922,0.74881995,1.1954339,0.10607128,0.1941017
volume_sn_voxels_feature_24,0.599357,-0.6198651,0.36855802,0.5718377,-0.37587804,-1.3276951,0.958037,1.0274799,0.25655177,-0.34689584,0.043308932,-1.2941,0.5224748,0.06560151,0.88880527,0.78225374,-0.3363305,1.1637148,-0.30019614,-0.37611744
volume_sn_voxels_feature_25,-0.40754345,1.058234,0.30198795,0.17301685,0.095030695,-0.10200314,0.9931763,0.46193662,1.027208,-0.056398273,-0.05681833,-0.15660599,-0.27362227,0.2715475,-1.1410905,-0.32080236,-1.1681185,1.2019391,-0.5349952,-1.3583249
volume_sn_voxels_feature_26,-0.2546134,-1.1326814,0.21766838,0.3474929,-0.4934752,0.56118083,0.06501854,-0.97859246,-0.5075512,0.08178798,-0.15804866,0.552889,0.7752162,-0.25863788,-0.71770436,-1.3262196,0.036308493,0.79266495,-0.26874217,-1.1457456
