Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,-0.059351794,-0.012043351,-0.14075466,-0.13284028,-0.032206114,0.053043403,-0.17428681,0.07581195,0.095563926,-0.059603076,0.16002531,-0.0387742,-0.0037672229,0.1842577,0.07847038,0.0058628297,-0.10776609,0.05910687,0.34611478,0.2189162
rigidity_right,0.24570906,-0.025787381,-0.064584896,0.0018695518,0.0066278563,-0.049642704,-0.11758878,-0.14460896,-0.023642795,0.16736022,0.13881372,0.093516916,0.030424768,0.25882453,0.2436166,-0.00815207,-0.045881506,0.32123482,-0.03723275,-0.03679681
tremor_rest_left,-0.024551682,-0.06459412,-0.1926506,-0.13215925,0.16336644,0.11301981,-0.33263266,0.21861233,-0.0057212156,0.015171921,0.13790208,-0.039762333,0.11328878,-0.072591856,-0.12609944,0.19129321,-0.02189389,-0.13360861,0.2891159,0.04544738
tremor_rest_right,0.2111774,0.041957363,-0.1267619,0.06107012,0.31684923,0.08803594,0.13393117,-0.04037442,0.008124646,0.08502644,-0.11150079,0.033739116,-0.08766338,0.045296095,0.022385491,0.00938262,-0.1489242,0.067049064,-0.0020345931,0.0032693653
tremor_postural_left,-0.09215476,-0.01306177,-0.13348795,-0.2948266,-0.098184384,0.07653374,0.0692215,0.08937912,-0.060264714,0.19470857,0.028454458,0.025409825,0.10830796,0.0051292116,-0.07354768,0.0073018274,-0.030850828,-0.033381153,0.09789938,0.036140006
tremor_postural_right,0.2713843,-0.0908401,-0.14097998,0.09076291,-0.002184253,0.094967335,0.056626428,0.049309865,-0.08687199,0.021275662,0.07142543,-0.102811925,0.18222643,0.25811735,-0.19113554,-0.16551977,0.1093267,-0.061888915,-0.20161282,-0.023037313
bradykinesia_speed_left,0.03848719,0.11813677,0.051031504,-0.38858354,0.09954378,0.09928663,0.047521863,0.15452439,0.16235855,-0.42267212,-0.05127279,-0.16938122,0.2910109,-0.010033605,0.001660911,0.23531736,0.22274949,-0.050673705,0.2258902,0.056219395
bradykinesia_speed_right,-0.0020521826,0.13261132,0.079122886,0.15369116,-0.082927614,-0.12357531,-0.08445803,-0.18026273,0.01465262,0.044338413,-0.010472184,-0.013323746,-0.2081443,-0.10027218,0.07545209,-0.0061990856,-0.0030796202,0.31024206,0.02044022,-0.07700235
bradykinesia_amplitude_left,-0.0032371895,-0.046566002,0.075974315,-0.34443527,0.16483256,0.14468539,-0.10688803,0.11989656,0.125733,-0.24333596,0.03693618,-0.09639557,-0.00032890323,-0.060862157,0.2843592,0.041761458,0.15687609,-0.12030503,-0.09891245,0.057396587
bradykinesia_amplitude_right,0.15401718,0.08070421,0.1349019,0.19057678,0.22440818,0.08478831,-0.034959286,-0.0494506,0.021036608,0.20742159,-0.19855298,-0.025552966,-0.10016144,0.05920541,0.13839276,-0.13151905,0.13287361,0.37998533,-0.02885044,-0.19226176
bradykinesia_rhythm_left,0.09733098,0.048315346,0.27468812,-0.013532772,-0.013936928,-0.07588249,-0.04561879,-0.050521825,-0.057979267,-0.24963754,0.11192205,0.21113144,-0.11540165,0.05368534,0.16454268,-0.06503438,-0.1698476,-0.07673873,0.09014261,-0.11708115
bradykinesia_rhythm_right,0.341261,-0.0035863495,0.10477673,0.20018332,0.1804809,0.18493086,0.051482983,-0.4425396,0.13333598,-0.20323178,-0.00834982,-0.089189604,-0.704539,0.0019741873,0.24393982,-0.088621676,-0.22568025,0.38293505,-0.37710837,0.0043436894
mirrormovement_left,1.100804,-0.122699134,0.0276944,0.038615525,-0.25588125,-0.63006794,-1.1565565,-0.11612229,0.11651654,0.36982384,-0.05413176,0.096070856,-0.24055071,0.10382245,-0.021329356,0.002367035,0.1285145,1.656202,-0.15787801,-0.043852538
mirrormovement_right,-0.20011955,-0.08934369,0.105022095,-0.894119,-0.09544561,-0.08064494,-0.15307863,-0.15267612,0.040768523,-0.707871,0.033726957,0.0582391,0.074890256,-0.12856136,-0.008519509,-0.03914156,0.48941952,-0.58489925,0.2272469,-0.10597412
