Feature,Factor_0,Factor_1
rigidity_left,0.05245656,-0.26503333
rigidity_right,0.11193806,-0.15958102
tremor_rest_left,0.28830704,0.10227408
tremor_rest_right,0.28206387,0.12925169
tremor_postural_left,0.063967936,-0.009247156
tremor_postural_right,0.15216331,-0.21757275
bradykinesia_speed_left,-0.26219034,-0.025726084
bradykinesia_speed_right,0.061341673,0.06052635
bradykinesia_amplitude_left,0.311026,0.4761121
bradykinesia_amplitude_right,-0.038454704,0.010198261
bradykinesia_rhythm_left,0.30583495,0.06550142
bradykinesia_rhythm_right,0.12799382,0.13298526
mirrormovement_left,-0.042763844,-0.16164602
mirrormovement_right,-0.29544333,0.14749254
