experiment_id,experiment_name,status,duration_seconds,duration_formatted,start_time,end_time,num_samples,num_chains,K_values,cv_folds
methods_comparison_20251005_235657,methods_comparison,completed,794.643195,13.2 minutes (795s),2025-10-05 23:56:57,2025-10-06 00:10:12,2000,4,"[5, 10, 15]",5
