Feature,Factor_0,Factor_1
volume_sn_voxels_feature_0,-0.5159355,-0.4364666
volume_sn_voxels_feature_1,-0.5890472,-0.77477956
volume_sn_voxels_feature_2,-0.4265938,-0.1616526
volume_sn_voxels_feature_3,-0.43818223,-0.27253377
volume_sn_voxels_feature_4,-0.6308598,0.013344356
volume_sn_voxels_feature_5,-0.76219404,-0.053520635
volume_sn_voxels_feature_6,-0.65855396,-0.102761306
volume_sn_voxels_feature_7,-0.76265925,0.12237804
volume_sn_voxels_feature_8,-0.89297444,-0.109135605
volume_sn_voxels_feature_9,-0.8391162,-0.053564593
volume_sn_voxels_feature_10,-0.78855336,-0.3533411
volume_sn_voxels_feature_11,-0.45640087,-0.46298617
volume_sn_voxels_feature_12,-0.48716006,-0.4765044
volume_sn_voxels_feature_13,-0.66658586,-0.33337918
volume_sn_voxels_feature_14,-0.55384445,-0.20344393
volume_sn_voxels_feature_15,-0.6757244,0.03447696
volume_sn_voxels_feature_16,-0.68800354,-0.5677581
volume_sn_voxels_feature_17,-0.82975256,-0.10618888
volume_sn_voxels_feature_18,-0.8666832,-0.20729302
volume_sn_voxels_feature_19,-0.8211037,0.15619941
volume_sn_voxels_feature_20,-0.9051832,-0.010279451
volume_sn_voxels_feature_21,-0.867731,-0.064565964
volume_sn_voxels_feature_22,-0.83233076,-0.15057012
volume_sn_voxels_feature_23,-0.6858711,-0.26686713
volume_sn_voxels_feature_24,-0.8499338,-0.31621012
volume_sn_voxels_feature_25,-0.52824384,-0.596079
volume_sn_voxels_feature_26,-0.9380065,0.077280454
volume_sn_voxels_feature_27,-0.7426895,-0.40640375
volume_sn_voxels_feature_28,-0.75679976,-0.2628855
volume_sn_voxels_feature_29,-0.6771103,-0.29112104
volume_sn_voxels_feature_30,-0.8799102,-0.54132855
volume_sn_voxels_feature_31,-0.80810404,-0.13106523
volume_sn_voxels_feature_32,-0.5862488,-0.25860694
volume_sn_voxels_feature_33,-1.0431652,-0.5314879
volume_sn_voxels_feature_34,-0.92849433,0.6451538
volume_sn_voxels_feature_35,-0.78955984,0.7794503
volume_sn_voxels_feature_36,-1.1203011,-0.363462
volume_sn_voxels_feature_37,-1.3448921,0.10494403
volume_sn_voxels_feature_38,-0.77430636,-0.31409398
volume_sn_voxels_feature_39,-0.8246064,-0.37392274
volume_sn_voxels_feature_40,-0.99606866,-0.27492204
volume_sn_voxels_feature_41,-1.1033816,0.12644307
volume_sn_voxels_feature_42,-1.0972164,0.28460577
volume_sn_voxels_feature_43,-1.0216928,0.37972605
volume_sn_voxels_feature_44,-1.1271205,-0.029051285
volume_sn_voxels_feature_45,-0.90468067,-0.80236274
volume_sn_voxels_feature_46,-0.6869378,1.2935151
volume_sn_voxels_feature_47,-1.0362179,-0.657564
volume_sn_voxels_feature_48,-1.072031,-0.23980893
volume_sn_voxels_feature_49,-0.56421244,1.2102597
volume_sn_voxels_feature_50,-0.95928556,-0.48853168
volume_sn_voxels_feature_51,-1.0879438,-0.56646645
volume_sn_voxels_feature_52,-1.0807451,-0.60221773
volume_sn_voxels_feature_53,-1.0607561,0.840522
volume_sn_voxels_feature_54,-0.93093437,-0.58649933
volume_sn_voxels_feature_55,-0.8033823,-0.20078243
volume_sn_voxels_feature_56,-1.094022,-0.4190143
volume_sn_voxels_feature_57,-1.1096249,-0.09857704
volume_sn_voxels_feature_58,-1.0488169,0.5141556
volume_sn_voxels_feature_59,-1.0099596,0.6606617
volume_sn_voxels_feature_60,-0.73565525,-0.12213961
volume_sn_voxels_feature_61,-1.0042317,0.15471128
volume_sn_voxels_feature_62,-1.1730137,0.15588267
volume_sn_voxels_feature_63,-1.0130183,0.57961863
volume_sn_voxels_feature_64,-1.1630867,0.48306307
