Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,4,100.0,Robust,0.9877953231334686
1,4,100.0,Robust,0.9878649711608887
2,4,100.0,Robust,0.9878604561090469
3,4,100.0,Robust,0.9877469092607498
4,4,100.0,Robust,0.9879079014062881
