Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,0.00012003987649222836,-0.000376781914383173,-0.0007343880133703351,-7.805647328495979e-05,0.0011063748970627785,-0.0012126147048547864,0.0018933184910565615,-0.0007017432944849133,0.0007308359490707517,-0.00010585824202280492,-0.0015533310361206532,0.0016083953669294715
rigidity_right,-0.00011337284377077594,-0.0002470585168339312,-0.0004776596906594932,0.0006506946519948542,-0.0017656879499554634,-0.0010878597386181355,-0.00010454724542796612,-0.0010970071889460087,-0.0011613371316343546,0.00048108736518770456,0.00037131126737222075,0.0004993322654627264
tremor_rest_left,0.00018945653573609889,-0.0006908648647367954,-4.6427030611084774e-05,-0.0006789247272536159,0.0005282472702674568,0.0012011774815618992,0.0020161590073257685,0.0012614342849701643,0.0013053372967988253,-0.001337487599812448,-0.0019934040028601885,0.0010130868759006262
tremor_rest_right,0.00022242935665417463,-0.0004889990668743849,5.656543726217933e-05,-0.00023347031674347818,-0.0009715594351291656,0.0005693180719390512,0.0005420521483756602,0.0009762722766026855,-0.0012914382386952639,-0.0016767658526077867,-8.549385529477149e-05,0.00022425773204304278
tremor_postural_left,-0.00020334639702923596,-0.0008633166435174644,-0.0004430083790794015,-0.0008148039923980832,0.0012056069681420922,0.0010572681203484535,0.0005430190358310938,0.000499559158924967,0.0014458445366472006,0.0002504626172594726,-0.0017488363664597273,0.0017287102527916431
tremor_postural_right,0.00011364213423803449,-4.384464773465879e-06,0.0008798360941000283,5.507719833985902e-06,-0.0020313384011387825,0.0005899228272028267,-0.0017889522714540362,0.0008038067608140409,-0.0014316289452835917,-0.0009167252574115992,0.000677982927300036,-0.00013169209705665708
bradykinesia_speed_left,0.00026526101282797754,0.00018393791106063873,7.013679714873433e-05,0.000359458033926785,0.001360517693683505,-0.0008973892545327544,0.0015896366676315665,-0.0002989869681186974,0.0010601590620353818,0.0007970597362145782,-7.411174738081172e-05,0.0013366019120439887
bradykinesia_speed_right,-2.1423005819087848e-05,0.00015738258662167937,-0.00031674711499363184,0.0009334668284282088,-0.0014041911344975233,-0.00010326867050025612,-0.0014521894045174122,0.0009778086096048355,-0.0017049259040504694,-0.0008432899485342205,0.000614997697994113,9.622200741432607e-05
bradykinesia_amplitude_left,0.00028217275394126773,2.097501237585675e-05,-6.612783181481063e-05,-2.924239743151702e-05,0.001604278339073062,-0.001053112093359232,0.0013421307085081935,-0.0009710134472697973,0.001084356801584363,0.0011184185277670622,-0.00031994617893360555,0.0018544010818004608
bradykinesia_amplitude_right,-7.222456770250574e-05,5.3494044550461695e-05,-0.0002542156435083598,0.0008964698645286262,-0.0012238816125318408,-0.0004890081472694874,-0.00157525937538594,0.0006245803087949753,-0.001785480184480548,-0.0004224563017487526,0.0004306453629396856,-0.0002911581832449883
bradykinesia_rhythm_left,0.0001537294447189197,0.00012623530346900225,-6.250173464650288e-05,0.00019265501759946346,0.0005635871202684939,-0.0010499140480533242,-0.0002777176850941032,-0.0014297590823844075,0.0019254337530583143,0.00012571486877277493,-0.00018964307673741132,0.0013475604355335236
bradykinesia_rhythm_right,0.00018447914044372737,0.00013707482139579952,8.214343688450754e-05,0.0006214903551153839,-0.0012258641654625535,-0.002112694550305605,-0.0025607100687921047,-0.0005477199447341263,-0.0017393222078680992,0.0011245263740420341,0.0015258337371051311,-0.00024151624529622495
mirrormovement_left,-0.0005246478831395507,-0.0003965853538829833,-0.0004218737012706697,0.002548114163801074,-0.0037212762981653214,-0.0014619119465351105,0.00030627631349489093,0.0011750457342714071,-0.0014590481296181679,-0.0036605363711714745,-0.001527711283415556,0.0008494146750308573
mirrormovement_right,0.00036158805596642196,0.00010307506454410031,0.0005672199185937643,0.001025332952849567,0.003027403261512518,-0.0013351836241781712,0.0029050842858850956,-6.424744060495868e-05,0.002211956772953272,-0.0001732955570332706,-0.001452045515179634,0.000744930119253695
