Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.11093006,0.032967884,0.0071092052,-0.30807734,0.041696697,-0.10131697,0.08710647,-0.09517491,0.20001003,-0.0197275,-0.31989628,-0.120819554,0.112966575,0.32087976,0.12392774,0.2954397,-0.3005279,0.09058824,0.21305683,-0.02839776
rigidity_right,0.056248374,-0.22747134,-0.3191702,0.050198775,-0.09162739,-0.19210936,0.21723063,-0.2183935,0.16004495,-0.10496598,0.013385107,0.08305634,-0.1744116,0.18834643,-0.028875882,-0.1842691,-0.2643808,-0.1744259,0.15379697,0.102151714
tremor_rest_left,-0.091715455,-0.07699801,-0.09929902,-0.040488213,0.15423276,0.005927423,-0.17295533,-0.068837136,-0.04150536,-0.14834939,-0.0014949294,-0.04493875,0.03185462,0.09621608,0.10585122,-0.17578496,0.43095663,0.10197894,0.17965956,0.50491124
tremor_rest_right,-0.14635615,-0.10373602,0.06807591,-0.05543895,-0.08639318,-0.06712961,0.14201899,-0.113041125,0.14046311,0.047540985,0.036275163,-0.18746963,0.22982329,-0.12713279,0.03403831,-0.15437154,0.07089037,0.09686669,-0.21230151,0.043969326
tremor_postural_left,-0.112339474,0.13819738,0.176867,-0.022439072,0.009965564,-0.05587627,-0.3619778,-0.5084558,-0.27921245,-0.07398575,0.008795282,-0.019446434,0.11530498,0.10379658,-0.04058715,0.0036093872,0.30629754,-0.001042823,0.2506825,-0.09606557
tremor_postural_right,-0.030139083,0.2868545,-0.036429543,0.0866552,-0.15218599,0.11092918,-0.03732555,-0.015981428,-0.13350591,0.021945538,0.13779101,0.19755076,-0.018795453,0.23529707,-0.13087721,-0.55110425,-0.087782554,-0.0030739685,-0.18600874,-0.04182653
bradykinesia_speed_left,-0.106504425,-0.0036951134,-0.010717148,-0.28606078,0.40323552,-0.05198201,-0.15283203,0.024141958,0.17194703,0.13926396,-0.16238856,0.020596825,0.1678956,0.06503224,0.06771866,0.038975548,-0.06713982,0.3207416,-0.038951732,0.007348282
bradykinesia_speed_right,0.041855082,-0.13431896,-0.37849164,-0.0244252,0.16526309,-0.23016168,0.15248108,0.099403076,-0.0860957,-0.23283716,0.11414263,0.0011864715,-0.1334604,-0.13191278,0.078766525,-0.14055374,0.013473593,-0.19303168,0.012361733,-0.16128124
bradykinesia_amplitude_left,-0.008557435,-0.030330727,0.13871844,-0.18724102,0.36589223,0.032677364,-0.07217546,-0.011019187,0.21488851,0.14116944,-0.24207978,0.15044008,0.16605999,0.11944592,0.07517381,0.13880575,-0.3657145,0.049805652,-0.049314592,0.14147905
bradykinesia_amplitude_right,0.13162489,-0.07268117,-0.24259308,0.019656163,0.0051301667,-0.24178115,0.21207266,-0.047281597,-0.12326058,-0.12841353,0.0745237,-0.19054002,-0.13629323,-0.12860972,0.13470776,-0.33519834,-0.07554256,-0.16981965,-0.13623804,-0.19506606
bradykinesia_rhythm_left,-0.027513122,-0.26662767,0.19204952,0.14984587,0.43460047,-0.016417231,0.0051397644,-0.14406937,-0.19480824,-0.06709026,-0.092628956,-0.11644952,0.051556315,0.049783707,0.0089921905,0.40115216,-0.1909704,0.011043393,0.051630124,-0.083232135
bradykinesia_rhythm_right,0.089523606,0.0046547973,0.041853014,-0.16856588,-0.09968131,0.0971562,0.23624001,-0.076191634,-0.1376665,-0.124559715,-0.0116697205,-0.34786814,-0.30022547,0.13472499,-0.11798984,-0.15572041,-0.79270846,-0.75011075,-0.0065731993,-0.19827926
mirrormovement_left,0.1548816,0.2123685,-0.4280818,1.576699,0.4238508,-1.5815467,0.30769145,-0.13633282,-0.05272146,0.045801684,0.46951807,-0.060924206,-0.38573813,-0.27480194,-0.19006652,-1.6599684,-0.014025531,0.18515898,-0.031702265,-0.21830158
mirrormovement_right,-0.20262931,0.18787363,0.22055478,-0.4515079,0.9477161,0.3333271,-0.48936406,0.007727603,-0.039408695,0.09958996,-0.25207216,0.42984647,0.10605691,-0.0933156,0.5966341,0.17204483,-0.37261733,0.82843924,0.012528808,0.085417785
