experiment_id,experiment_name,status,duration_seconds,duration_formatted,start_time,end_time,num_samples,num_chains,K_values,cv_folds
sgfa_hyperparameter_tuning_20251008_220700,sgfa_hyperparameter_tuning,completed,16595.33831,4.6 hours (37m 35s),2025-10-08 22:07:00,2025-10-09 02:43:36,2000,1,"[5, 10, 15]",5
