Factor_Index,Matches,Match_Rate_%,Status,Mean_Similarity
0,2,50.0,Unstable,0.7828879952430725
1,1,25.0,Unstable,0.5040033347904682
2,2,50.0,Unstable,0.8862400949001312
3,2,50.0,Unstable,0.5770456455647945
4,2,50.0,Unstable,0.8044916540384293
