Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7
volume_sn_voxels::v0,0.00017307501,-0.0003782617,0.00019203189,0.00032581473,0.0001026392,-0.00019311055,0.0009086797,0.00029705671
volume_sn_voxels::v1,0.00022626118,-0.00033479938,0.0003865493,0.00040750514,0.00026226495,-0.00025060275,0.0010685412,0.00029234245
volume_sn_voxels::v2,0.0002044681,-0.0004744264,2.2260534e-05,0.00036231353,0.00016300654,-0.00018165521,0.0007646334,0.00044776796
volume_sn_voxels::v3,0.00024592437,-0.0004669811,0.00016565008,0.0004213618,0.00032697179,-0.00025556516,0.00082211616,0.00054920866
volume_sn_voxels::v4,0.00033118788,-0.00042152108,0.00037975825,0.00044771662,0.00045380465,-0.00029926986,0.0009271021,0.0006096269
volume_sn_voxels::v5,0.00021644785,-0.0005023367,-0.00011754901,0.00034521238,0.00021941187,-0.00022089996,0.0005014318,0.0003385389
volume_sn_voxels::v6,0.00027473917,-0.00054383284,-6.480619e-05,0.00039145627,0.00040739498,-0.00024082084,0.00057725894,0.0005302884
volume_sn_voxels::v7,0.00033197473,-0.0005576031,8.411872e-05,0.0005053934,0.0005665483,-0.0002679064,0.00065461185,0.0007182557
volume_sn_voxels::v8,0.00038117546,-0.00055587076,0.00026810763,0.0004984553,0.0006029415,-0.00036050298,0.0007454928,0.0008349871
volume_sn_voxels::v9,0.00026987778,-0.00039424142,-0.00025363287,0.0002994379,0.0001192047,-3.4050558e-05,0.00040970335,-0.00023213151
volume_sn_voxels::v10,0.00028955296,-0.00047228407,-0.00027151027,0.0002988009,0.00017768424,-0.00012238874,0.00038763962,-0.00015466395
volume_sn_voxels::v11,0.0002729209,-0.0005185148,-0.00021800036,0.00041402358,0.00027219154,-0.0001501866,0.00032396245,4.9297418e-05
volume_sn_voxels::v12,0.00035054516,-0.0006118455,-0.00017734498,0.0004603755,0.0004442276,-0.00023808463,0.00034960028,0.00030051058
volume_sn_voxels::v13,0.00035060567,-0.00062827184,-0.00011924389,0.0004446885,0.0005680765,-0.0002624738,0.00025274014,0.0005231717
volume_sn_voxels::v14,0.0003711747,-0.0005429752,1.9453968e-05,0.00043704605,0.000658054,-0.0002373534,0.00026544448,0.00066007924
volume_sn_voxels::v15,0.00042175947,-0.00057767506,0.00019137144,0.0004918748,0.0008060459,-0.0002592152,0.00043198848,0.00093280507
volume_sn_voxels::v16,0.00033067388,-0.0001975839,-0.00013745876,0.00026129914,0.00027079185,0.000435296,0.0001197257,-0.0007182443
volume_sn_voxels::v17,0.00032491118,-0.00030216185,-0.00023386622,0.00023591529,0.00024763137,0.00019012555,0.00016430383,-0.00064375775
volume_sn_voxels::v18,0.0004070057,-0.0005157328,-0.00037910542,0.0003117739,0.00031052882,1.3914991e-05,0.0002327014,-0.000631841
volume_sn_voxels::v19,0.00036116538,-0.00058422436,-0.00031784025,0.00029626503,0.0003626966,-0.00014487222,0.00018195913,-0.00039846706
volume_sn_voxels::v20,0.0003559333,-0.00062125764,-0.00029551805,0.00039772398,0.00045565682,-0.00022533565,0.00015291838,-8.815129e-05
volume_sn_voxels::v21,0.00041558195,-0.00073019677,-0.00023445787,0.0004389833,0.0006872895,-0.00028368007,7.775878e-05,0.00019357035
volume_sn_voxels::v22,0.00042911828,-0.0007250061,-0.00011923618,0.00051114446,0.0008226203,-0.00026998314,5.7529778e-05,0.00043865148
volume_sn_voxels::v23,0.00043449883,-0.0007124496,1.20705e-05,0.0005089925,0.0008547948,-0.00022779961,0.00012285807,0.00064809894
volume_sn_voxels::v24,0.00052061793,-0.0006092409,0.00017386735,0.000527386,0.00090072496,-0.00027644803,0.0002447835,0.0008786749
volume_sn_voxels::v25,0.00037370977,-0.00022977631,-6.845035e-05,0.00018289074,0.0004250231,0.00039481398,-3.7300974e-06,-0.0009862072
volume_sn_voxels::v26,0.0003925198,-0.00035757528,-0.00021217614,0.00017363227,0.0003598879,0.00022644518,-1.2655413e-05,-0.00093266956
volume_sn_voxels::v27,0.00039845318,-0.00051739346,-0.00033115322,0.00023279674,0.00041773423,-8.997038e-06,6.940351e-06,-0.0008792124
volume_sn_voxels::v28,0.00035951388,-0.0005830984,-0.00026984862,0.00025441995,0.0004081027,-0.0001285809,3.3247838e-05,-0.0005562878
