Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.15513968,0.019918634,-0.12863296,-0.2039863,-0.008756272
rigidity_right,0.042741552,-0.07003519,-0.07682672,-0.18433148,-0.089894764
tremor_rest_left,0.031990472,-0.04914069,0.074600875,0.16739513,-0.13132633
tremor_rest_right,-0.12213879,0.05291024,0.0023444092,0.15941155,-0.05623557
tremor_postural_left,-0.1696448,0.18361528,-0.020799942,-0.019527908,-0.4172288
tremor_postural_right,0.11638923,0.12585412,-0.15633383,0.10200903,0.015027185
bradykinesia_speed_left,-0.31307542,-0.018730098,-0.05868241,-0.016228713,0.106382556
bradykinesia_speed_right,0.09510308,0.083962016,-0.24466571,-0.16856813,-0.009823498
bradykinesia_amplitude_left,-0.08064205,-0.0074460967,0.09811294,-0.065382,0.05487142
bradykinesia_amplitude_right,0.15120593,0.021270294,0.045989115,-0.07560818,-0.029560242
bradykinesia_rhythm_left,-0.07873306,0.045624085,0.032451514,0.07489772,-0.05319036
bradykinesia_rhythm_right,-0.017029114,-0.2004286,0.10086715,-0.022203656,0.34226316
mirrormovement_left,0.095296286,-0.32353508,-0.8301135,-0.5311575,0.06698588
mirrormovement_right,-0.42032704,-0.0032192627,0.06385017,0.013145677,0.18863018
