Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,1.5269822,1.0876268,0.25962237,-0.47510293,0.09196135
Feature_1,1.7109149,0.5947004,0.5490269,0.53887165,-0.025993664
Feature_2,1.8420016,0.85899746,0.22278635,-0.4061052,-0.113280274
Feature_3,1.7965382,0.45733833,0.5483105,0.62364423,-0.029577157
Feature_4,1.7813449,0.48749036,0.099821985,0.5187618,0.031287882
Feature_5,1.7550832,0.6022111,0.18934385,0.18899813,0.15246604
Feature_6,2.0824053,0.71033454,0.2712249,-0.6328164,0.058969066
Feature_7,1.4413279,-0.43225595,0.39499646,0.73010856,-0.2965386
Feature_8,1.46147,-0.2573258,0.3102117,0.7712831,0.08082665
Feature_9,1.6864605,-0.09470674,0.60068923,0.8192339,-0.10896938
Feature_10,1.4809662,-0.06447441,0.29013768,0.6530581,-0.054849997
Feature_11,1.7963601,0.14652531,0.20254052,0.5464119,0.047101367
Feature_12,1.7642925,0.32836068,0.23269919,0.17730942,0.12418962
Feature_13,1.9043345,0.509573,0.18761626,-0.075422995,0.18517233
Feature_14,1.5089002,-0.6488388,0.016706808,0.10263278,0.7535365
Feature_15,1.1993484,-0.74649984,-0.0016981693,0.49533457,0.3681282
Feature_16,1.5586331,-0.41357002,0.28113255,0.7426364,-0.08628388
Feature_17,1.7841777,-0.28199002,0.45691752,0.59179676,0.11658555
Feature_18,1.7049912,-0.14489855,0.34146723,0.47009817,0.19572645
Feature_19,1.8325998,0.24451093,-0.019812068,0.42819268,0.23140061
Feature_20,1.190143,-0.7560791,-0.11146146,-0.15567045,0.74082994
Feature_21,1.4399012,-0.81157756,0.23797256,0.2215268,0.5839488
Feature_22,1.582294,-0.6735859,0.14534646,0.53740263,0.32184744
Feature_23,1.7781059,-0.63507605,0.4271099,0.94490516,0.17826109
Feature_24,1.9488585,-0.4163709,0.47064173,0.7238435,0.11417794
Feature_25,1.3632799,-0.6900041,0.05644474,0.09976362,0.57968014
Feature_26,1.5740919,-0.66352564,0.3091509,0.23855557,0.55837584
Feature_27,1.6503016,-0.5776416,0.11035952,0.5309002,0.19605729
Feature_28,1.6972795,-0.4496577,0.34447336,0.5314249,0.3087631
Feature_29,1.4432355,-0.60124314,0.044815857,-0.20680639,0.87595916
Feature_30,1.3612382,-0.5959042,0.14086227,0.0058737034,0.9326593
Feature_31,1.7680928,-0.6136859,0.412417,0.23604679,0.58873516
Feature_32,1.5838467,-0.64386505,0.6083183,0.4883563,0.38671908
Feature_33,1.7839742,-0.3338886,0.07289547,0.536132,0.32478836
Feature_34,1.8639523,-0.303281,0.15705942,0.46479985,0.5766577
Feature_35,1.2764928,-0.31101912,-0.35730535,-0.4479791,0.82517546
Feature_36,1.4119374,-0.34729385,0.22689833,-0.27438992,0.886748
Feature_37,1.7486356,-0.43486404,0.4629616,-0.010269059,0.77572554
Feature_38,1.6197661,-0.41278452,0.44292143,0.15207087,0.47021377
Feature_39,1.8172593,-0.3928507,0.2654894,0.36370414,0.39349434
Feature_40,1.4049109,0.039343324,0.008978268,-0.51889986,0.73456186
Feature_41,1.849314,-0.10820857,0.3354958,-0.44802654,0.91133815
Feature_42,1.6904535,-0.28591576,0.1500986,0.16039169,0.36956266
Feature_43,1.6720363,1.2330691,-0.44686714,-0.59031755,-0.03504245
Feature_44,1.833498,1.0847152,-0.0052259946,-0.4866786,0.16947527
Feature_45,1.8836335,0.45280242,0.15080924,0.36813378,0.06294229
Feature_46,2.0237706,0.62374586,0.21970358,0.05759832,-0.39586937
Feature_47,1.8396024,0.75735116,0.057963178,-0.30307958,0.04782477
Feature_48,1.3150957,0.8775606,0.029605838,-0.77692354,-0.05591687
Feature_49,1.6232647,0.010239479,0.3795036,0.50240666,-0.1957975
Feature_50,2.018116,0.15050466,0.13359712,0.4445121,-0.19397263
Feature_51,1.5603621,0.18020006,0.12087141,0.25836894,-0.0768697
Feature_52,1.7858844,0.58550704,-0.048642028,-0.16899288,0.18949722
Feature_53,1.6979078,0.667562,0.22907871,-0.6942997,0.18131885
Feature_54,1.5635736,-0.48843393,0.3870761,0.6787071,-0.2264571
Feature_55,1.6689904,-0.5711622,0.45012942,0.84247243,-0.08421888
Feature_56,1.6576754,-0.22599678,0.27289173,0.5994336,-0.04467245
Feature_57,1.6267909,-0.2777591,0.52020097,0.44361162,0.042427942
Feature_58,1.4920703,0.020289913,0.2878379,0.5262461,0.13048556
Feature_59,1.600156,-0.95578486,0.39361772,0.6059266,0.33500513
Feature_60,1.5860771,-0.6916702,0.32803297,0.6190339,-0.12547603
Feature_61,1.5525557,-0.50560534,0.52275014,0.5434618,0.024500305
Feature_62,1.338656,-0.8715623,0.054659836,-0.17924096,0.78350794
Feature_63,1.5579467,-0.9034556,0.28308764,0.43711042,0.5923785
Feature_64,1.1025486,-0.6766251,0.033202697,-0.63087654,1.115827
Feature_65,1.3842086,-0.94710386,0.16699342,-0.36824295,0.5834871
Feature_66,1.3976161,-0.9845855,0.47551474,-0.041475408,0.65627253
Feature_67,1.2015067,-0.5410628,-0.26196522,-0.68737733,1.0604643
Feature_68,1.4125589,-0.7186674,0.31934613,-0.9238824,1.0436461
Feature_69,1.4756541,-0.6417919,0.315982,-0.60403866,1.0233054
Feature_70,1.2550833,-0.282424,-0.24286745,-0.9897197,1.4300761
Feature_71,1.387901,-0.44881096,0.11590229,-1.4225326,1.2657617
Feature_72,1.6784232,-0.61145544,0.117063336,0.45704886,-0.060719725
Feature_73,1.2474846,-0.057240766,-0.36011603,-1.3445263,1.5825111
Feature_74,1.2143896,-0.18364187,0.073293395,-1.0255594,1.0252068
Feature_75,1.4902645,-0.22651938,0.27421513,-0.52634835,0.5006353
Feature_76,1.9068733,1.2027895,-0.4404251,-0.77106094,0.079557516
Feature_77,1.7861586,0.73502195,-0.11268324,-0.12863113,0.023742244
Feature_78,1.7661657,1.1627433,-0.23591003,-0.6145131,-0.032734178
Feature_79,1.4810687,1.1477565,-0.3368354,-0.9679656,0.11120987
Feature_80,1.9193683,0.45563358,-0.14702378,0.12219621,-0.29198623
Feature_81,1.8190011,0.78944314,-0.36846295,-0.3820842,-0.33266023
Feature_82,1.5682687,0.84871835,0.13014325,-0.74579734,-0.08556898
Feature_83,1.5409671,0.01900906,-0.04378325,0.346277,-0.06240067
Feature_84,1.8755746,0.07764778,-0.19837116,0.13832146,-0.19616151
Feature_85,1.793737,0.3600037,-0.12502295,-0.1984679,-0.16112581
Feature_86,1.7852056,0.5793717,0.031041112,-0.6158224,0.12340944
Feature_87,1.8020154,-0.39766693,0.2808597,0.5640146,-0.11276714
Feature_88,1.5740587,-0.30751485,-0.2455976,-0.5810931,0.024816964
Feature_89,1.5950524,-1.1621846,0.5798361,-0.083334565,0.14725317
Feature_90,1.6824352,-1.2321287,0.63096666,0.5330942,-0.1746955
Feature_91,1.2209803,-0.19339661,-0.16446252,-0.6200103,0.06504269
Feature_92,1.4811808,-0.9438658,0.49868983,-0.049728166,0.51121867
Feature_93,1.1647108,-0.65712225,-0.24184348,-0.87906873,1.0658528
Feature_94,1.3516979,-0.74310684,0.25636578,-0.6274475,1.0176258
Feature_95,1.1786517,-0.054739036,-0.06972399,-1.0771097,1.2511047
Feature_96,1.3737773,-0.4748284,0.4291438,-1.3169799,1.1459618
Feature_97,0.7946542,-0.12516338,-0.5280733,-1.182483,1.3952096
Feature_98,1.1660191,-0.3760965,-0.060912352,-1.2988534,1.7871804
Feature_99,1.2808146,-0.44155616,0.37796953,-1.1349553,1.2141607
Feature_100,1.458096,-0.9611395,-0.03061604,0.43776083,-0.11696843
Feature_101,0.9258695,-0.04778616,0.17165045,-1.4242562,1.4198931
Feature_102,1.1111324,-0.22271684,0.049027115,-1.3318219,1.6219947
Feature_103,1.4234604,-0.8996601,0.5177816,-0.12989128,0.6488402
Feature_104,1.8202984,-0.9162778,-0.00010650024,0.36976245,-0.27478158
Feature_105,1.5621071,-0.9056642,-0.0663034,0.45144236,-0.54320675
Feature_106,0.91592604,0.16600583,-0.4023703,-1.3515562,1.3260823
Feature_107,1.1101489,0.13692898,0.2709868,-1.479915,1.4906048
Feature_108,1.2079898,-0.048821256,0.5225628,-1.515457,1.5286088
Feature_109,1.6663344,-0.59711045,0.47313392,-0.7625696,0.991124
Feature_110,1.480108,-0.6330862,0.30800396,-0.2927222,0.28271496
Feature_111,1.3571342,-0.80677223,-0.09021635,0.09374633,-0.38652158
Feature_112,1.7308172,0.2336744,-0.4066134,0.08710715,-0.108021334
Feature_113,2.012269,0.58439845,-0.6153876,-0.5961965,-0.13119504
Feature_114,1.1438127,0.8421538,-0.3112611,-0.8193608,0.01393584
