Feature,Factor_0,Factor_1
rigidity_left,0.23314258,-0.47057647
rigidity_right,0.7415509,-0.44055855
tremor_rest_left,-0.021653194,-0.40621713
tremor_rest_right,0.014951058,-0.6371558
tremor_postural_left,0.0614507,0.7233043
tremor_postural_right,-0.17344916,0.2702175
bradykinesia_speed_left,-0.2893453,-0.33914396
bradykinesia_speed_right,-0.4660169,-0.46752357
bradykinesia_amplitude_left,-0.1081796,-0.1854562
bradykinesia_amplitude_right,-0.21408996,0.15955389
bradykinesia_rhythm_left,-0.61900246,-0.85022336
bradykinesia_rhythm_right,0.5501398,0.86963505
mirrormovement_left,-0.42398983,-0.009832072
mirrormovement_right,-0.12987448,0.408395
