Feature,Factor_0,Factor_1
rigidity_left,-0.8469578,0.84275025
rigidity_right,0.87291735,-0.7691446
tremor_rest_left,-0.20445259,0.8804418
tremor_rest_right,0.88228357,0.3816602
tremor_postural_left,0.6265817,1.1554351
tremor_postural_right,1.0983549,0.08389226
bradykinesia_speed_left,-0.71416134,1.0014375
bradykinesia_speed_right,0.96749157,-0.6508883
bradykinesia_amplitude_left,-0.4734536,0.40767294
bradykinesia_amplitude_right,0.9523484,-0.74506474
bradykinesia_rhythm_left,0.18607186,0.97030854
bradykinesia_rhythm_right,0.97801656,-0.5484823
mirrormovement_left,1.5612528,0.12348458
mirrormovement_right,0.2768951,1.3828336
