Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.29744303,0.64758366,-0.7818299,-0.79201853,0.5309506,0.32789484,-0.12903327,-0.1862008,-1.2525346,0.68670344,-1.5807261,-0.111178406,0.12126787,-0.4122511,0.54351723,0.013517533,-0.53972554,-0.4676233,0.6560673,0.041744124
volume_sn_voxels_feature_1,-0.36580095,1.0978733,-0.15009592,-0.53924054,-0.23107341,0.39071515,0.12525178,-0.28031945,-1.1864232,0.9186903,-1.6793237,-0.4676458,-0.71534646,-0.5003072,0.6928476,0.15420265,-0.5583146,1.0219345,0.5845201,-0.13984917
volume_sn_voxels_feature_2,-0.2883328,0.19379957,-0.036042478,-0.8726001,0.38334855,0.26241866,0.010966566,0.28922084,0.10922567,0.14923292,-1.7445472,-0.22862576,0.48247656,-0.032496534,-0.058572695,0.07913746,-0.24409558,-1.042254,-0.37519974,-0.38740656
volume_sn_voxels_feature_3,-0.10477952,0.52860564,0.26939228,-0.43392485,-0.02794346,0.35475135,-0.09671651,-0.16342637,-0.7039093,0.13173768,-1.5220112,0.021866176,-0.11306038,0.103080824,-0.19764453,0.2552007,-0.099594496,0.322477,0.30969402,-0.7977858
volume_sn_voxels_feature_4,0.1086,-0.026413467,1.0196028,-0.0506112,0.03833606,0.103006564,0.0432596,0.014109163,1.0301076,-0.18705814,-1.2664543,-0.17493072,0.20851907,0.20348841,-0.5439619,0.07155278,0.3837039,-0.6435197,-0.37686917,-1.0288984
volume_sn_voxels_feature_5,-0.071415156,0.7961969,0.23091426,-0.730833,0.8745084,0.06677909,-0.099776305,1.1898135,1.2852868,-1.0645831,-0.9756211,0.23013593,-1.2417492,-0.39019993,-0.6714344,0.14992777,-0.044357497,-0.09708899,-0.19339392,1.0965753
volume_sn_voxels_feature_6,-0.34076834,0.14865594,0.3334793,-0.8654712,-0.22949646,0.42023242,0.51808083,1.0754303,1.4310292,-0.055792015,-1.3917595,-0.115003176,-0.5865252,-0.3651861,-0.21821113,-0.64905226,0.30700266,-0.57191724,-0.53078943,1.1186879
volume_sn_voxels_feature_7,0.12592643,0.66704506,-0.35021168,-1.3591458,0.25920084,0.3933545,-0.70411116,0.5832727,1.5344197,-0.49373838,-1.3474921,-0.39738563,-1.1980498,-0.22397359,-0.11934022,0.06515047,-0.6141418,0.32757825,0.35830605,0.83262265
volume_sn_voxels_feature_8,0.030777676,0.1728933,-0.06715674,-0.0007928765,-0.21157856,0.27791235,-0.5747234,-0.6425235,1.5255673,0.955172,-1.540582,-0.46941704,0.58806,0.028008679,0.95809346,-0.14802867,0.020664135,-0.41517037,1.1972675,-0.26753822
volume_sn_voxels_feature_9,-0.61820686,-0.26928812,-0.109839745,0.7232386,-0.14937352,-0.17074093,-1.025139,-1.0488377,1.3585231,1.1890999,-1.403751,-0.35582328,0.56449986,-0.023379726,1.0131257,0.15475021,-0.16892429,-0.7488752,1.2673396,-0.6600399
volume_sn_voxels_feature_10,-0.9069102,-0.48255304,-0.20286435,0.7378541,-0.19769785,-0.5034659,-1.5577153,-0.78027517,1.6697615,0.8907378,-1.1793618,-0.20737001,-0.053477895,0.15385863,1.0778589,0.092780024,-0.21063948,-1.1025023,1.4970262,-0.823479
volume_sn_voxels_feature_11,-0.43172926,0.06995711,-0.92788875,-0.45564863,0.0059967334,0.20381019,0.040887285,-0.37926766,-0.9249405,1.2005622,-1.0964082,-0.41722447,-0.840062,-0.46827114,0.92787343,-0.44305158,-0.3585573,0.91412306,1.0429554,0.53758436
volume_sn_voxels_feature_12,0.23876306,0.31969938,-0.7613664,-0.23971191,-0.33949402,-0.031497527,-0.3154273,0.33940578,-1.0984597,0.09603203,-1.6757789,-0.38386723,-0.258932,0.18717057,0.1569492,-0.18654701,-0.14841215,0.07312375,0.5137534,0.17517886
volume_sn_voxels_feature_13,0.24479212,-0.15237942,0.3434093,0.21771197,-0.05337343,0.047477987,-0.14467096,0.18469809,0.45943916,-0.44485366,-1.6321232,-0.22139731,0.11892763,-0.013574543,-0.48949996,0.37072453,0.121980764,-0.6792958,-0.07047572,-0.27529684
volume_sn_voxels_feature_14,0.3556962,0.08635261,0.8699064,0.39611915,-0.73341304,-0.007929006,-0.12773593,-0.021416998,0.017105183,-0.7474089,-1.004786,0.041627318,-0.5987068,0.46599877,-0.8854912,0.50472844,0.60213304,0.44153902,0.5769434,-0.65625715
volume_sn_voxels_feature_15,0.07108363,-0.72785574,0.48105815,0.31674743,0.48613057,-0.17029308,0.2967939,0.9372984,1.2481142,0.70716393,-1.7419859,-0.22988953,0.9247045,-0.08440783,-0.20557313,0.2879272,0.12314016,-1.0213732,-0.73375386,1.0610801
