Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,-0.010355846,1.0545598,0.0840853,0.11507875,-0.018191444
rigidity_right,0.36161932,0.0008162079,-0.02434338,0.19635567,0.04428965
tremor_rest_left,0.05979181,0.9719945,0.33124825,-0.01838199,0.2566286
tremor_rest_right,0.05721632,0.078648,0.08523035,-0.0016826494,0.295816
tremor_postural_left,0.0067174826,0.04492098,-0.06420937,0.37458923,0.24716534
tremor_postural_right,0.18777102,-0.04292889,0.001542497,-0.1382316,0.19539268
bradykinesia_speed_left,0.009868148,-0.20839295,0.088552855,1.0393054,0.14509414
bradykinesia_speed_right,0.055968452,0.02427393,0.012915793,-0.009803761,0.068073444
bradykinesia_amplitude_left,0.0069499556,0.9116988,-0.9303877,0.08916166,0.09383734
bradykinesia_amplitude_right,0.059656575,0.07210482,0.050392278,0.14488551,0.30170104
bradykinesia_rhythm_left,0.027174408,0.0010000936,0.31876856,0.15549578,0.06015796
bradykinesia_rhythm_right,0.10424258,0.075577095,-0.016731922,0.10357563,0.35728198
mirrormovement_left,0.27334416,0.27656886,0.07993408,0.027716855,0.0024741767
mirrormovement_right,0.18074201,0.39791298,0.043880824,0.24724118,-0.0061350116
