Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
age,-0.021245416,-0.5359479,0.054062035,-0.17512123,-0.42065164
sex,0.590869,-0.16845085,-0.020351449,0.64673686,0.44633672
tiv,0.9467021,0.5224642,0.3116096,-1.2473958,-0.09255642
rigidity_left,0.1627314,-0.45847732,0.31110066,-0.29443848,-0.031216985
rigidity_right,-0.068646014,-0.48936883,-0.33254758,-1.1892804,-0.66806304
tremor_rest_left,0.43312088,0.71575594,0.10319064,-0.2638145,0.2540151
tremor_rest_right,0.13559543,0.22837539,0.28292474,-0.31213623,-0.13041854
tremor_postural_left,0.7701745,0.42810398,0.38780212,0.3703577,0.32565796
tremor_postural_right,0.3875416,0.79209065,-0.23211996,0.0003861664,0.15572938
bradykinesia_speed_left,-0.07177048,-0.028440496,-0.35648432,-0.36480024,0.2017056
bradykinesia_speed_right,-0.56430966,0.66993296,-0.24863876,-0.2826206,-0.3942951
bradykinesia_amplitude_left,0.39253947,1.4008744,-0.29904726,-0.11122954,-0.3014444
bradykinesia_amplitude_right,-0.23244846,0.0829048,-0.45391786,-0.08858678,-0.041570954
bradykinesia_rhythm_left,0.4732407,-0.090246126,-0.015069202,-0.75419235,0.12235796
bradykinesia_rhythm_right,-0.71126854,0.7305659,-0.47077,0.20883144,-0.24247031
mirrormovement_left,-0.2080845,0.028130734,-1.5130309,-1.6590558,-0.008541095
mirrormovement_right,2.333983,0.7836148,0.15228401,0.1571715,-0.06730359
