Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,4.31057e-05,-0.00010953642,-0.00023802847,-1.46466955e-05,0.00036599557,-0.00040063515,0.0006749351,-0.00022248572,0.00026624493,-2.1944486e-05,-0.000542367,0.00061112206,-4.999415e-05,0.00037482742,0.00072531647,-2.8659371e-05,-0.0008604441,0.00084132596,0.0022639341,-0.00029011155
rigidity_right,-3.0022926e-05,-7.947458e-05,-0.0001145622,0.00021413775,-0.0005626638,-0.0003568864,-4.001323e-05,-0.000350733,-0.00039037145,0.00015870496,0.00010544908,0.0001667631,0.00091733114,0.0008663271,0.000294654,-0.00012215052,-0.0009942034,-0.00044331633,-0.0014094744,0.00039730652
tremor_rest_left,7.462574e-05,-0.00023938186,-2.6177067e-05,-0.00023302484,0.00019219903,0.00041418037,0.00072673423,0.00038764553,0.00042798242,-0.00041611033,-0.0006267149,0.0003028094,-0.00024048681,0.000373998,0.0007035836,0.00025724864,-0.00066139695,-0.00019127628,0.00049542997,-0.001544477
tremor_rest_right,9.0929374e-05,-0.00016142149,5.4898763e-05,-9.605475e-05,-0.00030815526,0.00021116521,0.00015748157,0.0003239571,-0.000423612,-0.00057936966,1.2606205e-05,8.586234e-05,0.00039125115,0.00045398512,0.0006328672,0.0003360283,-0.000716093,6.553847e-05,-0.0010934797,-0.000756524
tremor_postural_left,-7.3483505e-05,-0.0003082646,-0.00011861521,-0.00027743462,0.00036384704,0.0003759376,0.00020412802,0.00013045623,0.00045360264,8.5850304e-05,-0.0005883866,0.0005628869,-0.0005595479,0.00015473038,0.00021599472,-0.0002227756,-0.00011026846,-0.0007486365,0.001457518,-0.0012754118
tremor_postural_right,6.366656e-05,-1.7455166e-05,0.0003077434,1.2203068e-05,-0.00069172867,0.00018661156,-0.00057208515,0.00025761357,-0.00045341955,-0.00031086427,0.00022556294,-2.8365617e-05,-0.0005139281,3.5842626e-05,0.0004904713,0.00059440907,0.0004331562,-0.00022994065,-0.0019228676,0.00094036467
bradykinesia_speed_left,8.95865e-05,5.12623e-05,3.016712e-06,0.000108166125,0.00043092016,-0.00027692944,0.000546748,-0.0001290581,0.00037263485,0.00026956486,-2.575613e-05,0.00046018139,-0.0006024459,5.06652e-05,0.00075477554,0.00029535076,-0.00031065423,0.00022368493,0.0016833836,-0.00070074707
bradykinesia_speed_right,1.5962763e-05,6.0249484e-05,-8.613554e-05,0.00031159545,-0.0004694748,-6.121632e-05,-0.00047252927,0.00030874735,-0.00056734297,-0.00029210077,0.00020004339,1.4798748e-05,0.00077594176,0.0006618988,-0.0007007742,-0.00017938131,-0.00050672743,0.00059323583,-0.0010370412,6.754299e-05
bradykinesia_amplitude_left,0.0001051209,-5.9395177e-07,-4.7955464e-06,-4.1323303e-05,0.0005639488,-0.00034782983,0.0004365542,-0.00032245935,0.00038709055,0.00035906458,-0.00010394921,0.00061497657,-0.00045943866,-0.00010084208,0.00069640204,0.00023903146,0.0002733107,8.5953616e-05,0.0016616768,-0.00064870436
bradykinesia_amplitude_right,-4.7107398e-05,1.4178375e-05,-8.4923515e-05,0.00029090897,-0.00039725765,-0.00012794904,-0.00047274036,0.00021270392,-0.00058245304,-0.00014367276,0.00013715625,-0.00011280472,0.001032472,0.000574707,-0.0009754446,-0.0003844045,-0.00014599857,0.00038237075,-0.00075411634,0.00012535404
bradykinesia_rhythm_left,7.060189e-05,5.6151308e-05,-9.222563e-06,4.0053943e-05,0.00020956845,-0.00033999258,-9.9712495e-05,-0.00047141704,0.000677626,5.572557e-05,-7.717443e-05,0.00045292257,5.7345e-05,0.0002664974,0.000139612,-0.00026366438,0.0004177898,0.0004914907,0.0009393217,0.00025373432
bradykinesia_rhythm_right,8.111622e-05,4.580545e-05,4.1420142e-05,0.00019589964,-0.00042600307,-0.00076890225,-0.0009152854,-0.00015353542,-0.0005977285,0.00034299275,0.00048242387,-8.765406e-05,0.0008371189,0.0012378932,-0.0013990161,0.00031688655,-0.000692467,-0.00027914887,-0.00053908513,0.00057178637
mirrormovement_left,-0.00017949191,-0.000131513,-0.00016498977,0.00089640677,-0.0012990974,-0.00048806082,5.460642e-05,0.00039934067,-0.0004942809,-0.001404533,-0.0005488095,0.00028703187,0.0014184495,-0.0006654365,-0.0013428499,0.0002499736,0.00034768714,-0.0018004879,-0.0033362636,-0.00037559113
mirrormovement_right,0.00013841891,2.3129343e-05,0.00019953788,0.00034373568,0.0010864203,-0.00043532075,0.0009645714,-3.1990323e-05,0.00073937705,-3.3904373e-05,-0.0004765833,0.0002764538,-0.0016627552,-0.0008876709,0.0015969812,0.0009863162,0.0013161561,-0.00012958163,0.00080945063,-0.00139016
