Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,0.017686462,-4.6079975e-05,-0.013267235,-0.008152715,0.02504927,0.121996336,0.10744143,-0.014680516,0.07076198,-0.19327332,0.050316144,-0.0029751016,0.012332888,0.23092715,-0.04646749,-0.03928042,0.05283134,-0.02936643,-0.100469485,-0.0005636975
rigidity_right,0.01449405,-0.04698207,-0.023685446,-0.0031069585,-0.4937803,0.053515404,-0.07592671,-0.12007225,0.20481096,0.04648421,-0.054527648,0.040499322,0.056085143,-0.050889067,-0.16197397,0.1867646,-0.1016329,-0.009185164,-0.030884536,-0.13452886
tremor_rest_left,-0.06421515,-0.12822321,-0.056216102,0.014381494,0.11635129,0.002645531,-0.039083105,0.113570094,0.09903456,0.071175575,0.18822719,0.07487379,-0.056680396,0.09387459,0.0012688914,-0.12662803,-0.008929116,-0.10111555,0.053879816,-0.071002774
tremor_rest_right,-0.09128176,-0.17211643,-0.06128313,-0.059361443,-0.015980428,0.10354071,-0.07106361,0.04295438,-0.058627326,-0.00307226,0.18130574,0.45241386,0.07018438,0.026994895,-0.06419165,0.03092923,0.124444544,-0.16316451,-0.08906782,-0.14768142
tremor_postural_left,0.07037219,0.015226193,0.014330562,0.09319043,0.11720656,0.113081835,-0.27004758,0.02245552,0.058052663,-0.14819494,0.028884124,-0.2618938,-0.017552843,0.06174378,0.038685102,-0.07654888,0.009743464,-0.06206959,0.020246552,0.19844055
tremor_postural_right,-0.0073348815,-0.0988284,0.03678804,-0.114448935,0.10872551,-0.022908254,-0.04037351,0.04423333,-0.06012008,0.043558177,0.08987144,0.1656248,0.060420875,-0.36255312,0.008513912,0.089926094,0.13117217,-0.09389403,0.034898296,-0.27607465
bradykinesia_speed_left,-0.21529898,-0.04676189,-0.041843776,0.09969652,0.23236404,-0.16582605,0.35430428,-0.037803594,0.04369423,-0.10266496,0.04137414,-0.055491637,-0.057612646,0.05140884,0.026357492,-0.00061967515,-0.020300787,0.020297982,0.07427666,-0.053774536
bradykinesia_speed_right,0.03382498,-0.015236209,0.030261798,-0.15582795,-0.13167174,-0.0411761,0.06813542,-0.17125838,-0.072573215,0.0717544,-0.015666703,0.12908234,0.13650583,-0.13199767,0.035355568,0.033301484,0.15986502,-0.078712635,0.017057428,-0.10812518
bradykinesia_amplitude_left,-0.07104932,-0.031223593,-0.05439619,0.09273552,0.09058138,0.19473973,0.3429937,0.013291622,0.038172226,-0.011403873,0.020588016,0.099556305,0.019681325,0.10616304,0.08324534,-0.1678689,-0.17800847,-0.013316026,0.038704187,0.062020015
bradykinesia_amplitude_right,-0.010211907,0.03667821,0.036205955,-0.13492438,-0.1959532,0.035534956,-0.041076105,-0.101773255,-0.00536262,-0.1659946,-0.074757725,0.02401692,0.1673949,-0.09413299,-0.049565278,0.027148083,-0.040785372,-0.0084108645,-0.108538136,-0.105830126
bradykinesia_rhythm_left,-0.004837117,-0.002763938,0.11026276,0.056725856,0.15386578,-0.0019252124,0.12761153,0.011647363,0.12535565,-0.045008298,-0.04202951,0.0129491575,0.08197823,0.09520801,-0.14709693,-0.08889467,-0.102668606,0.05607848,-0.1467852,-0.14283946
bradykinesia_rhythm_right,0.06308353,-0.057335112,0.0063323583,-0.101906195,-0.2209707,0.15566483,0.09652048,-0.053373564,-0.09380606,-0.060707647,-0.08501554,0.048270565,0.032157097,-0.36858124,-0.051451344,0.19330119,-0.261152,0.095687315,-0.35296628,-0.14433245
mirrormovement_left,0.041288488,0.12465759,0.082633,-0.06377198,-1.4200196,-0.11638693,-0.42114925,-0.022385515,0.045706037,0.07359372,-0.03199164,-0.122395836,0.066027075,-0.2511974,-0.10025647,0.23621994,-0.027380727,-1.3785509,-0.07747097,-0.5496072
mirrormovement_right,-0.0022016512,-0.050930616,-0.11130946,0.22395933,1.1591308,-0.21087053,0.87294036,0.18940434,0.044422798,-0.08569992,0.04408111,0.008548534,0.022455936,1.4006559,0.085693635,-0.13002038,-0.056245778,-0.23638496,0.051948547,-0.020076325
