Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.12021726,-0.49204966,1.3880594,-0.13143651,0.17127575,-0.26517054,-0.12886798,0.22772747,-0.21026333,-0.5339582,-0.37215126,0.26043993,0.6037122,0.6526555,0.40546906,-0.24879065,-0.4285335,0.6290609,-0.79128474,-0.3610158
volume_sn_voxels_feature_1,-0.39178646,-0.7898416,1.4236978,-0.3281773,-0.24034265,0.81495655,-0.607994,-0.2045859,0.06091364,-0.34820092,-0.5204418,0.3278063,0.38095078,0.78874004,0.06746901,-0.32247585,1.0420905,0.8208545,-0.72044706,-0.19150585
volume_sn_voxels_feature_2,0.034612883,0.516038,1.665818,0.31222028,0.52185446,-0.50387216,0.07377783,0.6294657,0.21090591,-0.08344391,-0.21260354,0.3529955,0.11779179,0.36382663,0.27446452,0.100009896,-0.9713488,0.254814,-0.5440636,-0.27217817
volume_sn_voxels_feature_3,-0.2060984,0.48443595,1.2098453,0.06941579,0.055089228,0.36875197,-0.37775904,0.31211078,0.50162286,0.08292056,-0.09796018,0.21477674,-0.16860391,0.6456894,-0.10729191,0.36595133,0.029094711,-0.08812975,-0.50662386,0.018505111
volume_sn_voxels_feature_4,-0.13908975,0.8245379,1.5103325,0.19754404,0.2124428,-0.20584102,-0.049452737,0.40201053,0.85932165,0.090361215,0.31264547,0.054574654,-0.9249801,0.06806317,-0.08284756,0.26810375,-0.39641428,-0.24378593,0.18448399,-0.043462884
volume_sn_voxels_feature_5,1.117382,1.5538598,1.1658758,0.07595654,0.028302468,1.0317951,0.17581633,0.1955807,-0.98803884,-0.21610399,-0.059892096,0.023204789,-0.48105416,0.8033357,0.49763525,0.71122366,-0.8963619,-0.99811316,-1.1164719,-0.04579912
volume_sn_voxels_feature_6,0.97092366,1.3773963,1.4088359,0.6848728,0.6133181,0.4156202,0.34529865,0.15723804,-0.98364866,-0.2560786,0.16378118,0.6732503,-0.2927198,0.39135575,-0.18674095,0.038303778,-0.6598984,-0.17176585,-0.79214764,-0.19755904
volume_sn_voxels_feature_7,0.65782166,1.2087322,0.5787258,0.23574111,-1.117211,1.0090113,-0.1789151,0.33968762,-0.52304363,-0.053665955,-0.49307823,0.22838448,0.15626726,0.68622845,0.27529323,-0.07202966,-0.24381529,-0.52213335,-1.116518,0.19556725
volume_sn_voxels_feature_8,-0.05366261,1.1038535,0.91534424,0.26720816,-1.1011368,-0.22079058,-0.033486687,-0.3380831,0.36088964,0.21203089,-0.3980442,0.12166261,0.19635661,-0.089363985,-0.19468719,-0.94025403,0.13897046,0.83245945,0.16020617,0.044913623
volume_sn_voxels_feature_9,-0.50989145,1.4967531,0.65946424,0.0061751935,-1.2817463,-0.40193802,0.1641986,-0.76897466,0.95325595,0.26476142,-0.09077255,-0.24006824,0.30905727,-0.3322987,-0.09049445,-1.2936268,0.041702636,1.149545,0.66499,-0.37075
volume_sn_voxels_feature_10,-0.9801081,1.5371335,0.71586025,-0.32083455,-0.7547742,0.09929395,0.4194417,-0.6252756,0.7437937,0.14771473,-0.19531755,-0.4568067,0.24260251,-0.4501193,-0.1524341,-1.2034615,-0.5451785,1.1851834,0.770699,-0.99472636
volume_sn_voxels_feature_11,-0.45370868,-0.5652559,1.3894359,-0.04255417,-0.7000739,0.88775194,-0.041911025,-0.72660583,-0.60103166,-0.37795192,-0.3770326,0.4327084,1.0976374,0.07610917,0.15820338,-0.7986414,1.029552,1.1413251,-0.5556569,-0.22126503
volume_sn_voxels_feature_12,0.091606714,-0.19045165,1.2819701,0.12137305,-0.08290566,0.38154766,-0.04876589,-0.23092134,-0.04774817,0.03450522,-0.2384384,-0.06523778,0.51370287,0.07832914,-0.1933165,0.04973033,-0.09725967,0.17043881,-0.26014605,0.0727916
volume_sn_voxels_feature_13,0.22956787,0.76155794,1.3551295,0.22734573,0.4002742,-0.07342149,0.11917581,0.07043453,0.20659035,0.26639685,-0.05098432,-0.2847549,-0.22100264,-0.11649948,-0.28195053,0.29823703,-0.5686484,-0.29329324,0.34465262,0.0889232
volume_sn_voxels_feature_14,0.058130544,0.5574301,1.3952131,0.034684572,-0.101467736,0.7212623,-0.26008382,-0.19235454,0.77271855,0.39385968,0.26592422,-0.34691903,-0.61806005,0.23072906,-0.76431483,0.92533654,0.43224433,-0.7873514,0.38954616,0.42785582
volume_sn_voxels_feature_15,0.8203457,1.3731627,1.2483836,0.2548641,0.6711792,-0.75007313,0.23979126,0.2309171,-0.84883606,-0.06960943,0.092813455,-0.3335598,-0.3689192,-0.5297022,-0.002193162,-0.05558554,-0.83615774,0.5034773,0.6907849,0.15388916
volume_sn_voxels_feature_16,0.16913615,0.96566427,1.3526614,0.028527908,0.20663613,-0.6154781,0.1523958,0.16965258,0.24015339,0.145608,0.11437235,-0.38258675,-0.8620921,-0.6824021,-0.124815114,0.16938181,-0.40223792,-0.130477,0.8566344,0.36930656
