Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_10,0.34053352,1.4150536,-0.38353875,-0.10675867,1.8620306,0.41511875,-1.2906617,-1.0417483,0.16891165,1.0733324,0.21884756,-0.007986122,0.39876553,-0.26684308,0.3385603,0.34815678,-1.1726454,-0.02949905,-0.92273456,-1.3404406,-0.9200444,-1.2387002,0.42853504,0.82526094,-0.94928604,-1.0362561,-1.2829401,-0.5252714,-0.18102862,0.24425054
volume_sn_voxels_feature_11,0.17863156,-0.65339977,-0.07674213,1.9650307,0.61106235,-0.12277673,1.3434336,-0.47825703,0.88088274,-0.14065646,1.3145044,-0.8709867,-1.389561,-0.10955625,-0.3803903,0.37822402,-1.7219361,1.2184993,-0.5538298,-0.045881443,0.5437935,-0.4070804,0.3148423,0.35808432,-0.9928974,-1.0890007,-0.34354222,0.18646947,-0.4786192,1.1232462
volume_sn_voxels_feature_12,0.020866636,0.3530563,0.5428426,1.501192,0.62893337,-0.2270647,-0.010170765,0.07153566,0.17757954,0.013620099,-0.3121469,-0.10506403,-1.0746768,-0.842052,0.23916191,-0.19819745,0.19052649,0.88310784,-0.19045818,0.7123598,0.47599828,-0.32566932,0.57250935,0.24973601,-0.26981628,-0.32185635,-0.27867168,0.082124256,-0.09409507,0.91358984
volume_sn_voxels_feature_13,-0.7502214,1.1688794,0.65691715,1.421127,-0.15075141,-0.027442154,-0.44918546,0.13927941,0.08217006,0.409173,0.20869955,0.02259151,0.08957866,-0.17394182,0.10479336,-0.6203688,0.91609764,0.062405188,-0.31721914,0.9867628,-0.25327963,-0.018199243,0.16298902,0.09191224,-0.3284307,-0.08286306,0.22249636,-0.049263936,0.23123159,-0.55429405
volume_sn_voxels_feature_14,-0.35248485,0.9948467,0.24125974,1.6903226,0.16937374,0.00086614,-0.24976885,0.25390258,-0.9639002,0.5992785,-1.0319088,0.115603335,0.06949859,-0.10214938,-0.27619693,-0.044058815,0.9584539,-0.03780216,-1.0427111,-0.0553793,-0.94725037,1.3738099,-0.7899051,-0.61609954,0.07457335,-0.014933244,-0.90484405,0.11368744,0.31275085,-0.79071516
volume_sn_voxels_feature_15,-1.338335,1.1516623,1.2004122,1.2095119,-0.37074637,-0.5585673,-0.46266636,0.5642476,0.012400785,0.16399117,1.1783996,0.28113645,0.58388186,-0.26093933,-0.3075268,0.05371562,-0.38728625,0.3827827,0.117254086,1.4305869,-0.08156183,-0.7229503,0.093314536,0.7759168,-0.062598154,0.07242976,0.4427931,0.4798087,0.5216459,-0.16485707
volume_sn_voxels_feature_16,-1.2216177,1.4261527,1.1317654,1.3831661,0.1551483,-0.24513301,-0.15939993,0.965158,-0.14068332,0.25429496,-0.17474996,0.12972634,1.0903642,0.5030659,-0.45649922,-0.22905298,0.49865347,-0.30907363,-0.06548282,0.44135845,-0.41616446,-0.5833337,-0.67759067,0.08483145,-0.09795657,-0.16342007,0.14373137,-0.38001534,0.8822465,-0.972946
volume_sn_voxels_feature_17,-1.1112684,1.360181,0.6467813,0.6909318,0.56333566,-0.73036385,0.34867817,0.06961138,-0.50117546,-0.17335163,1.184241,0.42592213,0.35161063,-0.41918012,-0.9422427,0.4592637,-0.2517801,0.35421464,0.12415836,-0.13326494,-0.047844853,-0.26480815,-0.036261506,0.31739444,0.17172371,0.11749922,0.056416646,0.14989685,0.4023291,-0.14456752
volume_sn_voxels_feature_18,-1.4399022,1.3430077,1.3025877,1.1285235,1.0272216,0.12945125,0.30806187,0.7186287,-0.40809813,0.09760284,0.3506044,0.12028246,1.3905913,0.8299492,-0.8993399,0.21623276,-0.15674067,0.12124095,0.5205769,0.20695534,-0.5984677,0.23863924,-0.669566,0.09874364,0.082520895,-0.017596012,-0.24788783,-0.610956,1.4939446,-1.1955112
volume_sn_voxels_feature_19,0.20529003,1.4081343,-0.8927193,-0.22836162,0.80457556,-0.002991086,0.8570593,-0.64353836,-0.062957406,-0.19790582,0.26508644,0.4597718,-0.40516654,-0.5569852,-0.36680952,-0.2458666,0.7930688,0.3598192,-0.2861788,-1.0981728,-0.106409304,0.54083914,0.011338871,-0.26238558,0.69722503,-0.453977,-0.3119694,0.13994972,-0.47151932,-0.2097877
volume_sn_voxels_feature_20,-0.6122044,1.6016794,0.69137573,1.4089772,1.1959481,-0.278891,1.0831892,0.8200777,0.015820077,0.73345244,0.7798344,0.23377326,0.7270239,0.89729357,-1.3873787,0.15338196,-0.44895005,0.68843377,-0.026449634,-1.131967,-0.006368898,-0.3015868,-0.6077303,0.31781796,0.21640591,0.22439827,-0.6112298,-0.39623323,0.86317813,-0.5962657
volume_sn_voxels_feature_21,1.0017818,1.4825654,-1.1843888,-0.9673167,0.33231488,0.07839532,0.5628193,-0.043352284,0.42554536,-0.4638461,-0.76961166,-0.19858338,-0.23518872,-0.049877595,-0.18080074,-0.55552083,0.7704705,0.09385438,-0.10446496,-1.3246363,0.47148043,0.8651168,0.14037326,-0.485144,0.18729797,-1.0893942,0.18339899,-0.53378147,-0.8690592,-0.40612257
volume_sn_voxels_feature_22,0.48197538,1.6769371,-1.2683883,-0.43544096,0.5683698,0.03132667,-0.19501458,0.9410836,0.34708363,0.032482337,-0.51229835,-0.41390905,-0.10191669,0.47963324,0.09054915,-0.057965405,-0.5907383,-0.046258453,0.0367107,-1.8109311,0.15379062,-0.5890538,0.045686506,-0.33001655,-0.41650182,-1.2832756,-0.5927761,-0.29134405,-0.0052131983,-0.15424114
volume_sn_voxels_feature_23,-0.1654921,1.4296516,-0.86324394,-0.0948667,0.64516264,-0.068762146,-1.4316212,1.0414599,0.13754645,0.3469152,-0.11799315,-0.1935676,0.32531068,-0.014918194,0.32758856,-0.00394607,-1.3936194,-0.27445665,-0.109593175,-1.7219241,-0.29650226,-1.1251796,0.14690326,-0.015403659,-0.9303636,-1.5803754,-1.0124984,0.03078834,-0.049895495,0.0155931655
volume_sn_voxels_feature_24,-0.5446392,1.2409716,0.6583512,-0.07334605,1.2522348,0.11874153,-1.1634271,-0.32554713,-0.05112522,0.9261909,0.3749279,-0.44953588,0.41780448,0.038745772,-1.1832753,0.52019966,-1.1610959,-0.4591416,-0.46026984,-1.3295978,-0.8443365,-1.1962224,0.5381733,0.11153536,-0.56836885,-1.5116879,-1.3928758,-0.51257193,-0.2218716,0.30433923
volume_sn_voxels_feature_25,-0.7332367,0.22927475,-0.05927088,1.4622991,0.62620234,-0.049405012,-0.0077366075,-0.41031876,0.52121335,0.69707865,1.2763264,-0.11924291,-1.3225962,-0.6396125,-0.5734804,0.522678,-1.1418624,0.82066965,-1.1366794,0.173356,0.30971906,0.621614,-0.51613355,-0.4714878,-1.254749,-2.1741645,-0.5325576,-0.19942409,-0.92125714,1.3479356
volume_sn_voxels_feature_26,-1.2020389,1.2384424,0.1856554,1.5374482,0.7531537,-1.0137409,0.9690425,0.2722818,-0.33364207,0.1443768,1.3344157,1.2920443,0.32778922,-1.0741564,-1.268812,-0.37692368,-0.056204334,0.5987619,-0.6139834,0.8793433,-0.68358254,0.18264295,-1.2224821,0.17671837,0.18702397,-0.63218933,0.36814407,0.62669,0.39620322,0.06185725
volume_sn_voxels_feature_27,-0.3795563,1.6465529,-0.86645997,-0.61288816,-1.1676012,0.463164,-0.009645293,-0.84258777,0.14440104,-1.4927156,-1.2470682,-0.07505648,-0.4009143,-0.39832532,-0.22429977,0.37927556,0.56132156,-0.0922678,0.21683306,-1.0114504,0.54401624,1.0367532,0.79536736,-0.24758853,0.33667296,-1.4226303,1.074868,1.0479767,0.3853111,-0.58233654
volume_sn_voxels_feature_28,0.27651572,1.0713258,-0.88362634,-0.5097008,-0.6850945,0.3054937,0.6140189,0.15969267,-0.053617254,-0.21820152,-0.6026116,0.21422368,-0.17679891,0.47532475,-0.5576701,-0.44086334,0.19607285,0.022754371,-0.27640983,-1.3268857,0.6946679,-0.0692464,0.17486736,-0.34349295,0.33486894,-1.7521738,0.6134069,-0.21511248,-0.019730821,-0.40210065
volume_sn_voxels_feature_29,-0.6710704,-0.42666122,0.57470584,-0.17136794,-1.4104352,-0.22494602,-1.2549123,0.96827793,0.15948083,-0.9655704,-0.42916405,0.23852898,0.12197358,-0.41080692,0.15686503,0.14369959,-0.3187005,-0.12971029,0.70433587,-1.1256145,0.45449638,-0.038021866,0.15716638,-0.29818043,-0.8442317,-1.5421419,-0.16569091,1.3244796,1.0148745,-0.15838665
volume_sn_voxels_feature_30,-0.3159693,1.5272702,0.28684708,0.07567578,-0.93273485,-0.53777313,-0.81085545,1.1680692,-0.042843938,-0.3088486,-0.29745963,-0.3865058,0.20661023,0.4653898,-0.4279063,-0.073796146,-0.16152689,-0.4882525,0.25083068,-1.0103103,0.18740916,-0.76456386,0.40210754,-0.20610142,-0.12072062,-1.3007972,-0.0132170245,0.06787822,0.008718492,-0.45611885
volume_sn_voxels_feature_31,-0.2561391,0.18695025,1.0671008,0.21589883,-0.8885666,-0.8645373,-0.6078838,0.97271055,0.33019108,0.13368197,-0.027405947,0.08333141,0.6729533,-0.47098818,-0.07182858,-0.24543904,-0.3289682,-0.3997252,0.35789514,-1.3353993,-0.11045348,-0.8374419,0.2852945,0.035741415,0.28465387,-1.1415732,-0.36422274,0.53896016,0.37427202,-0.33457315
volume_sn_voxels_feature_32,-0.1602129,-0.84365916,0.79469484,-0.1614892,-0.99604267,-1.0272813,-1.3549564,-0.30571604,0.32349125,-0.42791718,0.5057018,0.098030366,0.77609503,-0.70585775,-0.36371747,0.003572699,0.085928515,-0.16384691,0.81312627,-1.9439548,-0.648796,-0.99294114,0.29415825,-0.4069095,0.28224453,-0.9479164,-0.88245565,1.1848093,0.08424838,-0.13692129
volume_sn_voxels_feature_33,-0.24772915,0.37717503,0.24867268,0.11570719,-1.1619735,0.16121365,0.57994574,0.51349133,-0.16649598,0.023489138,0.08893008,-0.19169949,-0.053876624,0.7452722,-1.0616436,-0.11779259,0.44769853,0.1044254,0.052227348,-1.1680107,0.5196515,-0.0256001,-0.10953805,-0.15063392,0.15359871,-1.4287467,0.94864553,0.116478324,0.3553537,-0.6002265
volume_sn_voxels_feature_34,-0.38960955,1.2376789,-0.1828492,1.7153152,1.7613015,1.2517897,0.579732,1.4959972,0.31245792,-1.2605746,-0.14386271,0.9145833,1.1973338,-0.5323957,-1.1338273,0.22960436,0.9577976,-0.64429545,1.0305623,-1.2221714,-0.7244159,1.3000559,1.1223414,-0.1841511,-0.7640321,-0.1532209,-0.0890747,-0.14536874,1.27069,-0.73240376
volume_sn_voxels_feature_35,-0.5301388,1.36325,0.1895335,1.703702,1.1655017,0.9104634,0.07087267,1.1621987,0.5384101,-0.58434993,0.28088772,1.0894706,1.2739396,-0.18790893,-0.830491,0.13314998,0.69248986,-0.27520868,1.1913679,-1.3939707,-0.3084488,1.0913904,1.5461078,0.8794296,-0.5979277,0.49675712,0.26628736,-0.050344553,0.8120643,-0.66647667
volume_sn_voxels_feature_36,0.3521532,0.93922776,-0.044863928,0.09463923,1.2078633,0.11495885,0.56772256,0.8464416,-0.10453977,0.5088845,-0.9001658,-0.39430594,0.10936485,0.65243363,-1.2372693,0.34347826,0.18058382,0.57967275,-0.5053931,-0.11738567,-0.3627212,0.8419604,0.65111953,0.0027042755,0.022393914,-1.6312143,-0.089345396,-0.55510646,0.18665694,-0.42688355
volume_sn_voxels_feature_37,-0.18007988,1.3206753,-0.19053565,0.6657558,1.674172,1.1027799,0.5450732,-0.20738435,0.511562,-0.54032683,0.26172227,-0.37607595,0.5933931,-0.26415843,-1.3657374,0.5263773,0.01370864,-0.4539396,-0.07051669,-1.2180918,-0.0064362604,1.4026384,1.1516,0.93568254,-1.1503618,-1.1635249,-0.43633193,0.7434294,0.7569814,-0.008083895
volume_sn_voxels_feature_38,0.33529344,0.060767073,0.883542,-0.21985762,-0.4579476,-0.0051354202,-1.1061734,-1.2856054,0.25251535,-0.23449697,-0.032508563,0.1794841,0.06118814,-0.36231977,-0.633119,-0.36129877,0.3773242,-0.265836,0.4176371,-1.3299599,-0.63845414,0.016758515,0.007870929,-0.30012408,0.8206168,-1.4594814,0.103872195,0.21886455,-0.45784584,0.13530284
volume_sn_voxels_feature_39,0.3504744,0.62503225,-0.23094404,0.08274572,0.97172683,0.26264662,-1.162047,-1.1442587,-0.17497861,-0.30412036,-0.6273415,-0.035664126,-0.25210798,0.5203232,-1.1956384,-0.21422654,-0.009340926,-0.19013609,0.22797625,-0.3554355,-0.41352192,-0.04389137,0.61421716,-0.3151115,0.2772688,-0.9747929,0.46790463,0.16437142,-0.014235525,0.34725273
volume_sn_voxels_feature_40,0.31952745,0.59574294,-0.6859215,0.15335472,1.4064782,0.8348753,-0.3919556,-1.273752,-0.11817355,-0.4097376,-0.55247676,-0.32000986,-0.081057586,0.061687812,-1.1332359,0.102807045,-0.061675444,-0.062244378,-0.11498073,1.063322,-0.21701525,0.23736542,0.41620058,0.5374785,-0.16465402,-1.7306746,0.31298077,0.40632772,-0.13688187,0.5178648
volume_sn_voxels_feature_41,-0.22133404,1.5290782,-1.0625434,0.1578761,1.0299367,1.3520744,0.020768268,-1.1744646,0.18466528,-0.66002685,-0.828265,0.16806935,-0.4551904,-0.28340527,-1.3161435,0.3291496,-0.011642581,-0.16623864,-0.46335992,0.6478209,-0.16987245,0.7940432,1.1103195,0.41944405,-1.0199133,-1.5999227,-0.55954635,0.20828764,0.3562697,0.7757896
volume_sn_voxels_feature_42,-0.121151686,1.3939714,0.018974075,0.4700663,1.2625673,1.0326602,-0.08858882,-1.495843,0.28630584,-1.0545356,0.92327625,-0.22519957,0.45965368,-0.6103934,-1.2675349,0.57792306,-0.2074112,-0.33820182,-0.04618481,-0.5171353,-0.08660512,1.1983207,1.2524624,0.5895133,-1.0313072,-1.0662996,-0.2544299,0.55821013,0.67333263,0.6213871
volume_sn_voxels_feature_43,-0.91181123,1.4842916,0.02387862,1.1839287,1.478348,-0.1160108,1.472389,1.0905422,-0.08628185,-0.19507653,0.30796155,1.2598664,1.1230968,-1.0222089,-0.8167735,-1.1120181,0.18382451,0.23374905,-0.3001024,-0.014877496,-0.8667911,0.5957073,-1.5923163,-1.1551328,-1.2304144,-1.244775,-0.27642003,0.6130302,0.9151535,0.01761183
volume_sn_voxels_feature_44,-1.4112985,1.2173338,-1.1270386,-0.39684102,0.7527205,0.009639429,1.2656602,-0.1549074,-0.40125167,0.86280566,-0.04245463,1.2225242,-0.21249351,-0.4404089,-1.2719346,-1.0525726,-0.83893895,1.0778342,0.62375945,-0.06102614,-0.51524353,0.13952604,-1.5394652,-0.6468528,0.38863453,-1.3739467,-0.57568645,0.4812421,0.16453728,0.16993506
volume_sn_voxels_feature_45,-0.4143145,0.16268636,0.13468638,0.35709274,-1.5016795,1.0756814,1.6734065,-1.1736734,-0.25379828,0.1932266,0.0952154,0.36842453,-0.8257953,0.32146415,-1.1849262,-0.27630708,0.38976908,0.8645254,-0.14822222,-0.70777714,0.26068243,0.012707151,-0.78908587,-0.18056522,0.76015866,-0.9261349,1.1109871,0.5976564,0.15291564,-0.5641075
volume_sn_voxels_feature_46,-0.26118842,1.667824,0.46306118,0.7748517,1.3482574,-0.10817017,-0.08896095,0.2446967,0.31744623,-0.8681661,1.371427,1.6153677,1.3459178,0.033025067,0.0779464,-0.18521908,-0.228775,0.32546946,1.255773,-1.1510439,0.13080986,0.42353013,1.175954,0.07189209,-0.39033163,0.60784847,0.3136156,0.35174078,-0.30016983,-0.4433111
volume_sn_voxels_feature_47,-0.08992115,-1.0564406,1.1161592,-0.01934958,-1.4929839,0.17972517,1.2963195,-0.32379642,0.055356953,-0.19803947,0.49551505,-0.15596011,-0.31343383,0.23156494,0.091231644,-0.23897198,0.53630805,0.36160475,-0.31871083,-1.2601435,0.5208194,0.10120048,-0.82982785,0.23076288,0.44908136,-1.5565722,0.49956715,0.71063167,0.1823229,-0.2010137
volume_sn_voxels_feature_48,0.07056737,0.6576651,0.28035173,0.15197329,1.4973556,0.2763976,0.9308192,1.1690835,0.19319987,0.43232343,-1.1447805,0.089962,0.63922817,1.1597311,-1.3014357,0.15370668,0.17778437,-0.1684086,0.03467127,-0.19615726,-0.30929735,0.2709083,0.4001484,0.14269787,-0.05608188,-1.6671675,0.23703535,-0.29398793,0.39522392,-0.91675526
volume_sn_voxels_feature_49,-0.65437794,1.4490231,0.45785826,0.8343925,1.2117647,-0.21387185,0.23978293,-0.9702665,1.2382253,-0.5913954,1.4246488,1.3319985,2.0282454,-0.07969451,0.0135281645,0.08614942,-0.31870583,0.5628298,0.9739478,-0.92342,0.12298535,1.6391813,1.0124673,0.32633424,-0.4606705,0.70985013,-0.05972069,0.5281606,0.03252642,0.24483198
volume_sn_voxels_feature_50,-0.28806862,-0.95455223,1.482649,0.20141625,-1.140864,-0.27912796,-0.9751795,0.58740556,-0.1461547,-0.051141143,0.9286832,0.014074349,-0.08617329,0.07418403,0.4189435,-0.6597339,0.31579563,-0.019086398,-0.10393712,-1.4737697,0.07634887,-0.15959333,-0.52642405,0.2876937,-0.08107806,-2.051185,-0.68489313,0.8791902,0.26565298,-0.4885592
volume_sn_voxels_feature_51,0.12361008,-0.32371867,0.72074217,0.05661333,-0.39889148,-0.79528296,-0.03376099,0.801107,-0.064061865,0.19197384,0.12111419,-0.2699754,0.08641192,0.8474675,0.07828525,-0.38772672,0.51499015,0.055267297,-0.27430454,-1.422871,0.01895854,0.25148347,-0.19260606,-0.16894943,0.24791257,-0.9833877,-0.028544925,-0.24884143,-0.16253977,0.055156145
volume_sn_voxels_feature_52,0.2824719,0.40927473,-0.13236375,0.3793174,1.4074639,-0.44855717,0.675187,1.0748887,-0.019809255,0.3666998,-0.7359143,0.022749247,0.5177736,0.79320145,-1.0925548,-0.20835686,0.17725119,-0.18751085,-0.38802028,-0.6533303,0.08012284,0.2187007,0.35546708,0.08314477,0.3968242,-1.1704456,0.23627019,-0.7526927,-0.044806074,0.20357895
volume_sn_voxels_feature_53,0.13503549,1.1780874,0.97025615,0.6234856,1.4689298,0.7175829,0.53663474,0.8440659,0.43627822,-0.052804034,1.4416809,0.786618,0.91736233,-0.8010149,-0.98367023,-0.261666,0.107960545,0.37569305,-0.31132314,-1.5929185,-0.19890781,1.2836205,0.53198856,-0.015986914,-1.0304085,-0.5374287,-0.146658,0.57064694,0.52884007,-0.257936
volume_sn_voxels_feature_54,0.23855965,-0.43427277,0.43963185,0.09409979,-0.65694106,-0.51948035,-1.7221465,0.33677712,0.24429868,0.39731342,0.48592007,0.4019833,0.049855858,0.13836424,1.0080199,-0.16312018,-0.09092653,0.08838591,0.34546104,-1.4356239,-0.21695618,0.22632305,-0.38904133,-0.35739765,0.1525113,-1.2773323,-0.32928416,0.31746235,-0.038144633,0.19253403
volume_sn_voxels_feature_55,0.476742,0.26470625,-0.74662673,-0.12019241,1.4749291,-0.4082495,-0.3379911,0.2592848,-0.45309186,0.15089133,-0.7591503,0.23705454,-0.31852254,0.6630888,-0.06104834,-0.29576862,0.026445795,0.081613645,0.036056496,-0.07397099,0.03791356,0.30793306,-0.04318581,0.16688322,0.3210423,-1.5671983,-0.3846672,-0.21370608,-0.10432809,0.3949261
volume_sn_voxels_feature_56,0.38361257,0.05818446,-0.9911747,0.15175328,1.1442958,-0.117180824,-0.045170825,0.20440632,-0.48274526,-0.16548032,-0.5887665,0.63301283,-0.3418979,0.11892783,-0.8101127,0.21816392,-0.057674047,-0.3740874,-0.11110748,0.8446539,0.16471758,0.02148632,0.26312625,-0.024723357,0.08057213,-1.2366601,0.041382678,-0.3487399,0.06808676,0.46515673
volume_sn_voxels_feature_57,-0.04565785,0.90943366,-0.6081005,-0.18745065,1.5174131,0.1822571,0.5233732,-0.30768293,-0.1427022,-0.090427846,0.35589013,0.40027195,-0.23885225,-0.4545147,-1.0110564,0.018769661,-0.31727675,-0.14618082,-0.5657587,0.7280467,0.24210948,0.093086004,0.027433492,0.23738113,-0.034935717,-1.1267389,0.09211352,0.023524212,-0.27147904,0.13385656
volume_sn_voxels_feature_58,-0.20695229,0.8214162,0.35211986,0.15328015,1.2565514,0.36299303,0.4912372,-0.9295342,0.13013893,-0.3499499,1.0204401,0.5817872,-0.1504301,-0.6530262,-1.1428537,-0.115011476,-0.030848093,-0.2574465,-0.4482958,-0.4790874,0.24464723,0.62749213,0.74639106,0.09982757,-0.18049201,-1.5375855,-0.17797183,0.6712609,-0.43593183,-0.32693222
volume_sn_voxels_feature_59,-0.5807397,1.5286423,1.178072,0.3078779,1.464816,0.4901345,-0.22191797,-1.0901767,0.98682356,-0.3832791,1.4983736,0.42744166,0.32335177,-0.5431708,-1.0088658,0.19629584,0.074869074,-0.015993461,-0.39789855,-1.3357168,-0.01626388,0.98470086,1.0925056,0.013161095,-0.6274226,-0.19835566,-0.57442385,0.36939272,0.2911069,0.05063107
volume_sn_voxels_feature_60,0.20002986,-0.25740552,-1.1955925,-0.051439952,1.5299337,0.35730502,-1.3734953,-0.8536475,-0.1718898,-0.6776293,-0.2945811,0.04514614,-0.021398608,0.14137472,1.2291894,-0.49059355,-0.13696902,-0.038953304,0.8823701,0.032403212,0.043054245,-0.09684377,-0.20546812,-0.61993957,0.29948696,-1.5658336,0.38319033,0.2253301,0.015626894,0.6586402
volume_sn_voxels_feature_61,0.18211165,-0.6380706,-1.0039624,-0.37578973,1.3968176,0.29061747,-0.7096238,-1.2206718,0.23915192,-0.4175479,-0.7720163,0.2987113,0.110602014,-0.01643642,0.82666874,-0.059276335,-0.49293715,0.15206085,0.6739475,1.1850923,0.23269206,-0.26766312,-0.60096174,-0.41390777,0.3636537,-1.3779792,0.0096528875,0.42517734,-0.29177678,0.58455026
volume_sn_voxels_feature_62,0.013657329,-0.010056171,-0.8819054,0.04593918,1.4527147,0.7072069,-0.16570298,-1.0702991,0.015518736,-0.39335293,0.15470049,0.35344234,0.040950768,0.077178635,0.7030863,-0.05407108,0.12591797,0.44420117,0.46118042,1.0282584,0.1202282,-0.047447592,-0.86827654,0.17851375,0.05874995,-0.82830226,0.102032654,0.39560476,-0.35079673,0.36814037
volume_sn_voxels_feature_63,-0.5069417,1.0208099,0.53291726,0.50185496,1.8222102,0.5948375,-0.15467237,-1.7201444,0.22989278,-0.4072166,1.1964828,0.13862444,0.28847057,-0.7486767,-0.4485261,0.11363456,0.11297229,0.2488671,-0.1270766,-0.082390174,-0.080912426,0.48594624,-0.5028457,-0.022359516,-0.24149954,-1.4731588,-0.09594617,0.76196223,-0.35513797,0.2158143
volume_sn_voxels_feature_64,-0.5868445,1.5271045,-0.9975874,-0.008180234,1.2991385,-0.31849414,1.4053761,0.80253017,-0.25448108,0.365575,0.2680296,1.2009637,0.1902555,-0.7937174,-1.2257766,-1.2249625,-1.0410274,0.7678553,0.8104478,-0.035265144,-0.5195634,0.15832095,-1.3499491,-1.1955948,0.4539542,-1.4353257,-0.26421994,1.1631434,0.15886314,0.42230302
