Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,-0.93878865,0.6481629,-1.0615128,0.55930465,-1.7161736,-0.72111404,-0.3219863,-1.0159045,1.0425564,0.2718396,0.015658932,0.43509102,0.15886077,-0.43923414,0.19377509,-0.71448076,0.33853033,1.2411547,0.7601375,0.15136582,0.9297736,-0.5808172,0.8358373,0.42337632,0.14047797,0.24876614,1.090028,-1.1069295,-0.5302538,-0.58907914,0.83247733,-0.59252256,-0.3761232,-1.0278252,-0.308436,0.028159494,-0.38415614,1.1308897,0.39590636,-0.21409355,0.13364758,0.35453203,0.7790505,-1.571736,-0.609612,-1.3204143,-0.09042828,-0.1409217,0.55125284,-2.514653
volume_sn_voxels_feature_1,0.6116549,-1.2251132,-0.031361412,0.60991395,-1.6195865,-0.56851506,0.6432068,-1.3639019,0.045406092,0.23674683,-0.09726524,0.60608983,0.38849854,-0.34120938,-0.41273925,0.18282548,1.202987,0.8757337,-0.85818946,0.42544785,-0.16636728,0.6934851,0.8120366,-1.0626732,-1.1676562,-0.10183301,0.5908522,-0.31492975,-0.7159782,0.3071536,0.17877266,-0.027056875,-1.0268881,-0.42454457,0.18934791,-0.2029565,-0.27785745,0.42065918,0.5977692,-0.76350325,-0.06869275,0.9149713,1.1409833,-1.4740977,-0.4054534,0.22318216,0.98616976,-0.19883113,0.3952102,-2.1173835
volume_sn_voxels_feature_2,0.83474433,1.4679767,-0.9516314,0.17036948,-0.47323763,-0.37637973,-0.8334695,-0.8960117,1.4476359,0.05338268,-0.37418717,0.7976587,-1.7904444,-0.29725748,0.05130409,-0.42233047,-0.67149776,0.081625596,0.16345796,-0.6630122,0.27076444,0.48565093,0.48935524,0.18852052,0.35080403,-0.48426005,1.042834,-0.2762585,-0.17056164,-0.028645089,0.07817487,0.16784799,-0.827114,-0.5216107,0.09269556,-0.61184025,-0.40492916,0.023022475,0.7534163,-0.9542796,-0.47802338,-1.0830767,0.3264263,-0.6896018,0.24781081,-1.1458154,-0.15932728,-0.5550077,0.6908085,-1.5926167
volume_sn_voxels_feature_3,1.1365042,-1.2237957,-0.27024937,0.022944195,-0.6943898,0.084069744,-0.47528803,-0.8597926,0.0039773355,-0.36428055,-0.5679142,0.0949548,-0.60921085,0.3970684,0.3210202,-0.495835,-0.013530361,-0.08146295,-0.39020643,0.27180052,-0.40418437,1.1295588,0.7243241,0.23601346,0.084592074,-0.8846477,0.18230437,0.32812953,-0.20605095,0.40342742,-0.24582966,-0.3554002,-0.65899104,0.2780619,0.056780115,-0.4979463,-0.29434493,-0.2784027,-0.5139983,0.35772386,-0.015933095,-1.3173957,0.23554307,-0.4022199,-0.07861676,0.2802787,0.35964507,-0.47448778,0.7634657,-2.422441
volume_sn_voxels_feature_4,1.2449887,-0.47293907,-0.2413696,-0.38834468,1.3328338,-0.28278646,-0.20778081,-0.39472145,-0.19921237,-0.094413705,-0.2147627,0.8148834,-1.5289465,0.47693184,-0.019986201,-0.07961413,0.087458365,-1.6306231,-0.66569984,-0.10081458,-0.9550917,1.4656347,0.25994566,0.010530458,-0.4654612,-0.45802134,1.0924847,0.49430323,-1.1803387,0.47778848,-1.1348841,-0.029736979,-1.4492911,-0.72283083,0.28065172,-0.8375096,-1.0598918,-0.54252374,-0.18869585,-1.1946898,-0.4547822,-1.0422859,0.12033037,-0.031230206,0.30872285,0.2628408,0.8180384,-0.29154623,0.9730908,-1.8705258
volume_sn_voxels_feature_5,0.5919518,1.3176457,0.6173064,-1.0948046,-1.7525849,1.323628,-0.45821342,0.9458748,0.4772626,0.35237345,-0.33721521,1.3676355,-2.0901847,-1.0617425,0.607901,-0.9599499,0.8922072,-0.64377,0.2440981,-1.6057593,-0.11237002,0.18150346,0.1490788,0.41962972,1.2721051,-0.14841202,-0.77114457,-0.5997796,-0.7839897,-0.44014254,-0.39566493,0.10199898,-0.035554476,1.0015281,0.43722305,-1.0363665,-0.8089388,-0.22374883,0.041840453,-0.5608017,-1.4145054,-0.83708245,0.28348845,1.4680425,-0.06846951,-1.3222498,-0.13721973,0.22073522,-0.36061773,-1.6383088
volume_sn_voxels_feature_6,0.6580768,1.0553796,0.19178084,0.12729146,-1.5536534,0.59647155,-0.54648346,0.04326583,0.7460349,-0.07353431,0.6754289,0.27583778,-2.5200381,0.21989766,0.58087087,-0.974563,0.6302434,-0.4555604,0.21840078,-0.9951761,0.5786469,-0.0027385275,0.7845892,0.6896551,1.0579407,0.71707845,0.5622386,-0.09587953,-0.36293307,-0.29821303,-0.108762376,-0.6683776,-0.016642582,0.30984917,-0.25302625,0.021175224,-0.6168573,-0.26378945,0.33605623,-1.2605283,-1.2482581,-0.8706815,0.29905045,-0.20598723,-0.16402763,-1.245764,0.79367095,0.3767911,0.104532436,-1.4607255
volume_sn_voxels_feature_7,0.8530607,0.50663,-0.6276676,-0.07283898,-2.0181003,0.65530056,-0.009683673,0.69410825,-0.13339628,0.13781407,-0.43608546,1.036245,-1.1854023,-0.49693638,0.48978856,-1.2127092,0.40401316,0.4037763,0.014851597,-0.72635686,0.17857748,1.5312301,-0.3127826,-0.33370838,1.1271079,-0.808516,-0.72618777,-0.19534643,-0.71897143,0.0716387,-0.8362633,-0.7489312,-0.13728034,0.8710457,0.23504758,-1.266384,-0.37695867,-0.43589374,-0.8757996,0.8186942,-1.3496754,-0.56964934,-0.56756794,1.1329969,0.41227016,-0.27003446,-1.0369158,-0.79314035,0.053700037,-0.37316793
volume_sn_voxels_feature_8,0.5333401,0.5333139,-0.6778865,0.50508004,-1.63011,-0.3638683,-0.56601644,-0.11587911,0.40638024,-0.33146206,-0.49434298,-0.29150757,-1.7893381,0.36387277,0.03861072,-0.2687756,-0.61083084,0.16332862,0.0376599,0.86295676,0.18093386,0.9397528,-0.0055189156,-0.20782046,0.13686061,-0.34345704,0.3599766,-0.115034886,-1.3367212,-0.1553978,-0.08438218,-0.16205992,-0.1449005,-0.64930344,0.36671892,-0.6838866,0.45812514,-0.2635596,-1.0007932,-1.3078767,0.3672511,-0.86374325,-0.6903359,-1.8575929,0.1225237,0.2732813,-0.28598017,-0.10087569,0.18853027,-0.13108437
volume_sn_voxels_feature_9,0.37082222,-0.06866332,0.18505025,-0.09862227,-0.79136324,0.23163022,-0.14861125,0.08028856,0.16353698,0.4317558,-0.06233258,-0.08861433,-1.6389328,-0.06210635,-0.6592772,-0.11271565,-0.8499577,0.18358265,0.5666451,0.5088664,-0.1644741,-0.3889416,0.38988858,-0.40991133,0.053668994,-0.42247164,-0.26150164,0.029006828,-1.2186536,-0.7411843,-0.07452481,0.33545437,0.061810765,-1.2532495,0.10778556,0.026182735,0.16569027,0.062945284,-1.2087343,-0.093640156,0.5018185,-0.1403601,-0.83036774,-1.472177,0.4345597,-0.075028114,0.1562911,-0.036900718,0.71797234,0.37970284
