Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,-0.06556284,0.21220273,0.08083639,-0.43145806,0.30699894,0.11152039,-0.3372569,-0.18752028,-0.0785974,0.25146762,-0.16921379,-0.2665939,0.10094641,0.18231319,0.37444174,0.20548825,-0.040687945,-0.07855445,0.36163676,-0.11152323,0.11601988,-0.15256119,-0.032197773,0.14103112,0.05571228,0.17587596,-0.032168962,0.0027867917,0.04753667,-0.21000722,-0.38037494,-0.30970764,-0.09383105,-0.20058316,-0.19969934,0.08315932,0.07811175,-0.075922936,-0.11784563,0.22148094,-0.11733362,-0.08206843,0.060539678,0.028793372,-0.13744552,0.054155108,-0.46001476,-0.17505108,0.01366833,-0.052839875
rigidity_right,-0.20055363,-0.03700845,0.05498302,0.16186856,-0.12998986,-0.11379131,-0.07819727,-0.018359203,0.32347438,0.20420645,0.069919035,-0.057161037,-0.007858858,0.07609862,-0.074505776,0.104167834,-0.072764695,0.22491772,-0.0044139014,-0.0954258,0.118042625,-0.030043852,0.008818958,-0.30711785,-0.1741411,-0.30111772,0.052885268,-0.031063931,-0.2097939,0.0580971,-0.09894138,0.16171667,0.10827356,-0.06339773,0.011422292,-0.066023536,0.027311374,-0.08871736,-0.16474156,-0.11468126,-0.50326794,0.15676033,-0.12534018,0.025554914,-0.13210094,-0.14132464,0.13317159,0.04658379,-0.013494439,-0.07681193
tremor_rest_left,0.13278951,0.08885374,-0.11506077,0.11937236,0.063304015,-0.1902745,-0.04421112,0.16289222,0.24671298,0.2853428,0.1288873,-0.032694783,0.059498906,-0.084589206,-0.15291302,-0.031135622,0.16854681,-0.16721104,0.07348691,-0.17613092,-0.11975476,-0.017825317,-0.19633959,0.105294496,-0.062493864,-0.10758419,-0.039833833,-0.15434463,0.4773648,-0.2687761,-0.10795075,0.19240354,-0.06977162,-0.075197645,0.0016779301,-0.34338713,0.39798182,0.0639713,-0.16612585,0.13249493,0.16853498,0.07296782,-0.018689757,0.06749277,-0.16479017,0.0658851,-0.075224824,-0.184421,-0.08586869,-0.096068315
tremor_rest_right,0.07230322,-0.15152879,-0.116263114,-0.17070156,0.34679887,-0.065889016,-0.11231322,0.08403792,-0.13954821,-0.0910441,0.0105068805,-0.15284397,-0.37783152,-0.1589215,0.124700695,0.36261413,0.0349027,-0.14899455,-0.14445119,0.04670444,0.1205591,0.1672773,0.040724635,-0.33503994,0.07363711,-0.34784842,0.4912978,-0.4952211,-0.036553454,0.15729372,0.078991584,0.036312837,-0.15766399,0.020422721,0.057217445,0.0051013497,0.21896082,-0.0069178184,0.18793237,-0.29440358,0.20927303,0.0875931,-0.23404661,-0.20621209,0.10978417,-0.32358027,-0.09462015,-0.16775855,0.17820396,0.044579156
tremor_postural_left,-0.088610634,0.5296724,-0.04231178,0.10314362,-0.035015997,-0.00027299876,-0.09222566,0.045881797,0.14114939,0.105370775,0.4742664,-0.11490174,0.36026436,0.03451418,0.27574417,0.1817094,-0.021801345,-0.06065273,0.1837405,-0.11244525,-0.191399,0.06893919,0.20748898,-0.04390402,0.085619174,-0.1300022,0.10174895,0.064480565,0.3435073,-0.3356883,0.061597094,-0.054608643,-0.14762948,0.02593418,-0.08891214,0.065187275,-0.06854901,-0.1147878,0.035265297,0.07025272,-0.030042782,-0.060752686,0.21846727,0.1108489,-0.09685781,-0.03900035,-0.16954617,-0.081424974,-0.16322254,-0.09709437
tremor_postural_right,0.2146709,0.04841905,0.06642255,-0.04167098,0.0423741,0.006914605,0.044944514,0.11463904,0.075547665,-0.28216112,-0.19170216,0.10448337,0.045851335,0.061113685,0.0760425,-0.036511876,0.069145545,0.12129745,-0.40073082,-0.12865488,-0.08067985,-0.29095808,0.1103264,-0.047898926,-0.26513124,-0.1593094,-0.029430332,-0.17108577,0.11599037,0.18924734,0.22976677,0.1273109,0.027261658,0.10217839,0.18977652,0.11204961,0.27503172,0.215451,0.22372183,-0.11815625,-0.051152296,0.20144743,0.020745307,0.08011532,-0.4701408,-0.21599975,-0.20430091,-0.18932982,0.057783015,0.0013881932
bradykinesia_speed_left,0.16804555,-0.076041244,-0.1142989,-0.42822003,0.43414545,-0.08518994,0.14172344,-0.18364331,0.12407409,0.03606562,-0.37430194,0.09867809,-0.1650023,-0.073890984,-0.029630667,0.1257319,0.14155157,0.05992718,-0.044633485,0.008125392,0.28050146,0.028031169,-0.16201991,0.0016510412,0.13419601,0.16176108,0.54858196,-0.14618275,-0.07118944,0.1956817,-0.17309767,0.07996497,0.28387052,0.20049915,0.18660834,-0.17820217,-0.09059239,-0.10366003,-0.42237738,-0.1617925,0.2341024,-0.042224556,0.38560814,0.110786304,0.15217601,0.14722398,0.13543873,-0.07025311,0.2641578,0.11390793
bradykinesia_speed_right,-0.19967078,-0.035097905,0.03564521,0.061506145,-0.09968683,-4.631577e-05,-0.12658297,0.23919849,-0.06923891,0.11446583,0.0056050457,-0.25982746,0.08622119,0.32313642,-0.12212131,0.16523103,-0.0068990667,-0.03623309,-0.0013567456,0.014293859,-0.28857625,0.1353446,-0.16348684,-0.009278946,0.21753113,0.13271141,0.21061008,-0.10287525,0.26471666,-0.0035774643,-0.01668727,-0.17717855,0.18524742,0.26494238,-0.072189435,0.21478997,0.41941538,0.1367626,-0.39219847,0.17223564,-0.13748454,-0.030812277,0.14256783,-0.10512251,-0.1794694,0.17067108,0.11811697,0.11249868,0.07285972,-0.29777735
bradykinesia_amplitude_left,0.011084227,0.101838656,-0.43898594,-0.1980681,-0.06983097,-0.031191602,-0.120368406,-0.11013667,0.0058471416,0.2643455,-0.11798174,0.15614188,0.019523641,0.0068499055,-0.14523737,0.23351955,-0.17660007,-0.03501016,0.1805369,-0.13364688,-0.18890731,0.22467275,-0.020406492,0.27805424,0.14605305,0.00872415,-0.04284481,-0.17232065,-0.08394834,0.08685,-0.19333756,-0.09511693,-0.13561668,-0.032817587,0.008166069,-0.31226593,-0.1319736,0.27626348,0.05567848,0.07584932,0.15135495,-0.11738881,-0.04686602,0.035935152,-0.17591107,0.10063579,-0.001967787,0.007038452,0.23472002,0.017351707
bradykinesia_amplitude_right,0.22905694,0.13482648,0.31374374,0.11829384,0.00079254544,0.045949508,-0.01152174,0.030407984,0.13683207,-0.18842311,-0.00543917,0.08255976,-0.1811046,0.2581752,0.22612981,-0.35464674,0.314553,0.10036932,-0.19733244,-0.06633002,0.112478256,0.0047831526,-0.023190578,-0.16207619,-0.14776883,0.21060367,-0.11015886,0.071254104,-0.21271504,-0.090366326,-0.11216248,-0.34872404,0.08199915,-0.17005375,-0.17904651,0.22648762,0.24202584,0.18689562,0.088478215,0.42731225,0.22786802,0.051077683,0.19039513,0.014101946,0.014193174,-0.047445685,-0.1130891,0.05477327,0.24145856,-0.10098602
