Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.47533563,0.8635915,-0.18691838,-0.033796977,0.15035394
rigidity_right,0.0007907913,-0.22009455,-0.08445994,-0.24601181,0.60843694
tremor_rest_left,0.096929036,0.27170473,0.252824,0.20977737,0.04556264
tremor_rest_right,-0.8366706,1.3594234,-0.23574172,-0.13471925,1.2083349
tremor_postural_left,-0.71428037,0.42371932,-0.7317467,-0.7027515,0.059105016
tremor_postural_right,-0.069091655,-0.27085012,0.16598864,-0.08559921,0.29371253
bradykinesia_speed_left,-0.21851875,-0.3277335,-0.096867695,0.043785106,0.21321328
bradykinesia_speed_right,0.75451636,-0.082603805,-0.040249772,0.097538106,0.027971411
bradykinesia_amplitude_left,-0.035784747,0.49822187,0.88075215,-0.3967548,-0.30111066
bradykinesia_amplitude_right,0.3978351,-0.25283223,-0.570001,0.66113853,1.4262291
bradykinesia_rhythm_left,-0.25573286,-0.15886885,0.68685573,0.15767936,0.00035548094
bradykinesia_rhythm_right,-0.20842811,-1.297074,0.02342892,0.59990656,-0.10532356
mirrormovement_left,0.11171617,-1.7670267,-0.70629734,-0.040569477,1.2345467
mirrormovement_right,-0.33085048,-0.1563661,0.8773509,0.94855195,-0.21338506
