Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,1.571518,-0.47572753,-0.83384824,-0.13798666,0.27840137
rigidity_right,1.1910117,0.53345585,-0.1831634,0.16263269,-0.20792587
tremor_rest_left,0.2787312,-1.074491,-0.19540572,0.076349385,0.59724826
tremor_rest_right,-0.33345184,-0.015157501,-0.44634324,-0.047368374,-0.49551514
tremor_postural_left,-0.52442956,0.5049131,0.12478074,-0.092218466,0.09331246
tremor_postural_right,0.14785832,-0.19853137,-0.21669014,0.08990581,-0.3165114
bradykinesia_speed_left,0.88991094,-0.22239028,-0.0494193,-0.072883695,-0.2024869
bradykinesia_speed_right,0.34314683,-0.63732594,-0.46501395,0.28753683,-0.67153686
bradykinesia_amplitude_left,0.061780613,-0.39517373,0.30326533,-0.19458623,0.17945667
bradykinesia_amplitude_right,0.67287666,0.17857628,-0.32852492,0.48863465,-0.10905764
bradykinesia_rhythm_left,-0.047715183,-0.13726763,0.1603322,0.5118586,-0.062210556
bradykinesia_rhythm_right,-1.0489597,-0.91388905,-0.5230987,0.4701205,-1.1370443
mirrormovement_left,2.1812084,1.3510926,-0.16841981,-0.26264873,-1.5156742
mirrormovement_right,-0.61206824,-0.8311638,-0.09839831,0.071840346,0.07467895
