Feature,Factor_0,Factor_1
rigidity_left,-0.10420659,-0.00021567382
rigidity_right,0.106918335,0.084501445
tremor_rest_left,0.23512295,-0.10537865
tremor_rest_right,-0.06973156,-0.11488176
tremor_postural_left,-0.22223164,0.25696555
tremor_postural_right,0.18373406,0.022492088
bradykinesia_speed_left,0.09891989,-0.026971718
bradykinesia_speed_right,-0.045192372,0.01698067
bradykinesia_amplitude_left,0.76903516,0.24303427
bradykinesia_amplitude_right,-0.7210098,0.03560932
bradykinesia_rhythm_left,-0.024981305,0.03892923
bradykinesia_rhythm_right,-0.06637162,-0.09323436
mirrormovement_left,-0.014237936,-0.0070696166
mirrormovement_right,-0.10028926,-0.018171838
