Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_0,-1.1655337,0.088709466,0.46456334,0.5779238,0.12783615,1.2511892,0.6995895,-0.85934836,0.5245044,-0.034598634,-0.21551687,-0.7323247,-0.5320501,-0.03632835,0.26669392,-0.1242214,-0.18845475,-0.31038395,-0.19731104,-0.78068537,-0.6340603,0.06911016,0.40230227,-0.36248916,0.67815554,-1.1611656,0.083142556,-0.5381178,0.09431422,-1.75864
volume_sn_voxels_feature_1,-0.19753698,1.3490773,0.53068846,0.04465551,-0.5428483,1.5247973,0.15882255,0.9091428,0.8989253,0.03212591,-0.44496065,-0.95838946,0.36876854,-0.1336374,0.26527748,-0.1327278,-0.43530402,0.22412787,-0.033718783,0.19717263,-0.6647471,0.3341966,-0.53142893,-0.36219186,0.37896237,-1.3170956,-0.48817188,0.35831845,-0.25644225,-1.4850206
volume_sn_voxels_feature_2,-0.77173054,-1.1288792,0.5158285,0.36448765,0.3367736,0.41938382,0.5206355,-1.0760987,-0.14459375,-0.11478787,-0.19966039,-0.19254178,-0.26763973,-0.18968906,-0.2830175,0.09484563,0.032639164,-0.13400236,-0.11988934,-0.4522792,0.1460542,-0.11550026,0.6851894,0.12057163,0.10527803,0.1558376,1.1222618,-0.8709818,0.33737096,-1.2631048
volume_sn_voxels_feature_3,0.18435642,-0.8316066,0.45768955,-0.37024778,-0.4343931,0.6917181,-0.1440134,0.30046704,0.025245575,-0.13428041,-0.1341526,0.246729,0.09120271,-0.04929896,-0.5040565,0.3326093,-0.12543552,0.32646266,-0.4772435,0.2918427,0.70436233,-0.0734418,0.25364438,0.04065781,-0.026201855,-0.027333621,0.63224155,-0.21010974,0.16122133,-1.516369
volume_sn_voxels_feature_4,0.811909,-1.3164101,0.20609584,-0.36057445,-0.8333301,-1.1765226,0.14277472,0.16242248,-1.0263472,-0.09221576,0.33531484,0.29473063,0.47927412,-0.95409113,-1.1794466,0.85569054,-0.17623939,0.37763363,-0.47645196,0.47139463,1.1989295,-0.50831634,0.36876422,0.7541888,-0.18155411,0.41873813,0.78049123,-0.83590066,0.4956038,-1.1576561
volume_sn_voxels_feature_5,-0.85213184,-1.1818243,0.49452564,0.5415726,-1.2942877,0.6071598,0.23106186,1.0900486,1.1438926,-1.0384533,-0.6041095,0.6696527,0.15437043,0.8098749,-0.7077981,0.612829,0.27809227,-0.072544344,-0.3092893,-0.48467213,0.6186946,0.048348043,1.0580609,-1.3212606,0.45031005,-0.021386858,0.46610385,-1.1366484,-0.12626685,-1.2376753
volume_sn_voxels_feature_6,-0.6601349,-1.1572546,0.5239798,0.0007509889,-1.2621684,-0.0123833725,0.38269573,-0.123112,0.6879621,-0.89344776,-0.37330502,-0.09604676,-0.057537038,0.13690537,-0.6262307,-0.403312,0.24972497,-0.034726124,-0.43569228,-0.43043852,-0.7719056,0.14951777,0.2027979,-1.1936233,0.42537203,-0.015209674,0.23365948,-0.33954328,0.6561843,-1.3685884
volume_sn_voxels_feature_7,-0.48314962,-1.1724327,0.9962158,0.5635463,-1.0503051,0.73690456,-0.08295825,1.0707712,1.0637844,-0.8195913,-0.18165766,0.9429254,-0.08670269,0.30080208,-0.13388409,0.20627382,-0.58422214,1.1954154,-0.34061486,-0.58336127,0.6473185,0.63839805,0.6075176,-0.31624967,0.48241103,-0.05129938,-0.43690836,-0.4680952,-0.7842385,0.024091136
volume_sn_voxels_feature_8,-0.21982282,-1.2949535,1.0503787,-0.103578284,-1.6354614,0.38320857,-0.29706135,-0.9577954,0.22254783,0.42987686,0.6475943,-1.1278619,-0.24745661,-0.7616168,0.43491971,-0.021179808,-0.23844554,1.1838169,-0.06102588,-0.10678124,-0.27627963,0.39419982,0.15047242,0.13374686,-0.4904211,0.26780704,-1.4011687,1.2497138,-0.74831045,-0.15065491
volume_sn_voxels_feature_9,-0.295523,-1.4268454,0.95080274,0.19256376,-1.6293552,0.12861751,-0.40840724,-1.2404869,-0.11235134,-0.05320744,1.0844274,-1.3050417,-0.12851323,-0.5589623,0.3903727,0.020570539,-0.059081785,0.7317603,0.9050051,0.2924942,-0.17015845,-0.08350507,0.33234134,0.6100214,-0.67523926,0.96604216,-1.3271941,1.1598089,-1.2081469,0.1271642
