Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,-0.13977431,0.04709886,0.14831862,-0.026135279,0.029746145,0.039416965,-0.16152184,0.11805037,0.13968444,-0.16676138,0.033785827,-0.11702461,0.17268956,-0.102906324,0.16676077,-0.09278642,0.1531761,0.09417389,-0.3874175,-0.18602817,-0.0485396,0.052902564,-0.002699127,0.10431239,0.15365003,0.07214005,-0.015822314,0.06485534,-0.04047314,-0.06786601
rigidity_right,0.08936891,-0.009439982,0.010564117,0.012469648,0.055852704,-0.095307924,0.14147078,0.16303246,-0.09849135,-0.05845006,0.017811421,0.01355551,-0.07889035,-0.018992152,0.017592227,-0.0747267,-0.02357146,-0.049914822,-0.026322959,0.00805968,-0.052879345,0.13089165,0.05044231,-0.19409832,0.2244405,0.023812126,-0.12740114,0.087016836,-0.14289787,0.011107977
tremor_rest_left,0.06018788,-0.02908045,0.2024768,0.036481496,0.0027656117,0.02376436,0.043051723,0.071501486,-0.009216943,-0.04822945,0.1679394,0.17194608,-0.13638951,-0.12457207,-0.14950375,-0.040360376,0.28827262,-0.07902107,-0.18652499,0.03896165,-0.19173257,-0.021257676,0.013659522,0.067066066,0.0841322,-0.00085123884,0.09508695,0.0145416735,0.17083162,0.010717866
tremor_rest_right,0.0763313,0.101921774,0.042631704,-0.00091431494,-0.08947107,0.0050858683,0.13934168,-0.011652395,-0.004647739,-0.17502144,0.0759586,0.04012213,0.13579193,-0.124777734,-0.2076528,-0.20217562,0.23917069,0.012453648,0.14383322,0.017767502,-0.010797937,0.043598108,-0.12540703,0.013055983,0.080238424,-0.08815029,-0.05721668,-0.020229286,0.081277765,-0.11839142
tremor_postural_left,-0.027197335,-0.030736249,0.11644363,-0.039396115,-0.09442222,0.10734105,0.04433513,-0.0575795,0.125579,-0.121362634,0.16230756,-0.08359611,-0.086433165,0.0932654,0.114307106,0.07171321,0.048963096,0.08391737,-0.08873495,0.019095115,-0.25802064,-0.15943958,-0.016157018,0.18073513,0.15661626,0.07623559,-0.061253905,-0.06839766,0.12214138,0.08992265
tremor_postural_right,0.039921273,0.05588258,-0.097026736,-0.055944353,-0.024810037,0.029693197,0.6043553,0.036292702,-0.061463848,-0.1019584,0.10852684,0.09079521,-0.03845528,-0.035418037,-0.16868109,0.059980426,-0.016119083,0.11277732,0.16140571,0.23593488,0.088390835,0.027579539,0.0050035156,-0.035893656,0.046942223,-0.32383585,-0.065782994,0.036195185,0.07970106,-0.013807332
bradykinesia_speed_left,-0.14779268,0.09230094,0.08350128,-0.047978953,0.032478698,0.22235334,-0.03895262,-0.12663871,-0.0063268687,-0.01554456,0.010139387,-0.0014328583,0.15058663,0.0415409,0.08692854,-0.07638495,-0.12589118,-0.023221094,-0.046039797,0.053136412,0.1916857,-0.007739354,-0.004915029,0.121644385,0.14876948,0.029012235,0.016153729,-0.09721035,-0.0232326,0.13173585
bradykinesia_speed_right,0.12907615,0.09058894,0.03701521,0.019734705,-0.015746178,0.058643732,0.15365231,0.077776834,-0.08390997,0.087110996,0.033149008,0.0037159042,0.017475113,0.06269303,-0.06947552,0.088402025,0.13159986,-0.0101762405,0.07265772,-0.053881425,0.08649029,0.21652988,-0.037771586,-0.06519838,0.04178082,-0.13866422,-0.026971526,0.09780533,-0.22876999,-0.013977681
bradykinesia_amplitude_left,-0.21589087,0.021328548,-0.016015846,0.047765836,0.1649715,-0.09945201,-0.12364249,-0.11129175,0.05526176,-0.08916516,0.04952302,0.05077594,-0.1087895,-0.0922419,0.16048542,-0.26835838,-0.08597713,0.13486294,-0.259615,-0.035059087,-0.03903685,0.10024907,0.18460834,0.092667416,-0.087042615,0.20389068,0.09188908,-0.18437752,0.16442263,-0.062238965
bradykinesia_amplitude_right,0.1601944,-0.09499342,-0.035224937,0.010361754,0.10190054,0.051198967,0.17610368,-0.030205006,0.028630985,0.013921346,0.042621154,0.066811465,-0.08845319,-0.0020162566,-0.12820283,0.0054342956,-0.12029369,-0.080326885,-0.03038288,-0.119074486,-0.0622878,0.21082217,-0.009645533,0.026758917,0.03525306,-0.0536834,-0.046314217,-0.03267169,-0.27370828,-0.014997711
bradykinesia_rhythm_left,-0.20983757,-0.064776644,0.0005586623,-0.058211096,0.029873032,0.048514128,0.09108251,-0.07774905,0.056992304,-0.096622616,0.048385236,0.056654066,-0.09807716,-0.11150463,0.11556033,-0.014382523,0.003359331,0.034921575,-0.005126685,0.039156277,0.17456512,0.022233652,0.08000524,0.045777988,0.11263655,0.018037513,-0.06375158,0.027137097,0.029376807,0.025843753
bradykinesia_rhythm_right,-0.049924336,-0.114043295,-0.14708076,0.18270783,0.042036183,0.10806007,0.2577426,-0.1699456,0.03739162,0.025601337,-0.23780975,-0.1670565,0.06326754,0.019591218,-0.34882557,-0.3400873,-0.1067341,0.15336998,0.29522097,-0.035261165,0.27735463,0.2686656,0.11981869,-0.10313454,0.18920629,-0.14903413,0.008501918,0.039847035,-0.19097422,-0.03174095
mirrormovement_left,0.07503583,0.04760549,0.059112962,0.01360778,-0.23737681,0.057415966,1.3688537,0.07660701,0.17940822,0.199844,0.5113486,0.68285036,0.12179431,-0.18821935,0.085757315,0.14035884,-0.4972111,-0.107458435,0.30691773,-0.060955964,0.06356102,0.07864112,-0.0808966,-0.10184654,0.068503745,-0.6042054,-0.071375735,0.059714764,-1.3151058,0.033096492
mirrormovement_right,-0.721669,0.23448808,-0.056226276,-0.060797773,0.18971238,-0.09157354,-0.11065072,-0.43628114,-0.0527732,-0.017800884,0.07566325,0.092942305,0.053548705,0.022966288,0.4878293,-0.17965819,-0.20057218,0.017159373,-1.0618504,-0.020137344,-0.04296632,0.09284663,0.15692835,-0.035618685,0.04650497,0.2531906,0.044739284,-0.14958538,1.0995064,0.067599185
