Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,0.27048695,0.30895314,-0.124158755,-0.1999921,-0.0550799,-0.094190545,-0.04296861,0.07803522,-0.058948223,-0.03204038,-0.19356926,-0.31930548,0.748271,0.45991582,0.16553617,0.21869366,0.015484511,-0.16762222,0.12969863,-0.42535058,-0.108275406,-0.48438764,-0.28599682,-0.0779263,0.17203802,0.14872128,-0.11836673,-0.11334502,0.103094116,0.008506327,0.32557592,-0.030165756,-0.011588519,-0.04614826,0.12670068,0.14105923,0.10487182,-0.15843104,-0.15228842,0.18156444,-0.029453812,0.15323004,-0.029166391,0.022418553,0.38697788,-0.11436246,0.0062931473,0.32024443,0.15768269,-0.37837118
rigidity_right,0.008421768,0.04122535,0.24085596,-0.33124557,-0.15584023,-0.07974662,-0.2602983,0.10362714,0.12973835,0.0016213156,0.0886923,0.10579131,-0.023280153,-0.07166556,0.103398986,0.13056429,0.39652824,-0.18216844,0.19683354,-0.036751628,-0.12486405,0.01924143,0.17627697,-0.08823983,0.38691595,-0.2382243,-0.25608912,0.21326223,0.17371462,-0.01777294,-0.041038,0.08421704,0.1388222,0.22712451,0.12678704,0.15695855,0.018919772,-0.040968876,-0.18191168,0.057223268,-0.12951474,0.012441078,-0.026927952,0.023842564,0.17504716,-0.19812086,-0.15252188,0.08891731,-0.04531629,-0.13209037
tremor_rest_left,-0.14476706,0.14554475,0.08266006,-0.07191472,-0.044675294,0.39677557,-0.25943977,0.048517637,0.3021635,0.08123879,0.14071639,-0.3026711,-0.19705442,-0.121411756,0.21755645,0.18095006,-0.21809013,-0.09702357,-0.06171049,0.08634778,0.017101932,0.1540342,-0.1651566,-0.41983086,0.35953432,-0.065706484,0.20010778,-0.037666928,-0.041839022,-0.06976504,-0.16071905,0.05877129,-0.15348327,-0.007473531,-0.21962258,-0.15484075,0.05882376,0.5224597,0.04246801,0.00458382,0.1922243,-0.05075054,0.041458458,0.039754815,0.21657251,0.14760755,-0.34136385,0.06012743,-0.089118876,-0.02214032
tremor_rest_right,0.07085929,-0.23293543,0.31211832,0.04244385,0.10465401,0.19329646,-0.19314559,0.1235517,-0.00038458308,0.26275405,0.058528125,0.027144916,0.0662984,0.030216336,-0.061981294,0.31226474,-0.12657669,-0.066348225,-0.07638901,-0.022112532,-0.27044943,-0.37412116,-0.044102225,-0.07000575,-0.09506204,0.57239646,0.08027353,-0.13778225,0.017939603,-0.14210089,-0.09205726,-0.114511855,-0.37525502,0.3089157,-0.24911565,-0.052986745,-0.026492713,0.047577757,-0.29028544,0.11565365,0.13094975,-0.3278837,0.023270616,-0.11462712,-0.30865148,-0.5337896,-0.13507257,-0.026128715,0.060832262,-0.29563662
tremor_postural_left,0.295542,0.68492156,-0.106676966,0.15786174,-0.19307938,-0.052840095,0.11529945,0.05708919,-0.08898603,-0.09441903,0.45318595,0.42871094,0.0510935,0.012993131,0.12923,-0.047861714,-0.12134579,-0.18011017,0.027534049,-0.17955276,0.15241334,0.41382578,-0.042380314,0.01003704,-0.79414123,-0.2494059,0.18724361,0.48425162,0.10433058,-0.14007396,-0.1830229,-0.0763947,-0.18570872,-0.39957505,0.11033116,0.048420098,0.23859464,0.072389305,-0.148237,-0.20469362,-0.32085797,-0.01292623,-0.20730281,0.24742165,-0.031019764,0.5318783,0.04531702,0.28630152,0.4638128,0.040238306
tremor_postural_right,0.026373206,0.118972056,0.44588944,0.27772424,-0.035810545,-0.07484436,0.3217385,-0.3542678,0.18347475,-0.14483108,-0.08676676,0.012556275,0.07317714,-0.21727847,-0.056842145,-0.13642888,-0.029711204,0.300266,0.22850136,0.22802083,-0.024703128,0.13836777,0.18172526,-0.27648112,-0.33702078,0.24399887,0.12974505,-0.22781186,-0.21157226,-0.084554926,0.0107291,0.024573846,0.09937568,-0.083133146,-0.053633265,0.10170386,-0.20116772,-0.14306301,-0.009309109,0.14966288,0.2706823,0.0027844564,0.008925778,-0.05889477,-0.025941854,-0.122957155,0.1910338,-0.04001416,-0.16779073,0.083107315
bradykinesia_speed_left,0.1911829,-0.12906446,-0.026133884,-0.026232293,0.117062405,0.14717038,-0.07565,0.17074707,-0.30603075,0.16463062,-0.095862046,0.088901184,0.07634811,-0.08941587,-0.06251038,-0.35524607,0.20719826,0.052463017,-0.033050492,-0.3248625,0.16973239,-0.6801235,-0.15429968,0.09500303,0.25326633,-0.23553252,0.10226626,-0.32093006,-0.028784424,-0.27891076,-0.31331855,-0.19744834,0.084667765,0.24607903,-0.017441023,0.27083257,-0.17237072,-0.17636983,0.073190965,0.3948023,-0.15985769,-0.40801513,-0.26979202,-0.3629732,0.05076313,0.5947226,-0.3451087,0.23870786,0.22643366,0.12389121
bradykinesia_speed_right,-0.1359168,-0.062941365,0.37391412,0.14281458,0.062010076,0.3293401,0.32906047,-0.016274821,-0.21183503,0.014104207,-0.2377441,0.025562797,-0.31673416,-0.18500279,-0.04300481,-0.27106392,0.18810607,-0.1389278,0.23734847,0.06974459,-0.09280791,-0.3037146,0.17304873,0.024918146,0.20756562,-0.025867227,-0.09976919,-0.13672422,-0.03726468,-0.08569807,-0.26732042,0.06598119,-0.10894322,0.28546438,-0.2527164,0.076486595,0.26362464,0.09926482,-0.07093335,0.39375326,0.18903646,0.2372738,0.056097493,0.20523877,-0.2674633,-0.11089335,-0.050492693,-0.28316396,0.28503034,0.028273046
bradykinesia_amplitude_left,0.20793305,0.29744738,0.023564635,-0.032848287,0.10929163,-0.17340638,-0.15282115,-0.13746944,0.02588056,0.078479536,0.26174393,-0.09122682,-0.071521975,0.15524673,-0.1780308,0.12490414,-0.02724234,0.19888514,-0.19684997,0.014818385,0.16599666,0.405901,0.011039171,0.2428587,0.26334772,-0.26381198,-0.31121495,-0.0867278,-0.058520917,0.1600346,0.20747903,-0.35802874,0.3653489,-0.023143172,0.2562112,-0.13733107,-0.2979039,0.11457148,0.2936132,-0.20937885,-0.1852273,0.12968129,0.14701805,0.09501279,0.10168001,0.09197626,-0.2007267,-0.079378456,-0.049441196,-0.044302028
bradykinesia_amplitude_right,0.006101333,0.055197656,-0.008468854,0.078490116,0.22584064,-0.12614647,0.08430818,0.27396005,-0.31405273,0.13386697,-0.14456423,0.07749796,-0.17255504,0.1368158,0.0021422775,0.07336957,0.22744943,-0.06273946,0.3002346,0.16060887,0.060047742,-0.13856262,-0.2815411,-0.4879521,0.20776363,-0.11570242,0.08594879,0.07794242,-0.031287067,-0.015546961,-0.14313003,0.29656976,0.01528924,0.15045582,0.00063150184,0.039623577,0.18327713,-0.0248735,0.12562463,0.037385046,-0.033137236,0.04298385,-0.047803666,0.026436783,0.059089415,-0.16972895,0.23585454,-0.15507473,-0.26419637,-0.09727563
