Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,-0.2170498,-0.8885024,-0.77348113,-0.14033143,0.05190351,-0.72271717,0.562891,0.06840131,0.39463204,-0.797324,-0.01055673,0.06355927,-0.3487521,-0.16345032,0.558387,-1.4949552,0.32489994,0.6765915,1.200233,0.48238477,-0.973729,-0.10791106,-0.5878052,0.14604534,-0.23835082,-0.39521512,0.40195504,0.33415887,-0.17730218,1.7830915,0.64186287,1.4795327,-1.1308545,-0.7744201,0.89235467,-0.37936714,1.4733471,-0.26084173,-0.07741502,-0.35346723,-0.43226197,0.2618503,0.6040945,-0.21705337,0.5817648,-0.41957158,0.3042313,0.021602528,-0.6462594,0.536038
volume_sn_voxels_feature_1,0.8163046,-0.93739396,-0.30813256,-0.25187784,0.65837723,-0.7630883,0.14938223,-0.0071730134,-0.37402222,-1.5126407,-0.058230635,0.19722252,-0.06603886,-0.043361943,0.37577665,0.5574106,-0.8567382,0.23307295,0.27701038,0.2183885,0.20314637,-1.4123538,0.69432324,0.6349719,-0.6783389,0.487386,0.31190217,-0.31402773,0.15271859,1.574886,-0.48057988,1.9810274,0.08399469,-0.1748469,-0.1625401,0.100536264,1.3540561,0.037106514,0.26185015,0.28534153,-0.0066564856,-0.09344613,-0.5654496,0.3952304,0.58853287,-0.2830334,-1.34062,-0.2181383,-0.032752637,0.45901412
volume_sn_voxels_feature_2,0.70040035,-0.9818323,-0.7840291,-0.715365,-0.50054395,0.06379203,-0.5176212,0.22662681,0.9835588,0.47937924,0.48243594,-0.666154,-0.39734018,-0.33930543,0.5973658,-0.63207096,1.0123321,0.47743106,1.2656171,0.55313843,-0.37984315,0.8272037,0.017203461,0.5809626,0.22999634,-0.17260051,-0.7564931,0.35033354,0.42451307,-0.8022414,0.9779406,1.5846214,-1.2398505,-0.87704426,0.38788223,-0.53052247,0.77948934,-0.34493932,-0.32913807,-0.69164276,-0.00033357771,-0.07156607,0.7736627,-0.37134925,-0.4227355,-0.24736634,1.1892301,0.27533814,-0.32007545,0.016588124
volume_sn_voxels_feature_3,0.523883,-0.48814717,-0.048347794,0.42982787,0.74031335,0.22607923,-0.55136365,0.1561666,-0.034087718,-1.2463819,0.21009804,-0.1739615,-0.46696302,0.18042722,0.21556401,0.33152077,-0.48899376,0.04533014,-0.18776497,0.25414905,0.6879211,-0.090411775,0.4730644,0.44996044,-0.037321813,0.47648257,-0.5720815,-0.46258804,0.14386249,-0.20286517,-0.03963161,2.2787828,0.20519705,-0.34053725,0.0856141,0.12505075,1.4857838,0.0372854,-0.027041074,0.4521788,0.117789626,0.055639118,-0.5530605,0.32628286,-0.029225515,0.3947016,0.3047717,0.0999604,0.3264132,0.049656615
volume_sn_voxels_feature_4,0.98979133,0.585606,0.4462625,0.11078269,0.024892924,-0.78368706,-1.3363352,0.013544271,0.4908854,-0.46831152,1.4622222,-0.30172446,-0.3212448,0.3073637,0.5111089,0.4613258,0.17195655,-0.19968148,0.55949616,0.22324565,0.44749525,-0.19681244,0.49747714,1.0231676,0.3049472,1.0024301,-1.2922761,-0.967821,0.45385826,-1.147295,0.987941,2.359007,0.42182565,-0.43694335,0.5780364,-0.04604496,-0.9068538,-0.6124409,0.35356298,0.24798974,0.97283524,0.1665697,-0.9522361,0.6441493,0.46639556,-0.01805933,1.8614422,0.5879819,1.1231508,0.5871974
volume_sn_voxels_feature_5,0.036131963,-0.5529503,-0.12755468,-1.3811561,-0.38094413,1.1915964,-0.48716655,-1.3134758,-0.70573455,-0.056447588,0.81638354,-0.30813566,-0.3137744,-0.6969046,0.4423875,-0.38106063,-1.257523,0.92616904,-0.8661242,-0.9880261,0.21465728,-0.9001582,0.19331215,-0.80424535,-0.4671318,0.06371666,-0.8516797,-0.07876953,0.29735795,-0.38554558,1.367247,1.105108,-0.40636253,-1.3991615,-1.5461936,-0.09881184,0.32027718,-0.45289043,0.05580329,-0.41523913,0.325099,-0.9754019,0.70845693,-0.3114628,-1.2960867,1.8131328,1.3475854,-0.3444474,0.18813111,-0.929901
volume_sn_voxels_feature_6,0.25984082,-0.52404255,-0.55613863,-1.2826481,0.6080458,0.7298638,0.8598757,-1.298278,0.18882787,0.81068844,0.79330796,-0.106129564,-0.3693755,-0.63272,1.1332788,-0.28412715,-0.9956791,-0.12064155,-0.5158939,0.0403382,0.11404566,0.16912247,-0.2747417,0.6573316,-0.48340392,-0.0305331,-0.8569694,0.10227558,-0.0110866735,-0.44503304,0.7977764,1.4056212,-0.4800487,-0.08576032,-0.44320092,-0.1788949,0.79391867,-0.0005013423,-0.041832354,-0.2040416,0.24798465,0.6674729,0.24741109,-0.13166039,-1.1413856,0.18752992,1.9355228,-0.37909508,-0.30207893,-0.9116953
volume_sn_voxels_feature_7,-0.22833417,0.34741086,0.15421158,-1.1039691,-0.09405255,1.3514215,-1.2009972,-0.209709,-0.2631077,-1.3623512,0.5494383,-0.45118436,0.29407766,0.30952367,0.0035341224,-0.22816119,-0.2666534,0.8285832,-1.3185519,-0.2161817,0.22696277,-0.88556385,-0.17406163,-1.0072578,0.6521199,-0.47977206,-0.59572536,-0.31786862,-0.4500499,-0.12997377,0.95652413,0.79004836,0.27229968,-0.3862577,-1.5993757,0.8154993,0.5622067,0.42184937,-0.083718985,0.27943337,-0.09369634,-0.18823224,-0.72107553,0.06055826,-1.1958693,1.6388594,1.149601,-0.11739304,0.46637025,-0.41285825
volume_sn_voxels_feature_8,-0.031836227,0.1772963,0.48784086,0.020012802,0.012606589,-0.7217122,-0.46777827,0.1647604,0.7430212,-1.6689276,-0.32513243,-0.24664383,0.3279346,-0.10480184,-0.16106343,-0.17986658,0.41064605,-0.30941644,0.1734638,0.2603986,-0.7890141,0.4003669,0.3149794,-0.40945765,0.41825128,-0.028063131,0.5318394,-0.04672654,-1.463195,-0.5470971,0.20224765,-0.073037565,-0.08321519,1.4019039,2.197697,-0.4210543,-0.29072052,-0.026962915,0.21004401,0.11816836,0.012923453,0.9026961,-0.5578167,0.124475546,-0.1160055,1.267251,1.7479318,0.24726245,-0.036941163,0.45911685
volume_sn_voxels_feature_9,0.29420865,-0.020094385,0.40813324,0.123609275,-0.29669026,-0.52104616,-1.026039,0.2398791,0.07897619,-1.4671005,-0.5787521,-0.038246028,0.44852787,0.11662476,-0.17739503,-0.33377048,0.44343507,-0.5821813,0.2606085,-0.52521765,-0.43967393,0.22411586,0.947424,-0.79372203,-0.21088554,0.07624235,0.22320068,0.28144574,-0.8731624,-0.36144492,-0.07334459,-0.17676115,-0.2952714,1.0929563,1.5644815,-0.9452294,0.07117427,-0.34820992,0.11693296,-0.21339324,0.14021331,0.21183611,0.5447441,0.2181338,0.64338225,1.3464521,1.8607646,0.088882335,0.026541263,0.3880321
