Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,-0.12831771,0.28719223,-0.23593564,0.020758558,1.5866201,1.0414602,-1.0101757,0.5389362,0.29597753,0.5540425,-0.45639706,-0.32322603,-0.67408806,-0.48891145,-0.42971778,-0.34997055,-0.23897202,-0.67845523,0.5412542,-0.8814216,0.36192042,-0.49668944,-0.035619624,0.3461764,-0.17504425,-0.1696696,0.16258346,1.1265464,0.5119545,0.29851952,-1.9780507,-0.4331353,-0.0066712634,-0.11419664,0.50491893,-0.54890966,-0.83839387,1.1729497,0.24849589,-1.6064276,0.19471656,0.42532915,-0.13516948,0.4818726,0.70686686,1.5551376,1.7084267,-0.70001906,-0.5652439,-0.37178576
rigidity_right,0.41741523,0.7431973,-0.3646718,-0.12982967,-0.83604246,-1.2017405,-0.26145682,-0.8810185,-0.031133428,0.8289249,0.039028518,0.966956,0.998013,-0.35983515,0.77008533,-1.2158608,0.4918053,0.04905578,0.08289816,0.7146748,0.16199063,1.4870322,-0.22131951,-0.41328385,0.006025631,0.32471532,-0.06262886,-0.5220917,-0.34205315,0.509137,1.2851382,-1.4878398,0.083867736,-1.1698222,0.30704764,0.03626419,-1.1937605,0.38294804,-0.32027566,0.9123257,0.07345553,-0.6488453,0.43597615,0.6499349,0.47568873,-0.70828867,0.09341331,-0.47241947,-0.67098445,-1.8310494
tremor_rest_left,-0.46739852,-1.2233269,-0.17070973,-0.70334333,-0.35737178,0.46698558,-0.7675204,0.33733562,0.39375928,-0.9071704,-0.62952656,0.49076512,0.09676288,0.36315125,-0.20308569,0.120147035,0.5334599,-1.0246961,0.33846167,0.24082887,-0.20803219,-0.55953383,0.35690054,0.22299531,0.86968046,0.059698354,-0.02780487,-1.0983005,0.3175129,-0.6547496,1.8380854,0.2598767,0.705369,0.25794348,-0.35666844,-0.8652749,-0.6936525,-0.044622883,-0.67954546,0.94839555,-0.13347238,1.5462868,-0.621046,-0.21447758,0.7287046,0.27738103,0.035636254,-0.24287643,0.22088896,0.16148767
tremor_rest_right,-0.14068434,-0.22789632,1.0539016,0.11652849,0.11447414,1.5113561,-0.6566233,0.31171316,-0.8819877,0.53430486,-0.31109405,1.2784313,0.5769113,-0.78337586,-0.4477133,0.16998118,-0.487813,-0.17151938,0.2218819,-0.5769072,-0.15006495,0.68390894,0.4147729,-0.70401627,-1.4483299,0.62792575,-0.43426847,-0.24164088,0.09559328,-0.07011493,-0.3047631,-1.6141229,1.8321931,-0.2418689,0.78738445,0.027991796,0.826562,0.14958458,0.012065605,-0.02787139,-0.17321545,-0.5536461,0.018327046,0.4347863,1.7213919,0.03638497,-0.44913322,0.22440438,0.31964672,-1.2030903
tremor_postural_left,-0.096448116,-0.14019893,1.0030847,0.9497477,0.121355295,0.61030865,-0.0021411262,-0.32061931,0.32084396,-0.60057855,0.3200624,0.29903042,1.1596293,-1.1619645,-0.54963964,0.14048307,0.57736725,0.599055,0.9539062,-0.3444801,-0.1215758,-0.33988094,-1.0163989,-0.044595305,-0.8496557,0.52605015,0.97086483,0.2760042,0.17516468,-0.51857555,-0.07116372,-0.94125575,0.29875448,-0.52337766,0.062017526,-0.3711159,-0.76940656,1.0263954,0.36629346,-0.48548275,-0.28247425,-0.25181326,-1.251825,-0.048879165,0.49929184,-0.7037719,-0.6115164,-0.23737076,0.025128964,-0.14485674
tremor_postural_right,0.10668726,0.76241714,0.69549096,-0.41764832,-0.6836992,-0.5670691,-0.4250026,-0.38433594,-1.4930205,-0.4353347,-0.23774505,-1.2990036,0.8084532,0.5728457,-1.0010955,-0.42059907,0.8586874,-0.6784262,-0.6099344,0.07644121,-0.10355773,0.78190356,0.76697135,-0.24810022,-1.4572037,1.0183388,0.7152969,-0.43270767,0.04353046,-0.6174567,0.4236512,1.6320515,0.14241895,0.45268795,-0.6421768,-0.13670442,-0.8431906,-1.0828439,0.2755829,-0.3535808,-0.22020055,-0.23150997,-0.40855443,-0.0037455177,-1.317424,0.7923998,-0.5179785,0.66221696,-0.6648433,-1.3215997
bradykinesia_speed_left,-0.3507606,1.3690363,-0.08705667,0.9201119,1.2465382,-0.7576949,-0.344197,-0.09033724,1.0368704,-1.2177882,0.9741356,1.0447521,-0.3350721,-1.0906501,1.3745649,0.27639222,-0.625568,0.0015842092,-0.14994416,-0.2137866,0.08940356,-0.31219485,0.6357016,-0.13894752,-0.15183103,0.28891373,0.13871717,0.53809917,0.06774388,0.45828414,-0.40666646,-0.40480146,0.1435744,-0.31447923,-0.2535441,0.111135915,-0.21632537,0.17413537,-0.2769964,0.43033376,0.21831901,0.7825564,-0.39229557,0.7187375,1.5098792,-0.9114998,-0.5172989,0.82885027,0.15181315,-0.39728004
bradykinesia_speed_right,0.10229443,-0.57521605,1.564057,-0.2818428,-0.20334043,-0.5061193,0.59554994,-0.107683,-0.32987612,-0.20969899,-0.41275552,1.0338559,0.502751,-0.79695123,0.1967488,-0.15606183,0.29814616,-0.7988934,-0.7749394,-0.11324136,-0.029545436,0.63230306,1.4440935,-0.6643855,0.29430452,0.15029319,0.9365917,0.9250056,0.037622806,-0.067860864,0.5928591,-1.190099,0.6047283,-0.118086666,0.03302007,0.34873304,0.11168334,-1.3950686,0.28764522,-0.55879587,0.04451585,-0.20419356,-0.79955214,-0.15894163,-2.0646136,-0.09192218,0.2670383,0.36981845,1.0748936,0.6970855
bradykinesia_amplitude_left,-0.18625297,-1.2329515,-0.4660953,0.35897437,-1.603301,0.24394767,-0.679857,-0.094563566,1.2209843,0.6890072,-0.305569,1.1044221,-0.42350328,0.6156146,-1.101811,-0.10116983,-0.4110384,0.028364114,0.4500259,-0.10830285,0.009162068,-0.009814621,-0.7409299,-1.4940151,1.4590393,0.69490105,0.88634586,-0.47952473,-0.08866981,-0.14014469,-0.45036772,0.557324,0.6150925,-0.10551515,-0.13437805,0.049349338,0.72970253,0.7330251,0.20235832,-0.37965292,-0.05691898,0.34337053,-0.28423074,0.36290812,-1.4938265,-1.3152262,0.13665433,-0.014757556,0.27710673,-0.39016446
bradykinesia_amplitude_right,0.1157727,0.96429133,-1.0477607,0.88557607,-0.24001564,1.3681542,0.31936646,0.18233202,-0.024292972,-0.22133951,-0.059642833,0.40737507,0.34738636,0.49098516,0.67230296,1.1113133,0.6795502,-0.026185699,-0.09470624,-1.0073509,0.20084843,0.7846406,-0.3608872,-0.59935457,0.4725726,0.9167578,0.02426341,-1.603626,0.38174856,-0.18479495,0.05951421,0.48588845,0.18041141,0.2681555,-0.07698263,-0.80444676,0.1322731,-0.5219439,0.6534919,-0.60992306,0.014747536,0.08635023,0.0900613,1.0624663,0.23555145,-1.1966847,0.23328646,1.2057512,-1.5422115,-0.3939808
