Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9
volume_sn_voxels::v0,0.0001954936,-0.0003384335,0.0001717342,0.00028353007,7.4924734e-05,-0.00018055896,0.0008118883,0.000298932,-2.3243168e-05,-0.00027669803
volume_sn_voxels::v1,0.0001902225,-0.0003144918,0.00041075292,0.0003748037,0.00025147747,-0.0002677194,0.0010548355,0.00028935692,-6.3921296e-05,-0.0001794868
volume_sn_voxels::v2,0.00019481718,-0.0004895843,1.6705408e-05,0.00037667592,0.00015597478,-0.00020878062,0.00076918566,0.0004232543,-0.0002466025,-0.0003724166
volume_sn_voxels::v3,0.00020952348,-0.0004423463,0.00017263346,0.00039228133,0.00026100167,-0.0002925157,0.0007610218,0.0005336653,-0.00027857834,-0.00032524156
volume_sn_voxels::v4,0.00029399473,-0.00041464187,0.00037127154,0.0003798225,0.0004416049,-0.00029689627,0.0009101834,0.0005029205,-0.00031585438,-0.00020880664
volume_sn_voxels::v5,0.00020279558,-0.0004313479,-6.664806e-05,0.00041206612,0.00019261833,-0.00017633844,0.0004593178,0.0003108942,-0.00045417127,-0.00036555214
volume_sn_voxels::v6,0.00026883872,-0.0004788302,-3.3484466e-05,0.00037712714,0.00034669615,-0.00023526537,0.0005348381,0.00050685793,-0.0005085416,-0.00032875428
volume_sn_voxels::v7,0.00031198785,-0.00047835492,0.00010787029,0.0004506891,0.00052430143,-0.00027401533,0.00057542365,0.00063272816,-0.00056598044,-0.00029365887
volume_sn_voxels::v8,0.00046556024,-0.000482535,0.00025446794,0.0004961889,0.0005846734,-0.00030934607,0.0006749223,0.0008296511,-0.0005604816,-0.0002520882
volume_sn_voxels::v9,0.0002501526,-0.00035437805,-0.000258676,0.00031517164,9.3303264e-05,1.1011974e-05,0.0003952678,-0.0002265462,-0.00051976263,-0.00024616093
volume_sn_voxels::v10,0.00029353102,-0.0004285235,-0.00023394094,0.0003544596,0.00016361178,-9.6408316e-05,0.00038387254,-9.922962e-05,-0.00052831165,-0.0003562922
volume_sn_voxels::v11,0.0002809301,-0.00048517674,-0.00021291642,0.00036471104,0.00025625693,-0.00019994979,0.00029424552,2.7320232e-06,-0.0005620407,-0.00027600687
volume_sn_voxels::v12,0.00029450905,-0.00058109674,-0.00019098615,0.00040543862,0.00044213148,-0.00024274211,0.00026707986,0.0003028726,-0.0006511122,-0.00025464085
volume_sn_voxels::v13,0.00031942964,-0.00064161874,-7.0652626e-05,0.00042407913,0.0005705159,-0.00023036374,0.00027561234,0.0004773704,-0.000622679,-0.0001708003
volume_sn_voxels::v14,0.00036398406,-0.0005499025,1.769205e-05,0.00047223116,0.0005461868,-0.00019346185,0.00026542778,0.0006184894,-0.0005997368,-0.00017352901
volume_sn_voxels::v15,0.00043555058,-0.0005679147,0.0001567575,0.00048774257,0.000755168,-0.0002686116,0.00042916113,0.0007298052,-0.0006407957,-0.00015144136
volume_sn_voxels::v16,0.0003218441,-0.0001944781,-0.00010580258,0.00023182399,0.00031974018,0.00039824445,0.00014054978,-0.0006778262,-0.00055042637,0.00014597973
volume_sn_voxels::v17,0.00033898358,-0.00023898404,-0.0002063869,0.00020968384,0.00020976084,0.0001787338,0.00017432886,-0.000642518,-0.00051172235,-8.58363e-06
volume_sn_voxels::v18,0.00035415028,-0.00044108715,-0.00030531437,0.00025578597,0.00021094286,6.989107e-05,0.00023715882,-0.00066975114,-0.00062035146,-0.00018393398
volume_sn_voxels::v19,0.0002565857,-0.00050267566,-0.00032025613,0.00030344824,0.00036209568,-0.00010627704,0.00017557232,-0.00037155792,-0.00058146054,-0.00016500971
volume_sn_voxels::v20,0.00035019213,-0.00058321207,-0.0003327975,0.00031573666,0.0004954073,-0.00017566758,0.00011313566,-0.00015627075,-0.00064696424,-0.00016327134
volume_sn_voxels::v21,0.00042409293,-0.0006196848,-0.00021840786,0.00042174134,0.0006071088,-0.00023998291,8.58301e-05,0.00019550593,-0.0005913768,-2.03961e-05
