Subject_ID,Factor_1,Factor_2
Subject_1,-0.487648,0.03275889
Subject_2,-0.24815212,0.08416195
Subject_3,-0.63336223,0.8031287
Subject_4,-1.1968116,-5.9873605
Subject_5,-0.28728124,-0.058210477
Subject_6,0.61979425,1.4066784
Subject_7,0.6427701,1.753787
Subject_8,1.8430086,0.15053505
Subject_9,-0.5236031,-0.034593254
Subject_10,1.6853672,-0.47627667
Subject_11,0.046359908,0.28262803
Subject_12,1.4001954,0.54199433
Subject_13,2.534539,0.00784553
Subject_14,-0.4110251,0.2499964
Subject_15,-0.21031062,0.59174645
Subject_16,-0.25588697,-0.90966207
Subject_17,0.1856677,0.06276043
Subject_18,-0.8560785,-0.642665
Subject_19,0.13303523,-0.3495946
Subject_20,0.2687789,-2.9727063
Subject_21,0.682147,-1.1236178
Subject_22,-0.04780026,1.3995936
Subject_23,-0.14920451,-0.08575324
Subject_24,0.132458,0.25834018
Subject_25,-0.6125746,0.2126034
Subject_26,2.045053,0.121292956
Subject_27,0.9845219,-1.2055537
Subject_28,-0.007112411,0.23166314
Subject_29,-0.4196828,0.12446273
Subject_30,-2.2658672,-1.765507
Subject_31,0.14498012,0.66255504
Subject_32,0.46785757,-0.42675772
Subject_33,0.1346773,0.53820544
Subject_34,1.4355459,-0.48334336
Subject_35,-0.76923114,-0.34059653
Subject_36,0.34808907,-1.9883004
Subject_37,1.4432185,0.041690387
Subject_38,0.901065,-0.21101008
Subject_39,0.3161878,-0.14018068
Subject_40,1.6654783,-0.9992975
Subject_41,0.073517144,-0.61007786
Subject_42,1.5549641,0.44780514
Subject_43,-0.7729725,-0.36537015
Subject_44,-0.30388486,-0.6383274
Subject_45,-0.85342807,-1.139893
Subject_46,0.9719861,-0.20206012
Subject_47,1.1061549,1.6369088
Subject_48,0.52282107,0.09834908
Subject_49,1.3062844,-4.7921934
Subject_50,1.229696,0.2827606
Subject_51,0.27157515,-0.18481438
Subject_52,0.16242862,-0.56408244
Subject_53,2.4683964,-0.016056908
Subject_54,-0.015689263,0.3929636
Subject_55,0.48922935,-0.08262767
Subject_56,0.6019742,0.039768346
Subject_57,1.2626443,1.594713
Subject_58,0.9740157,-0.43236157
Subject_59,2.1886563,0.6790505
Subject_60,0.9292383,-0.9307177
Subject_61,0.903195,1.0892397
Subject_62,-0.24515188,-0.3331501
Subject_63,0.71166223,-0.014357942
Subject_64,-1.1835629,-2.3873417
Subject_65,-0.8463437,-0.885322
Subject_66,0.38976312,0.6111071
Subject_67,-0.32632712,-1.4022493
Subject_68,0.901758,-0.67897743
Subject_69,-1.5711607,0.20006649
Subject_70,-1.2577969,0.16879272
Subject_71,1.5695179,0.28857097
Subject_72,-1.1268333,1.2272683
Subject_73,-1.2572948,1.6874486
Subject_74,1.842133,-1.0712974
Subject_75,0.36704734,-1.362711
Subject_76,-0.9014712,1.5787492
Subject_77,1.5332869,-0.49384168
Subject_78,-1.010546,-0.36875066
Subject_79,0.62160647,-0.15271507
Subject_80,-0.32805893,-0.49059775
Subject_81,-1.2498788,1.646848
Subject_82,0.24248946,0.22767551
Subject_83,-1.3758854,-3.8626776
Subject_84,0.05381096,0.58478886
Subject_85,2.0904844,0.17929947
Subject_86,-0.47987092,0.04111754
