Subject_ID,Factor_1,Factor_2
Subject_1,-1.1293952,1.1417017
Subject_2,0.41890407,0.5275461
Subject_3,0.2481237,-0.57127994
Subject_4,-0.5030548,-0.9280811
Subject_5,1.1873643,0.83196825
Subject_6,-0.13198212,-0.42643857
Subject_7,-0.6494104,0.66693974
Subject_8,1.2163504,-0.42467377
Subject_9,2.6278365,-2.6129508
Subject_10,0.9139283,0.8054059
Subject_11,1.0112838,0.6495905
Subject_12,-1.6325817,1.3982023
Subject_13,1.8862069,-0.69394886
Subject_14,-0.64117926,0.50217646
Subject_15,-1.3217162,-0.5304649
Subject_16,-0.31938294,-1.2651392
Subject_17,-0.42314097,0.7481723
Subject_18,-7.2576175,-0.43946126
Subject_19,-1.8996406,0.8932414
Subject_20,0.9032814,-0.062838145
Subject_21,-0.73285437,0.41085333
Subject_22,0.5157118,-0.034947824
Subject_23,-1.1015655,0.4105917
Subject_24,-0.93894565,0.43507448
Subject_25,1.2906675,-2.292481
Subject_26,-0.4916073,-0.79558533
Subject_27,-0.44553208,-1.2595005
Subject_28,-0.5645342,0.60063756
Subject_29,1.5606464,0.5997373
Subject_30,0.92651534,-0.04031072
Subject_31,0.5171679,0.0015113212
Subject_32,-0.6691603,-0.48945934
Subject_33,-1.7054012,0.27014354
Subject_34,0.87179387,0.7800953
Subject_35,-1.20263,-0.18690082
Subject_36,0.69549876,1.6554737
Subject_37,0.99153,0.8343968
Subject_38,1.2664356,0.25215125
Subject_39,0.47979987,0.57770145
Subject_40,1.0644761,0.18243638
Subject_41,1.0284522,-0.28994486
Subject_42,1.5197146,0.29082006
Subject_43,0.58382183,0.049309686
Subject_44,-1.3355635,-1.6348281
Subject_45,1.7065672,1.9326807
Subject_46,0.7270961,0.88067937
Subject_47,-0.116755016,0.6021155
Subject_48,1.3509129,-0.76319605
Subject_49,0.3183981,-1.0689287
Subject_50,-1.7933015,-1.3424066
Subject_51,-0.79576623,-1.2912971
Subject_52,0.54486483,-0.55406386
Subject_53,-0.26215872,0.9725651
Subject_54,-1.127708,0.36582354
Subject_55,1.1407927,-0.40461695
Subject_56,1.4466623,1.2276111
Subject_57,-1.240375,0.60653853
Subject_58,1.8747132,0.21608226
Subject_59,-0.41091192,-0.20819022
Subject_60,-1.179731,0.1695904
Subject_61,0.05156118,-0.97965336
Subject_62,0.6475022,-1.4401146
Subject_63,-0.027955087,-1.6282532
Subject_64,-0.40674144,0.80304515
Subject_65,-2.186892,0.066746116
Subject_66,-0.31805524,0.80326927
Subject_67,0.4610779,-0.6812911
Subject_68,-2.6000338,-1.3704667
Subject_69,-2.9607441,-0.12400868
Subject_70,0.40829328,0.67260486
Subject_71,0.102186024,2.3569994
Subject_72,0.3579783,-0.9588369
Subject_73,-0.29336596,1.7064378
Subject_74,0.36690667,0.5204619
Subject_75,-0.1295122,0.12978664
Subject_76,1.2554561,-1.0702822
Subject_77,0.832351,0.2316455
Subject_78,-0.8933357,-0.79788136
Subject_79,-1.3465921,-0.7684649
Subject_80,1.1605514,-1.547227
Subject_81,-0.6469172,-0.06261707
Subject_82,-0.12166183,0.05405301
Subject_83,-0.50970054,0.10971352
Subject_84,0.22717641,0.5254643
Subject_85,1.0118558,0.5228712
Subject_86,-0.89715964,0.788734
